f,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16
528354.6927,(266.9842452620752+191.4026078142408j),(367.9727163303409+263.269360567699j),(483.3233735148319+345.3041785261897j),(617.5562294448362+440.2333319331202j),(766.595904231235+545.5272716809811j),(936.1026979547398+663.920140679088j),(1116.7328769120306+791.0251215458323j),(1321.5472298115828+932.4022723225253j),(1543.0758353093106+1084.4146880250432j),(1779.8193212295955+1246.2741359638355j),(2037.4527512912427+1419.100356803699j),(2305.376725388951+1602.0111487377453j),(2592.866464503192+1793.1398150268792j)
532385.9664,(267.84075272313794+191.8064779235906j),(369.15585849953953+263.8221054595047j),(484.8799327481911+346.0265832167643j),(619.5516723119997+441.1493385964276j),(769.079387416323+546.6574420816551j),(939.1525925602377+665.2840448399583j),(1120.3781781261453+792.6448463943899j),(1325.890787592456+934.2920384031936j),(1548.1821018329672+1086.5896874165883j),(1785.7455315220027+1248.7493199882506j),(2044.299097186529+1421.8770935528346j),(2313.152663479219+1605.1250459477828j),(2601.683167456209+1796.5762094751262j)
536447.9982,(268.6989384041158+192.21097087075634j),(370.341356169072+264.37566923314364j),(486.4396263244407+346.750026363059j),(621.5512252897221+442.06659324452585j),(771.5680759652721+547.7890836370948j),(942.2091196382722+666.6495526727442j),(1124.0315017528364+794.2663996072431j),(1330.2443134149362+936.1836361711385j),(1553.3005597474976+1088.7664318437064j),(1791.6863862812604+1251.226093079496j),(2051.163200408388+1424.6549169764016j),(2320.9491602956186+1608.2398124722006j),(2610.5241236095794+1800.0127125610616j)
540541.0228,(269.5588076724953+192.61608759207056j),(371.5292172729025+264.93005271568904j),(488.0024651764083+347.4745086096972j),(623.5549036706809+442.9850956822871j),(774.0619901626278+548.922195086465j),(945.27230743241+668.0166599962727j),(1127.6928828681748+795.88977506227j),(1334.6078547457716+938.0770536839956j),(1558.431271410001+1090.944901682702j),(1797.6419646376298+1253.7044264254782j),(2058.045163961425+1427.4337831082048j),(2328.7663380914687+1611.355393179238j),(2619.3894845319987+1803.4492488860892j)
544665.2765,(270.42036593875923+193.0218290118142j),(372.71944981043407+265.4852567119357j),(489.56846032575856+348.20003056764455j),(625.5627228826888+443.90484565584654j),(776.5611504727881+550.0567750833173j),(948.3421844531387+669.3853624854099j),(1131.3623568860837+797.5149664486339j),(1338.981459504952+939.9722787132573j),(1563.5742997350967+1093.1250769099156j),(1803.6123466140145+1256.1842905971832j),(2064.9450918934085+1430.2136471479j),(2336.6043204776493+1614.47173186515j),(2628.279403338858+1806.885741680478j)
548820.9978,(271.2836186562149+193.42819604214804j),(373.9120618463032+266.04128200424526j),(491.1376228881626+348.9265928119919j),(627.5746984864509+444.82584285279864j),(779.0655775473558+551.1928221922416j),(951.4187794705069+670.7556556722044j),(1135.0399595431563+799.1419672701664j),(1343.3651760858304+941.8692987339195j),(1568.7297083461108+1095.3069370418316j),(1809.5976129987062+1258.665655588794j),(2071.8630893142326+1432.99446344412j),(2344.4632323492315+1617.588771269247j),(2637.1940348152584+1810.3221127396523j)
553008.4266,(272.14857132069426+193.83518958305277j),(375.1070615119256+266.5981293517521j),(492.70996407113273+349.6541958823409j),(629.5908461780068+445.74808690068585j),(781.5752922174165+552.3303348905669j),(954.5021215268791+672.1275349399197j),(1138.7257269076626+800.7707708403432j),(1347.7590533400598+943.7681009269847j),(1573.8975614474268+1097.4904611769953j),(1815.5978453630148+1261.1484908048008j),(2078.799262501836+1435.7761854447458j),(2352.3431998675183+1620.7064530686084j),(2646.1335352962956+1813.7582824525393j)
557227.8049,(273.0152294714366+194.24281052188485j),(376.30445700366977+267.1557994907325j),(494.28549517522833+350.3828402820153j),(631.611181787629+446.6715773668259j),(784.0903154983159+553.4693115658146j),(957.5922399253357+673.5009955256512j),(1142.4196953927617+802.4013702755559j),(1352.163140602885+945.6686721669922j),(1579.0779238809537+1099.6756279709634j),(1821.613126125997+1263.6327650292296j),(2085.7537187361136+1438.5587657492024j),(2360.244350474028+1623.8247178601264j),(2655.0980628179263+1817.194169726161j)
561479.3766,(273.8835986906084+194.65105973339985j),(377.5042565844924+267.71429313378087j),(495.86422759510396+351.1125264772895j),(633.6357212844312+447.5963137560125j),(786.6106685939333+554.6097505133262j),(960.6891642476883+674.8760325124047j),(1146.1219017607928+804.0337584914948j),(1356.5774876858072+947.5709990215269j),(1584.2708611495295+1101.8624156225262j),(1827.6435386001494+1266.1184464019802j),(2092.7265664244796+1441.34215605091j),(2368.1668130363505+1626.9435050915904j),(2664.0877770300567+1820.6296920009709j)
565763.3871,(274.75368460326195+195.05993807960704j),(378.7064685833876+268.2736109697742j),(497.44617281867187+351.8432548972884j),(635.6644807705356+448.5222955119908j),(789.1363728912943+555.7516499371071j),(963.7929243423015+676.2526408318138j),(1149.8323830908953+805.6679282127827j),(1361.002144878321+949.4750677474458j),(1589.476439399091+1104.0508018757357j),(1833.6891668548683+1268.6055024624368j),(2099.7179150808315+1444.1263071351884j),(2376.110717568615+1630.0627531560417j),(2673.102839172575+1824.0647652425343j)
570080.084,(275.62549287817046+195.4694464093317j),(379.911101396601+268.83375366312697j),(499.03134242830714+352.5750259331895j),(637.6974764914426+449.4495220130519j),(791.6674499675859+556.8950079465687j),(966.9035503368509+677.6308152580369j),(1153.5511768334013+807.303871951455j),(1365.43716295057+951.3808642866163j),(1594.6947254324432+1106.2407640094596j),(1839.75009580279+1271.0939001106117j),(2106.7278753724618+1446.9111688500348j),(2384.07619553436+1633.1823992621771j),(2682.143412309987+1827.499303831504j)
574429.7167,(276.4990292271562+195.87958555829425j),(381.11816348673983+269.3947218539134j),(500.6197480996371+353.30783993821586j),(639.7347248241849+450.3779925757116j),(794.203921583191+558.0398225578613j),(970.0210726244825+679.0105504112234j),(1157.2783207643683+808.9415820210875j),(1369.8825931613828+953.2883742595175j),(1599.9257866684936+1108.4322788479742j),(1845.826411270411+1273.583605573307j),(2113.7565590132963+1449.6966901368255j),(2392.063379784365+1636.3023794441901j),(2691.2096609986966+1830.9332206744484j)
578812.5366,(277.374299405479+196.2903563488301j),(382.32766338327576+269.95651615734766j),(502.2114016045863+354.0416972262034j),(641.7762422882311+451.3077064500483j),(796.7458096956216+559.1860916880823j),(973.1455218851108+680.3918407481035j),(1161.0138530165382+810.5810505237014j),(1374.3384872707074+955.1975829574602j),(1605.1696912677344+1110.6253227088391j),(1851.9181998884228+1276.074584438012j),(2120.8040789714732+1452.4828189394325j),(2400.072404431602+1639.4226285968177j),(2700.3017516742048+1834.366427033498j)
583228.7967,(278.2513092118677+196.70175958969946j),(383.539609683001+270.51913716340994j),(503.80631480893214+354.7765980719984j),(643.8220455413536+452.2386628206373j),(799.2931364476333+560.3338131585009j),(976.2769290752769+681.7746805641021j),(1164.7578120817361+812.2222693465413j),(1378.8048975131649+957.1084753488678j),(1610.4265079829115+1112.8198714534733j),(1858.025549171909+1278.5668016153331j),(2127.8705492883682+1455.2695022626226j),(2408.103405020034+1642.5430803956315j),(2709.4198524225803+1837.7988325956449j)
587678.7524,(279.13006448876143+197.11379607588682j),(384.7540110503125+271.0825854364663j),(505.40449967522744+355.51254271006434j),(645.872151380835+453.1708608053219j),(801.8459241753221+561.4829846906467j),(979.4153254303967+683.1590639908484j),(1168.5102367936142+813.8652301663055j),(1383.2818766272208+959.0210360649521j),(1615.6963062841044+1115.0159004351488j),(1864.1485474947326+1281.0602213413817j),(2134.9560851340593+1458.0566861394927j),(2416.1565184294473+1645.6636673197509j),(2718.5641330062836+1841.2303454438884j)
592162.6605,(280.0105711222966+197.52646658839706j),(385.97087621755225+271.64686151483875j),(507.0059682611399+356.249531334612j),(647.9265767469099+454.10429945339064j),(804.4041954050923+562.6336039064292j),(982.5607424678382+684.5449849934068j),(1172.2711663474743+815.509924439659j),(1387.7694778695084+960.9352493909876j),(1620.979156279924+1117.2133845233152j),(1870.2872841321957+1283.554807153569j),(2142.060802955693+1460.8443155622585j),(2424.2318829647343+1648.7843206027887j),(2727.7347650075963+1844.6608719790918j)
596680.7803,(280.89283504222+197.93977189417018j),(387.19021398358996+272.2119659110682j),(508.61073272022674+356.9875640989245j),(649.9853387187864+455.03897774628683j),(806.9679728608756+563.7856683244571j),(985.7132119935764+685.9324373660685j),(1176.040640294618+817.1563434031424j),(1392.267754981699+962.8510992749019j),(1626.2751288305108+1119.4122980553443j),(1876.4418492281309+1286.0505218956328j),(2149.1848202361916+1463.632334564321j),(2432.329638405731+1651.9049701976592j),(2736.9319217551665+1848.0903169294795j)
601233.3727,(281.77686222266436+198.35371274563192j),(388.412033217042+272.7778991104818j),(510.21880530278986+357.72664111462143j),(652.0484545194946+455.9748945951697j),(809.5372794585944+564.9391753611382j),(988.8727660968509+687.3214147327014j),(1179.8186985437237+818.8044780703405j),(1396.7767622267868+964.768569310282j),(1631.5842954147374+1121.6126148813992j),(1882.6123338234875+1288.5473276988014j),(2156.3282557730217+1466.4206860999902j),(2440.449925844923+1655.02554482583j),(2746.1557782848868+1851.5185833443222j)
605820.7007,(282.6626586810128+198.76828988090858j),(389.6363428535558+273.34466157186444j),(511.83019835711855+358.4667624507837j),(654.115941514931+456.9120488405191j),(812.1121383090756+566.0941223284274j),(992.0394371568344+688.7119105424238j),(1183.6053813820392+820.4543192217366j),(1401.2965543772937+966.6876427369782j),(1636.9067282439103+1123.8143083156674j),(1888.7988298663695+1291.0451859697414j),(2163.491229516704+1469.2093120945387j),(2448.59288785194+1658.1459718973415j),(2755.4065115833673+1854.9455724753097j)
610443.0295,(283.5502304793474+199.18350402319408j),(390.8631518982353+273.91225372631953j),(513.4449243283268+359.2079281339394j),(656.1878172127242+457.85043925189984j),(814.6925727243888+567.2505064305952j),(995.2132578358713+690.1039180705118j),(1187.4007294404228+822.1058574154506j),(1405.8271867280173+968.6083024325615j),(1642.2425002328532+1126.0173511416172j),(1895.0014302371017+1293.5440573728504j),(2170.673862574429+1471.9981534313415j),(2456.7586684212533+1661.2661775154254j),(2764.6843002926253+1858.3711838736335j)
615100.6259,(284.4395837234312+199.5993558809159j),(392.09246942398397+274.4806759775713j),(515.0629957577395+359.95013814782766j),(658.2640992658148+458.79006452589266j),(817.2786062094375+568.4083247661649j),(998.394261105054+691.4974304069685j),(1191.2047837363896+823.7590829687922j),(1410.368715082961+970.5305309134926j),(1647.5916849768669+1128.2217156150411j),(1901.2202286487727+1296.0439018606428j),(2177.8762773880844+1474.7871498684294j),(2464.9474130196872+1664.3860864419448j),(2773.989324899998+1861.7953152909267j)
619793.7592,(285.3307245635914+200.01584614725883j),(393.3243045733252+275.0499287010301j),(516.6844252864362+360.69339243170356j),(660.3448054724691+459.7309232853885j),(819.8702624710506+569.5675743235108j),(1001.5824802096922+692.8924404675906j),(1195.0175856472995+825.4139859658653j),(1414.9211957690331+972.4543103262987j),(1652.9543568089407+1130.4273734362387j),(1907.4553198345116+1298.5446785923352j),(2185.0985974806804+1477.5762401266875j),(2473.1592686068757+1667.5056220728184j),(2783.321767859815+1865.2178626072694j)
624522.7005,(286.223659194409+200.4329755001202j),(394.5586665580046+275.6200122436124j),(518.3092256544285+361.437690880165j),(662.4299537758958+460.6730140789576j),(822.4675654131808+570.7282519815909j),(1004.7779487013307+694.288940980288j),(1198.8391769242648+827.0705562500325j),(1419.4846856776671+974.3796224272774j),(1658.3305907635206+1132.634295758016j),(1913.706799433956+1301.0463459694242j),(2192.3409477460923+1480.3653617608516j),(2481.394383623382+1670.6247064263382j),(2792.681813302981+1868.638719926348j)
629287.7229,(287.1183938549746+200.85074460183765j),(395.7955646585213+276.1909269236462j),(519.9374096997358+362.1830333430332j),(664.5195622668925+461.61633537917714j),(825.0705391480822+571.8903545046298j),(1007.9807004316278+695.686924485341j),(1202.6695997094303+828.72878341486j),(1424.0592421796896+976.3064486116683j),(1663.7204626170997+1134.8424531638111j),(1919.9747639611999+1303.5488616400298j),(2199.603454269244+1483.1544512184742j),(2489.652907910164+1673.7432601589699j),(2802.0696473559933+1872.0577794214983j)
634089.1018,(288.0149348289471+201.26915409898868j),(397.03500822584726+276.76267302993585j),(521.5689903586992+362.9294196247988j),(666.6136491823129+462.56088558240435j),(827.6792079821017+573.0538785463025j),(1011.1907695492646+697.0863833348268j),(1206.5088965069092+830.3886568125938j),(1428.6449232340178+978.2347698674849j),(1669.124048849641+1137.0518156766432j),(1926.2593109614495+1306.0521824280333j),(2206.8862443805037+1485.9434438045366j),(2497.9349929250775+1676.8612024608149j),(2811.485457936304+1875.4749313960915j)
638927.1145,(288.9132884443326+201.68820462232574j),(398.2770066802036+277.3352508218986j),(523.2039806685284+363.6768494832343j),(668.7122329077573+463.50666300700516j),(830.2935964310899+574.2188206429068j),(1014.4081905004107+698.4873096904246j),(1210.357110199975+832.0501655453033j),(1433.241787301156+980.1645668050221j),(1674.5414267025894+1139.2623527301612j),(1932.5605389266213+1308.5562643572698j),(2214.189446714757+1488.7322736438525j),(2506.2407916481116+1679.9784510762588j),(2820.929434980081+1878.8900641649393j)
643802.0407,(289.81346107442266+202.10789678623854j),(399.5215695120562+277.9086605288975j),(524.8423937674531+364.42532262881406j),(670.8153319759904+464.45366589323396j),(832.9137292149669+575.3851772141904j),(1017.6329980452354+699.8896955152909j),(1214.214284076121+833.7132984525088j),(1437.8498934200736+982.0958196227339j),(1679.9726741323354+1141.4740331805406j),(1938.8785472275954+1311.0610626697912j),(2221.513191184512+1491.5208736779364j),(2514.570458455123+1683.0949223379787j),(2830.401770243284+1882.3030641115997j)
648714.1618,(290.7154591368069+202.52823118894904j),(400.76870628278147+278.48290234970625j),(526.4842428919784+365.17483872532677j),(672.9229650708199+465.4018924009589j),(835.5396312552728+576.5529445631331j),(1020.8652272418963+701.2935325781219j),(1218.080461786793+835.3780441241913j),(1442.4693011469158+984.028508126991j),(1685.4178698712867+1143.6868252759223j),(1945.2134363178975+1313.5665317349772j),(2228.857609002167+1494.309175641572j),(2522.92414947605+1686.2105310024276j),(2839.902657479431+1885.7138155894454j)
653663.7618,(291.61928909446465+202.94920841192527j),(402.0184266232887+279.05797645268785j),(528.1295413812795+365.9253973877303j),(675.0351510272498+466.351340608843j),(838.1713276832279+577.7221188718123j),(1024.1049134558787+702.6988124477197j),(1221.9556873825757+837.0443908846445j),(1447.1000706136306+985.9626117049925j),(1690.8770933797841+1145.9006966689324j),(1951.565307575353+1316.0726251034205j),(2236.222832648222+1497.0971100614402j),(2531.3020222289692+1689.3251903815415j),(2849.432292354045+1889.1222009316587j)
658651.1265,(292.52495745516705+203.37082901994148j),(403.2707402365106+279.63388297455185j),(529.7783026748544+366.67699818254584j),(677.1519088272322+467.30200851509187j),(840.8088438434719+578.8926961986559j),(1027.3520923702122+704.1055264868618j),(1225.840005312442+838.7123267899697j),(1451.7422625032232+987.8981093299465j),(1696.3504249074235+1148.1156143855633j),(1957.9342633438455+1318.5792954808403j),(2243.60899596343+1499.8846062034402j),(2539.7042358737576+1692.4388122196021j),(2858.9908725233736+1892.5281003915384j)
663676.5441,(293.4324707718082+203.7930935607609j),(404.5256568955166+280.2106220207671j),(531.4305403147464+367.4296406265518j),(679.2732576074427+468.2538940337814j),(843.4522052842549+580.0646724810948j),(1030.6067999769282+705.5136658537222j),(1229.7334604049795+840.3818396327599j),(1456.3959380623992+989.8349795517713j),(1701.8379454142473+1150.3315448499397j),(1964.3204070114912+1321.086494686506j),(2251.0162340730126+1502.6715920891343j),(2548.130951199477+1695.5513066792792j),(2868.578597627849+1895.931392118957j)
668740.305,(294.34183564257955+204.21600256489998j),(405.7831864452993+280.7881936645539j),(533.0862679445138+368.1833241866634j),(681.399216658519+469.20699499428184j),(846.1014377658992+581.2380435310404j),(1033.8690725817821+706.9232214978806j),(1233.6360979094081+842.0529169233647j),(1461.0611591145396+991.7732004875802j),(1707.3397367159437+1152.5484538193439j),(1970.7238429382314+1323.5941736727757j),(2258.4446834888577+1505.4579944379236j),(2556.5823304688884+1698.662582386959j),(2878.195669344974+1899.3319521099322j)
673842.7016,(295.25305871138346+204.63955654527686j),(407.0433388019879+281.3665979468502j),(534.7454993097746+368.9380482792747j),(683.5298054211648+470.16130914194355j),(848.7565672595254+582.4128050341964j),(1037.1389468057268+708.3341841576588j),(1237.5479634457834+843.7255459065922j),(1465.7379880363753+993.712749826192j),(1712.8558813373074+1154.766306435762j),(1977.1446765184667+1326.102282489202j),(2265.8944820515844+1508.243738675439j),(2565.0585376847175+1701.7725463019617j),(2887.842291274666+1902.7296542281588j)
678984.0289,(296.1661466670836+205.06375599732982j),(408.30612395382605+281.94583487565114j),(536.4082482607323+369.69381226872423j),(685.6650434907963+471.11683413546086j),(851.4176199554894+583.588952545573j),(1040.416459588374+709.7465443567048j),(1241.469103064709+845.3997135354405j),(1470.4264877878459+995.6536048118036j),(1718.3864626182954+1156.9850671763247j),(1983.5830141367428+1328.6107702907975j),(2273.3657689481042+1511.0287489106036j),(2573.559738439745+1704.8811037589148j),(2897.5186691144277+1906.1243701022438j)
684164.5838,(297.08110624408295+205.48860139859963j),(409.5715519611672+282.52590442563894j),(538.0745287499901+370.45061546769284j),(687.8049506207594+472.0735675448253j),(854.0846222509045+584.7664814929694j),(1043.701648200892+711.1602923967157j),(1245.3995632085034+847.0754064835373j),(1475.1267219216943+997.5957422354531j),(1723.9315646862335+1159.2046998571977j),(1990.0389632719605+1331.119585284273j),(2280.8586847756605+1513.812947892383j),(2582.086099894981+1707.988158456837j),(2907.225010634432+1909.5159691064139j)
689384.6656,(297.99794422306945+205.91409320826185j),(410.839632956433+283.1068065379034j),(539.7443548340508+371.20845713606525j),(689.9495467171513+473.0315068524398j),(856.7576007657594+585.9453871695619j),(1046.9945502244814+712.5754183637025j),(1249.3393907318616+848.752611134133j),(1479.838754557052+999.5391384407718j),(1729.491272450971+1161.4251676282433j),(1996.5126323549446+1333.6286747765316j),(2288.3733714605814+1516.596257027776j),(2590.6377910265314+1711.093612333479j),(2916.961525703241+1912.904318320735j)
694644.5759,(298.91666742989+206.3402318673751j),(412.1103771450744+283.6885411192061j),(541.417740674401+371.967336480064j),(692.0988518444804+473.99064945008695j),(859.4365823310991+587.1256647371024j),(1050.2952035699313+713.9919121180906j),(1253.2886329039875+850.4313135762465j),(1484.5626504138268+1001.4837693054491j),(1735.0656716554781+1163.646432944959j),(2003.0041309074038+1336.1379851060951j),(2295.909972360976+1519.378596321792j),(2599.214982362602+1714.1973656557407j),(2926.728426158883+1916.2892825560402j)
699944.6186,(299.83728273657766+206.76701779828437j),(413.38379480498577+284.2711080418992j),(543.0947005358612+372.7272526522659j),(694.2528862241791+474.95099263859873j),(862.121594002022+588.3073092196294j),(1053.6036464814792+715.409763290998j),(1257.247337404844+852.1114996032443j),(1489.2984748040856+1003.429610239682j),(1740.6548488205722+1165.8684575832824j),(2009.5135695536383+1338.6474616274068j),(2303.4686322774514+1522.1598843553948j),(2607.8178460618583+1717.2993169650654j),(2936.5259260421653+1919.6707242235354j)
705285.0999,(300.7597970610544+207.1944514045651j),(414.6598962871816+284.8545071433136j),(544.7752487908884+373.4882047495139j),(696.4116702350291+475.9125336268542j),(864.812663051367+589.4903155045484j),(1056.9199175323884+716.8289612835722j),(1261.215552337899+853.7931547046495j),(1494.046293629848+1005.3766361821026j),(1746.2588913209986+1168.091202600881j),(2016.041059897136+1341.1570487506258j),(2311.049497359356+1524.940038308462j),(2616.4465561655798+1720.3993629470651j),(2946.3542415046136+1923.0485033420964j)
710666.3283,(301.6842173674544+207.62253307068212j),(415.93869201643224+285.438738225145j),(546.4593999154279+374.250191813911j),(698.5752244177188+476.8752695290874j),(867.5098169730885+590.6746783400158j),(1060.2440556168995+718.2494952680125j),(1265.193326231439+855.4762640626349j),(1498.8061734185562+1007.3248215804849j),(1751.8778873447163+1170.314628345834j),(2022.5867146794085+1343.666689864409j),(2318.6527152255694+1527.7189738902289j),(2625.101288222689+1723.4973985701808j),(2956.2135908335313+1926.4224774962368j)
716088.6148,(302.6105506660922+208.05126316182316j),(417.2201924911743+286.02380105317735j),(548.1471684924924+375.01321283093546j),(700.7435694690275+477.8391973662178j),(870.2130834804218+591.8603923342588j),(1063.5760999809218+719.6713541728859j),(1269.1807080190576+857.1608125566974j),(1503.5781812747482+1009.2741404060268j),(1757.5119258814157+1172.5386944534703j),(2029.1506476674706+1346.1763273709405j),(2326.2784349577983+1530.4966053242956j),(2633.78221965493+1726.5933169054995j),(2966.104194446445+1929.7925018061005j)
721552.2726,(303.53880401367167+208.4806420236165j),(418.50440828311844+286.6096953570577j),(549.838569211828+375.77726672902634j),(702.9167262515307+478.80431406120636j),(872.9224905165631+593.0474519500261j),(1066.9160902023211+721.0945266886683j),(1273.177747086751+858.8467847415412j),(1508.3623849629125+1011.2245661144591j),(1763.16109678576+1174.7633598121715j),(2035.7329738143103+1348.6859026069626j),(2333.9268070441394+1533.2728453546295j),(2642.4895295939277+1729.6870091735002j),(2976.026274900928+1933.1584288901356j)
727057.6173,(304.4689845131687+208.91066998197482j),(419.7913500393055+287.1964208291461j),(551.533616869731+376.54235237908836j),(705.094715785386+479.77061644129134j),(875.6380662458648+594.2358515066567j),(1070.264066191399+722.5190012651619j),(1277.1844932367117+860.5341648585336j),(1513.1588528200095+1013.1760716763935j),(1768.8254907817247+1176.988582553087j),(2042.3338090755797+1351.195355908773j),(2341.597983538487+1536.0476051576466j),(2651.22339891291+1732.7783647066747j),(2985.9800571847522+1936.5201087022651j)
732604.9671,(305.40109931427037+209.3413473427395j),(421.0810284796347+287.78397712513464j),(553.2323263709218+377.30846859317575j),(707.2775592590044+480.7381012328638j),(878.3598390647915+595.4255851742913j),(1073.6200682084914+723.9447661018984j),(1281.2009967063127+862.2229368247146j),(1517.967653813576+1015.1286295483121j),(1774.5051994017706+1179.2143200670407j),(2048.953270564285+1353.7046265348517j),(2349.2921178472784+1538.8207944158735j),(2659.984010178846+1735.867270946289j),(2995.9657681432777+1939.8773887527075j)
738194.6423,(306.335155613287+209.77267439148298j),(422.3734544011486+288.37236386199095j),(554.9347127284167+378.0756141240421j),(709.4652780169532+481.70676506530316j),(881.0878375900227+596.6166469772302j),(1076.9841368539924+725.3718091497068j),(1285.2273081770215+863.9130842258733j),(1522.7888575767442+1017.0822116524946j),(1780.2003150507044+1181.440528969609j),(2055.591476490252+1356.2136526788697j),(2357.009364979937+1541.5923211898198j),(2668.7715479213075+1738.9536133002096j),(3005.983637128622+1943.2301137829786j)
743826.9661,(307.27116065334593+210.2046513932733j),(423.6686386733467+288.961580619433j),(556.6407910615252+378.8437876653222j),(711.6578935736386+482.6766044645981j),(883.8220906733563+597.8090307865124j),(1080.3563130831449+726.80011810231j),(1289.2634787638385+865.604590317517j),(1527.6225343198598+1019.0367894079259j),(1785.9109310069427+1183.667165091493j),(2062.2485462713325+1358.7223714096415j),(2364.7498813681195+1544.362091976527j),(2677.5861982922306+1742.0372752664366j),(3016.033895637295+1946.5781258920622j)
749502.2637,(308.20912172464244+210.6372785923222j),(424.9665922429529+289.551626937694j),(558.3505766015421+379.6129878486978j),(713.8554276092314+483.6476158539598j),(886.5626273947365+599.0027303212579j),(1083.7366381903787+728.2296803999006j),(1293.3095600244003+867.2974380177684j),(1532.4687549481198+1020.9923336760312j),(1791.6371414347009+1185.8941834647708j),(2068.9246003673497+1361.230718728994j),(2372.513825069623+1547.130011600639j),(2686.428149405434+1745.1181382584082j),(3026.116777375436+1949.921264471294j)
755220.863,(309.1490461641403+211.07055621193922j),(426.2673261315322+290.1425023180873j),(560.0640846874924+380.3832132450395j),(716.0579019675819+484.6197955537199j),(889.309477069535+600.1977391442106j),(1087.1251538332122+729.6604832170078j),(1297.3656039702682+868.991609899335j),(1537.3275909619958+1022.948814796121j),(1797.3790413493566+1188.1215383284382j),(2075.619760420599+1363.7386294988278j),(2380.301355560668+1549.8959832846883j),(2695.2975910950167+1748.1960816851401j),(3036.2325184864753+1953.2593660639213j)
760983.0944,(310.0909413560182+211.50448445411502j),(427.57085143680894+290.7342062220945j),(561.7813307691723+381.15446236256616j),(718.2653386619921+485.59313977796984j),(892.06266924615+601.3940506612245j),(1090.521902019771+731.0925134648626j),(1301.431663060416+870.6870881884948j),(1542.199114544941+1024.9062025431367j),(1803.1367266709362+1190.3491830966707j),(2082.3341492395434+1366.2460374342438j),(2388.1126339504335+1552.6599085340067j),(2704.19471511174+1751.2709828381467j),(3046.381357273612+1956.5922644527311j)
766789.2909,(311.03481473193096+211.93906349922636j),(428.8771793324046+291.3267380711039j),(563.5023304065787+381.9267336465172j),(720.4777598748258+486.5676446337448j),(894.8222337053433+602.591658120049j),(1093.9269251069709+732.5257577895186j),(1305.507790209488+872.3838547583507j),(1547.0833985147492+1026.8644661419817j),(1808.9102942354634+1192.5770703444346j),(2089.0678908168975+1368.752875082504j),(2395.9478228249573+1555.4216871840954j),(2713.1197150105686+1754.3427169135136j),(3056.563534459333+1959.91979050361j)
772639.7879,(311.98067377088375+212.37429350587732j),(430.1863210691106+291.920097245511j),(565.2270992713176+382.70002547796946j),(722.6951879568327+487.54330612027275j),(897.5882004685116+603.7905546053391j),(1097.3402658238056+733.9602025595439j),(1309.5940387797075+874.0818911284877j),(1551.9805163515148+1028.8235742497882j),(1814.6998417463851+1194.8051518189793j),(2095.821110294022+1371.2590738241774j),(2403.8070864235706+1558.1812173011326j),(2722.0727862955937+1757.4111569199688j),(3066.7792930299133+1963.2417721969591j)
778534.9234,(312.9285259992346+212.81017461065065j),(431.49828797366933+292.5142830848158j),(566.955653146203+383.4743361733887j),(724.9176454260745+488.5201201283104j),(900.3605997955204+604.9907330380736j),(1100.7619672602293+735.3958338678514j),(1313.6904626068917+875.7811784504747j),(1556.8905422190455+1030.7834949406508j),(1820.5054678325614+1197.033378405356j),(2102.593934017448+1373.7645638347194j),(2411.6905905337594+1560.9383952056696j),(2731.054126274692+1760.4761737156064j),(3077.028878391413+1966.558034515793j)
784475.0379,(313.8783789909596+213.24670692782894j),(432.8130914514662+293.10929488615113j),(568.6880079261515+384.24966398367184j),(727.1451549790816+489.4980824346923j),(903.1394621863992+606.1921861731579j),(1104.1920728725622+736.832637526664j),(1317.7971159824242+877.4816975116771j),(1561.8135509179215+1032.7441957192887j),(1826.327272055008+1199.261700113546j),(2109.3864895394872+1376.2692740696634j),(2419.5985025229083+1563.6931154369795j),(2740.0639342827967+1763.5376358784322j),(3087.312538333148+1969.86839942128j)
790460.4747,(314.8302403680934+213.68389054898006j),(434.13074298295464+293.7051319053319j),(570.4241796183817+385.0260070934238j),(729.3777394778241+490.4771887064634j),(905.9248183778425+607.3949065993747j),(1107.6306264734978+738.2705990688653j),(1321.9140536760922+879.1834287220161j),(1566.7496179533218+1034.7056434860497j),(1832.1653548803833+1201.490066080002j),(2116.1989055933354+1378.7731322608536j),(2427.530991414878+1566.4452706947116j),(2749.1024114588604+1766.5954097776826j),(3097.630522948599+1973.1726858476814j)
796491.5795,(315.7841178005181+214.1217255428169j),(435.4512541289469+294.3017933543131j),(572.1641843451821+385.8033636192291j),(731.6154219630599+491.45743449440135j),(908.7166993553669+608.5988867326854j),(1111.0776722585633+739.7097037340507j),(1326.0413309092748+880.886352121187j),(1571.6988194990158+1036.6678045455503j),(1838.0198177182233+1203.718424541381j),(2123.0313121619924+1381.276064871417j),(2435.488227804946+1569.1947518545555j),(2758.169760919367+1769.649359465815j),(3107.9830848742954+1976.4707095486035j)
