f,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16
116418.1249,(125.40966715058562+121.74883879788882j),(172.73656256269538+167.62466642605648j),(226.78037774029565+220.00594273805018j),(289.49087121599223+280.74798105747414j),(359.0877901415523+348.15059320453827j),(437.7715344734163+424.2598052169729j),(521.9574054518987+505.75169928265944j),(616.4553211794653+597.0427317822823j),(718.3547627135172+695.4245250853548j),(827.0511537546604+800.3299824802433j),(944.1830499744808+913.1631327015028j),(1067.125444349228+1031.7972006802634j),(1197.2485891522513+1157.0358417719867j)
117306.3792,(125.98833138333995+122.05447184853742j),(173.53378700581652+168.04514980195427j),(227.827204989013+220.5575396651165j),(290.82763140190434+281.45148501325866j),(360.74637409144816+349.02262309979375j),(439.7947552732014+425.3218253339064j),(524.3701861476468+507.0173294908658j),(619.3070019894865+598.53587483042j),(721.6802500109245+697.1626609563205j),(830.8823968732843+802.3292316741888j),(948.5612810299382+915.4425593444647j),(1072.0758368185157+1034.3718278573806j),(1202.8076453455121+1159.9211015778098j)
118201.4107,(126.5683241656608+122.36046872787423j),(174.33284487627648+168.46613001100337j),(228.87644263922172+221.1097849507309j),(292.1674772428917+282.15581043513794j),(362.408794098152+349.89566593292676j),(441.8226756035852+426.3850682465635j),(526.7885793032272+508.28441137574606j),(622.1653508503834+600.0307134102115j),(725.0135537026393+698.9027509884593j),(834.7226878927877+804.3307080674078j),(952.9499247791217+917.7244917904808j),(1077.038037159532+1036.9492681335807j),(1208.380044735343+1162.8094757924882j)
119103.2713,(127.14964456047527+122.66683051391941j),(175.13373493163573+168.88760849313934j),(229.92808910402573+221.66268044389653j),(293.51040683501424+282.8609596056874j),(364.07504791701933+350.7697244592878j),(443.85529304879697+427.449537140503j),(529.2125821623634+509.55294865519545j),(625.0303650438855+601.5272516270248j),(728.3546712464672+700.6447996346362j),(838.5720245725922+806.3344164360822j),(957.3489797800539+920.0089349069049j),(1082.0120443223818+1039.5295267183674j),(1213.965787524723+1165.7009695847323j)
120012.0129,(127.73229164513684+122.97355829123423j),(175.93645595031444+169.30958669679995j),(230.9821428273885+222.2162280042046j),(294.85641830992+283.5669348202364j),(365.74513335047845+351.6448014490163j),(445.89260524307247+428.5152352174289j),(531.6421920394366+510.82294506467815j),(627.9020419662907+603.0254936020995j),(731.7036002610337+702.3888113610778j),(842.4304048407025+808.3403615671459j),(961.7584448013074+922.2958935647177j),(1086.9978574700922+1042.1126088222425j),(1219.5648740200795+1168.5955881203274j)
120927.688,(128.3162645128993+123.2806531508755j),(176.74100673200473+169.73206607891169j),(232.0386022815491+222.77042950187536j),(296.2055098421893+284.2737383865027j),(367.4190482554178+352.5208996866646j),(447.93460990160844+429.58216569358035j),(534.0774063237327+512.0944043570712j),(630.7803790778574+604.5254434741705j),(735.0603384189053+704.1347906503177j),(846.2978266742039+810.3485482628346j),(966.1783187995557+924.5853726387527j),(1091.995475943038+1044.6985196570458j),(1225.1773048487923+1171.4933365524637j)
121850.3497,(128.9015622722143+123.58811619036945j),(177.5473860991398+170.15504810471938j),(233.09746596699708+223.32528681774858j),(297.55767964114284+284.9813726247948j),(369.09679053001224+353.3980219713703j),(449.98130478478373+430.6503318010488j),(536.5182224985988+513.367330301419j),(633.6653739518181+606.0271053973456j),(738.4248835927993+705.8827419955451j),(850.1742883474628+812.3589813293898j),(970.6086009081009+926.8773770069505j),(1097.0048993138614+1047.2872644334195j),(1230.8030810394898+1174.3942200164395j)
122780.0511,(129.48818404691997+123.89594851363641j),(178.3555928961646+170.57853424779796j),(234.15873241568312+223.8808018429385j),(298.9129259591384+285.68983986747605j),(370.77835813395336+354.2761711161359j),(452.0326877320549+431.7197367862715j),(538.9646381048356+514.6417266843241j),(636.5570242845957+607.5304835400111j),(741.7972337188957+707.6326699052986j),(854.0597881774961+814.3716655873942j),(975.0492904927611+929.1719115468234j),(1102.0261274906045+1049.878848353905j),(1236.4422035889618+1177.2982436472835j)
123716.8461,(130.07612897788016+124.20415123092818j),(179.1656259900935+171.00252598993734j),(235.22240018836334+224.436976478995j),(300.2712470865432+286.39914245916043j),(372.46374906882767+355.15534994832353j),(454.08875665090335+432.7903839100864j),(541.4166507886944+515.9175973075617j),(639.455327847077+609.035582086601j),(745.1773868867939+709.3845788993433j),(857.9543246968126+816.3866058636024j),(979.5003870554908+931.4689811396729j),(1107.0591603924247+1052.4732766275101j),(1242.094674032518+1180.2054125536542j)
124660.7886,(130.66539622143628+124.51272545882048j),(179.97748427131614+171.42702482107518j),(236.28846787866007+224.99381263751778j),(301.63264135629754+287.1092827563497j),(374.15296139482825+356.0355613087713j),(456.14950950829063+433.86227644797094j),(543.8742582527544+517.1949459899402j),(642.3602825379704+610.5424052350152j),(748.565341315235+711.1384735092078j),(861.8578965848691+818.4038069929081j),(983.9618902550662+933.7685906686468j),(1112.1039983591286+1055.0705544496782j),(1247.7604940242863+1183.115731835385j)
125611.9333,(131.25598495080453+124.82167232014308j),(180.7911666532208+171.85203223923517j),(237.3569341100609+225.55131224033246j),(302.9971071395869+287.8202631275097j),(375.8459932204721+356.91680805220415j),(458.21494434568956+434.9354176891202j),(546.3374583079682+518.4737765646653j),(645.2718863399118+612.0509571979412j),(751.9610953869858+712.8943582757901j),(865.7705026563414+820.4232738191396j),(988.4338000943394+936.0707450081686j),(1117.1606418172864+1057.6706870168664j),(1253.439665647701+1186.029206566461j)
126570.3351,(131.847894355747+125.13099294391311j),(181.6066720734796+172.27754975041398j),(238.42779753771742+226.10947721919712j),(304.36464285620895+288.5320859524678j),(377.54284271456925+357.7990930463881j),(460.28505927475726+436.0098109364325j),(548.8062488423265+519.7540928804638j),(648.1901373585355+613.5612422009915j),(755.3646475591596+714.6522377533854j),(869.6921419136605+822.4450111910653j),(992.916116599482+938.3754490398416j),(1122.2290916137372+1060.2736795086403j),(1259.1321911116606+1188.945841810134j)
127536.0494,(132.44112364287943+125.44068846533874j),(182.4239994932043+172.70357886856806j),(239.50105684968088+226.6683095157952j),(305.7352469637555+289.24475362281305j),(379.2435080900378+358.682419172868j),(462.3598524771344+437.08545950625705j),(551.2806278210006+521.0358988014367j),(651.1150338064326+615.0732644827431j),(758.775996464306+716.4121165041934j),(873.6228135239849+824.4690239631118j),(997.4088402126895+940.6827076304896j),(1127.3093485936663+1062.8795371091448j),(1264.8380729210992+1191.8656426087318j)
128509.1319,(133.03567203650553+125.75076002568122j),(183.2431478977781+173.13012111550728j),(240.57671076680364+227.22781108152793j),(307.10891796036447+289.95826854167024j),(380.9479876318301+359.56678932532054j),(464.4393222007451+438.1623667284176j),(553.7605933046016+522.319198205749j),(654.0465740067855+616.5870282942974j),(762.1951408496652+718.1739991007264j),(877.5625168531051+826.4953169926578j),(1001.911971386255+942.9925256535387j),(1132.4014140729173+1065.488264980123j),(1270.557314079956+1194.7886139696816j)
129489.6389,(133.63153877804893+126.06120877229102j),(184.0641162979855+173.5571780207896j),(241.65475804124586+227.78798387760293j),(308.4856543958449+290.6726331229399j),(382.6562796621786+360.4522064112284j),(466.5234667749699+439.2405359451212j),(556.246143436736+523.6039949860719j),(656.9847563830358+618.1025378995942j),(765.6220796471824+719.9378901215916j),(881.5112513321906+828.5238951473384j),(1006.4255108925813+945.3049079707854j),(1137.5052894504788+1068.0998682814602j),(1276.2899175487169+1197.7147608967161j)
130477.6271,(134.22872312628027+126.37203585853595j),(184.88690372963217+173.98475112164294j),(242.73519746176117+228.34882987462532j),(309.86545485985175+291.38784979189836j),(384.3683825723022+361.33867335000576j),(468.61228460203483+440.3199705112313j),(558.7372764668469+524.8902930478957j),(659.9295794846821+619.6197975733346j),(769.0568118603333+721.7037941573343j),(885.4690166660744+830.5547632920309j),(1010.9494596805132+947.619859439653j),(1142.6209764469759+1070.7143521568971j),(1282.0358868832063+1200.6440883498353j)
131473.1535,(134.82722435865074+126.68324244367996j),(185.71150925253937+174.41284196302786j),(243.8180278473941+228.91035105284988j),(311.24831798648023+292.10392098475785j),(386.08429480728233+362.2261930737261j),(470.70577414665+441.40067379462494j),(561.2339907161512+526.1780963112408j),(662.8810419903589+621.1388116003832j),(772.4993367008863+723.4717158018832j),(889.4358127320668+832.5879262939723j),(1015.4838189210799+949.9373849096298j),(1147.74847700769+1073.331721737963j),(1287.7952257973502+1203.5766012707327j)
132476.2756,(135.42704177008062+126.99482969293976j),(186.53793195335243+174.8414520973494j),(244.90324805449927+229.47254940174832j),(312.63424245825854+292.82084914830756j),(387.8040148720261+363.1147685265154j),(472.8039339672435+442.48264917410467j),(563.7362846019995+527.4674087090709j),(665.8391426601045+622.6595842784568j),(775.9496534961033+725.2416596575495j),(893.411639527394+834.6233890252822j),(1020.0285899786411+952.2574892232991j),(1152.8877933616313+1075.9519821395609j),(1293.5679382599756+1206.5123045759588j)
133487.0513,(136.02817467405066+127.30679877735815j),(187.36617094515356+175.27058308448392j),(245.99085697305435+230.03542692008665j),(314.0232270000286+293.53863674022693j),(389.5275413256621+364.0044026648333j),(474.9067626814689+443.5659000413207j),(566.2441566460025+528.7582341863279j),(668.8038803973868+624.1821199138122j),(779.4077617014079+727.0136303339641j),(897.3964972287206+836.6611563592313j),(1024.5837745162664+954.5801772080641j),(1158.0389279938895+1078.5751384603602j),(1299.354028747231+1209.4512031376858j)
134505.5392,(136.6306224029193+127.61915087376607j),(188.19622536629643+175.70023649171776j),(247.08085352878254+230.59898561574036j),(315.4152703870639+294.25728622841154j),(391.2548727937502+364.8950984564925j),(477.0142590026281+444.65042979816087j),(568.7576054454285+530.0505767015065j),(671.7752542240107+625.7064228222214j),(782.8736609456681+728.7876324444816j),(901.3903862663465+838.7012331638791j),(1029.1493743028564+956.9054536888408j),(1163.2018835976635+1081.2011957854252j),(1305.1535018700915+1212.3933018085697j)
135531.798,(137.23438430735473+127.93188716475693j),(189.02809438208+176.13041389365586j),(248.17323668176266+231.16322750568654j),(316.81037144051913+294.9768000911371j),(392.9860079573373+365.78685888119503j),(479.12642170419315+445.73624185881283j),(571.2766297089437+531.3444402240874j),(674.7532632546831+627.2324973306277j),(786.3473510234287+730.5636706058137j),(905.3933071826158+840.7436243111553j),(1033.725391426031+959.2333234721007j),(1168.3766631771289+1083.8301591776174j),(1310.9663625746539+1215.3386054060902j)
136565.887,(137.83945975743416+128.2450088386045j),(189.86177718474448+176.56111687212174j),(249.26800542838805+231.7281546158306j),(318.20852902804813+295.6971808169537j),(394.72094555887435+366.67968693004946j),(481.2432496493423+446.8233396477618j),(573.8012282404684+532.6398287351992j),(677.7379067724305+628.7603477712123j),(789.8288318532705+732.341749440801j),(909.4052607353292+842.7883346689973j),(1038.311828199262+961.5637913511207j),(1173.563270006845+1086.462033679363j),(1316.792616138778+1218.2871187115416j)
137607.866,(138.4458481423976+128.55851708921728j),(190.69727299421447+176.99234701606684j),(250.36515880430986+232.29376898067954j),(319.6097420697748+296.41843090407417j),(396.45968440773163+367.5735856049106j),(483.364741785185+447.9117265996468j),(576.3313999239729+533.9367462285318j),(680.729184138104+630.2899784876666j),(793.3181034979008+734.121873576296j),(913.4262478598228+844.8353691033805j),(1042.9086870726533+963.8968621122281j),(1178.7617075962169+1089.0968243140362j),(1322.6322682091795+1221.2388464653861j)
138657.7951,(139.05354887070482+128.87241311611785j),(191.53458105735635+177.42410592152788j),(251.4646958782077+232.86007264367817j),(321.01400952817147+297.140552861059j),(398.2022233721269+368.4685579188635j),(485.4908971278344+449.00140616032166j),(578.8671437725993+535.2351967064012j),(683.7270948754483+631.8213938284327j),(796.8151662045525+735.9040476397388j),(917.4562696814638+846.8847324768685j),(1047.5159708964911+966.2325405135012j),(1183.9719798078672+1091.7345360758766j),(1328.485324768829+1224.193793368645j)
