f,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16
312719.1661128126,(223.79654745451458+173.3579729306777j),(304.6867982381892+235.90710416419088j),(398.08833114570666+308.05777926262226j),(504.04188875205386+389.8006159292743j),(622.5997451945741+481.11914622673004j),(753.8271743354369+581.9958676041208j),(897.8039206605919+692.4092397205078j),(1054.625687207895+812.3331799019209j),(1224.4056417310633+941.7365119118735j),(1407.2759434473076+1080.5823590764746j),(1603.3892943098758+1228.8274715487162j),(1812.9205176132787+1386.421476855852j),(2036.0681669416347+1553.3060416724547j)
315105.1703972319,(224.59000521724636+173.734280761292j),(305.7677848481702+236.4186829285413j),(399.50197446155397+308.72508036694353j),(505.8338626868069+390.6438977654341j),(624.8164244516197+482.15838422951566j),(756.5158090291663+583.2507049979417j),(901.0128308873803+693.898909262924j),(1058.404477955472+814.0764150192778j),(1228.8054382746832+943.751446102541j),(1412.3496478552267+1082.8864121104248j),(1609.1918634528804+1231.4372207974388j),(1819.5092629420576+1389.3525118426994j),(2043.5030767134165+1556.572799497802j)
317509.3795666155,(225.3849347770506+174.1110983905118j),(306.85078757114843+236.93094776759813j),(400.91827338010734+309.39326540301676j),(507.6292338835698+391.48827975487393j),(627.0373537735825+483.1989525398963j),(759.2096689642511+584.5071113536355j),(904.2280776478528+695.3903881615877j),(1062.1908691166325+815.8216933498426j),(1233.2142712887457+945.7686407680108j),(1417.4340198689185+1085.192914200898j),(1615.006952756611+1234.0495646275956j),(1826.1126326479286+1392.2862268025629j),(2050.9550015801005+1559.8422422527838j)
319931.9325217355,(226.1813387178775+174.48842691119313j),(307.93581008523864+237.4439000672325j),(402.33723298094446+310.0623360159046j),(509.4280092166495+392.3337637198621j),(629.2625423435427+484.2408530076897j),(761.90876629841+585.7650883137173j),(907.4496768703385+696.8836775245312j),(1065.984881466771+817.5690149914909j),(1237.6321675921392+947.7880943953535j),(1422.529093787265+1087.501861443708j),(1620.8346059538176+1236.6644956775042j),(1832.73068241267+1395.2226095177218j),(2058.424011567521+1563.114351272061j)
322372.96922315727,(226.97921966043276+174.86626741090066j),(309.0228561174648+237.95754120572138j),(403.75885841111335+310.7322938384263j),(511.2301956614785+393.18035146077887j),(631.4919994742695+485.28408745123204j),(764.6131133195477+587.0246374848575j),(910.6776446824464+698.3787783974623j),(1069.786535945823+819.3183799768763j),(1242.0591542444577+949.8098053685032j),(1427.6349044174615+1089.813249732615j),(1626.674867470937+1239.2820062962214j),(1839.363468471209+1398.1616474666012j),(2065.9101775668805+1566.3891074297333j)
324832.6306993263,(227.77858026126154+175.24462097210204j),(310.1119294475281+238.4718725525009j),(405.1831548916589+311.40314048909477j),(513.0358002743636+394.02804476136157j),(633.7257346116041+486.32865765583045j),(767.322722501846+588.285760421667j),(913.9119974044985+699.875691765106j),(1073.5958537592596+821.0697882459892j),(1246.4952587397997+951.8337719138475j),(1432.7514870980422+1092.1270747506906j),(1632.527782370325+1241.9020885549228j),(1846.0110479598427+1401.1033277247946j),(2073.4135715730376+1569.6664910689829j)
327311.0590547159,(228.57942321527324+175.62348867139994j),(311.20303390586685+238.98689546862792j),(406.61012771458866+312.0748775729205j),(514.8448302344088+394.87684537699715j),(635.963757295913+487.3745653837985j),(770.0376064657119+589.5484586374258j),(917.1527515686015+701.3744185448979j),(1077.4128564879634+822.8232396148885j),(1250.9405089037932+953.8599921267428j),(1437.8788775328067+1094.4433320131614j),(1638.3933962459537+1244.5247342729915j),(1852.6734785872775+1404.0476370510605j),(2080.9342662234594+1572.94648212471j)
329808.3974780367,(229.3817512521802+176.0028715803637j),(312.29617337847304+239.50261130521284j),(408.03978223965805+312.74750668177927j),(516.6572927867301+395.7267550496258j),(638.2060772245245+488.421812357249j),(772.7577780186238+590.8127335923795j),(920.3999239813808+702.8749595694553j),(1081.2375659543202+824.5787338103646j),(1255.394932895042+955.8884639696994j),(1443.0171118419994+1096.762016851586j),(1644.271755175081+1247.1499350287345j),(1859.350818859221+1406.994561822072j),(2088.472335245679+1576.229059992133j)
332324.79025050957,(230.18556713944673+176.38277076464084j),(313.3913517974754+240.0190214059145j),(409.47212390098696+313.42102939267136j),(518.4731952904557+396.5777754948151j),(640.452704211169+489.4704002686253j),(775.4832501273468+592.0785867003372j),(923.6535315972662+704.377315619874j),(1085.0700042154062+826.3362704714461j),(1259.8585593215967+957.9191852385103j),(1448.166226772163+1099.0831243540551j),(1650.1629059310608+1249.7776820971117j),(1866.0431280618413+1409.9440880316154j),(2096.0278532079133+1579.514203593185j)
334860.3827542015,(230.99087368105182+176.76318728417033j),(314.4885731533577+240.53612710344913j),(410.9071582077971+314.0954472671672j),(520.2925451948827+397.429908407606j),(642.7036482050291+490.5203307749921j),(778.214035915491+593.346019329076j),(926.9135916271345+705.8814873957236j),(1088.9101936893417+828.0958491132055j),(1264.3314170221822+959.9521536211364j),(1453.3262593550298+1101.4066494567026j),(1656.066895907506+1252.4079664670296j),(1872.7504661638595+1412.8962013143619j),(2103.6008954497793+1582.8018913882463j)
337415.32148042455,(231.79767371789413+177.14412219303955j),(315.58784148323855+241.05392972264127j),(412.3448907328679+314.77076185434044j),(522.1153500467383+398.28315546029603j),(644.9589192714708+491.5716055029003j),(780.950148687731+594.6150327931028j),(930.1801215066665+707.3874755221653j),(1092.7581570060674+829.8574691663796j),(1268.8135352872757+961.9873666349195j),(1458.497247153674+1103.732586874051j),(1661.9837730131196+1255.0407788692626j),(1879.4728937256587+1415.8508869681903j),(2111.1915387728027+1586.0921011746168j)
339989.7540381993,(232.6059701272652+177.52557653944103j),(316.6891608801338+241.57243057775182j),(413.7853271246091+315.4469746873515j),(523.9416174916985+399.13751830185237j),(647.2185276111626+492.62422604281005j),(783.6916019192186+595.8856283556852j),(933.4531388574685+708.895280560334j),(1096.613917101076+831.6211299511015j),(1273.3049437542168+964.0248216541083j),(1463.679228273612+1106.060931092281j),(1667.913585652494+1257.6761097771362j),(1886.2104726024193+1418.8081297481747j),(2118.7998604770555+1589.3848103556602j)
342583.82916278293,(233.41576582428408+177.90755136523646j),(317.79253548952704+242.09163097322556j),(415.2284731077287+316.1240872828507j),(525.7713552729308+399.9929985578068j),(649.4824835581119+493.6781939491889j),(786.4384092654732+597.1578072256702j),(936.7326615711049+710.4049029831668j),(1100.4774972237765+833.38683067272j),(1277.8056724893563+966.0645158847259j),(1468.8722412834563+1108.3916763896627j),(1673.8563831170807+1260.3139492938508j),(1892.9632647189997+1421.7679142131612j),(2126.4259388701585+1592.6799957888124j)
345197.6967242623,(234.22706376116082+178.29004770601145j),(318.89796950665146+242.61153220424495j),(416.67433447307315+316.80210114380344j),(527.6045712279844+400.8495978308314j),(651.7507975730196+494.7335107414635j),(789.1905845068532+598.4315705723217j),(940.0187077139162+711.9163432007244j),(1104.3489208958558+835.1545704322364j),(1282.3157518083326+968.1064464140411j),(1474.076325027118+1110.7248168880128j),(1679.812215038936+1262.9542873041569j),(1899.7313332437343+1424.7302243858426j),(2134.0698531835806+1595.9776338063252j)
347831.5077362123,(235.03986692638375+178.67306659123315j),(320.00546718376853+243.13213555474564j),(418.12291708980456+317.4810177556529j),(529.4412732958103+401.7073176986475j),(654.0234802461177+495.7901779036373j),(791.9481416569226+599.7069194943456j),(943.3112956386842+713.4296015283014j),(1108.2282119335305+836.9243482188037j),(1286.8352125222546+970.150610138703j),(1479.2915191566146+1113.0603463979044j),(1685.781131892992+1265.5971133266548j),(1906.5147420102287+1427.69504391089j),(2141.731684083813+1599.2777000542847j)
350485.4143644207,(235.85417834586025+179.05660904381506j),(321.11503282195065+243.65344229931367j),(419.5742268960745+318.1608385888923j),(531.2814695120738+402.56615971476157j),(656.3005422909213+496.84819688466155j),(794.7110948646741+600.9838550466075j),(946.6104438416877+714.9446782256758j),(1112.1153944449961+838.6961629096483j),(1291.364085761206+972.1970038135456j),(1484.5178635885654+1115.3982585717054j),(1691.7631844729417+1268.2424166618835j),(1913.3135554623204+1430.6623560709306j),(2149.411512631511+1602.5801697951983j)
353159.5699356795,(236.67000108418364+179.4406760796496j),(322.22667077690926+244.17545370156526j),(421.0282699041971+318.84156509719935j),(533.1251680140099+403.42612540701043j),(658.5819945732903+497.90756909056273j),(797.479458469676+602.262378224114j),(949.9161711188335+716.461573451965j),(1116.010492856791+840.4700132604119j),(1295.902403071126+974.2456240219074j),(1489.755398693797+1117.7385468471498j),(1697.758424540103+1270.8901862023586j),(1920.1278391615795+1433.6321436309167j),(2157.1094210769133+1605.8850176682495j)
355854.1289466428,(237.4873382407515+179.8252687085531j),(323.34038545734325+244.69817101436286j),(422.48505219995894+319.5231987175151j),(534.9723770312169+404.2872162795919j),(660.8678480757296+498.96829589340507j),(800.2532469639227+603.5424899720753j),(953.2284964669041+717.9802872928806j),(1119.9135318228784+842.2458979304688j),(1300.4501963005096+976.2964672065912j),(1495.0041655692546+1120.0812043661601j),(1703.7669041849651+1273.5404106125611j),(1926.9576591217378+1436.6043890296244j),(2164.8254928984315+1609.192217667965j)
358569.24707275303,(238.30619295464683+180.21038793287892j),(324.4561813265163+245.22159547924485j),(423.9445799403851+320.20574087047316j),(536.8231049018731+405.1494338082848j),(663.1581139210552+500.03037862457256j),(803.0324750405814+604.8241911712727j),(956.5474391253435+719.5008197475867j),(1123.8245363846693+844.0238154360313j),(1305.007497802188+978.3495296095175j),(1500.264205529178+1122.42622411984j),(1709.7886763559177+1276.1930781723188j),(1933.8030822724668+1439.5790742386207j),(2172.5598122125098+1612.5017433161286j)
361305.0811772348,(239.12656840143111+180.59603474821608j),(325.5740628987778+245.74572832721702j),(425.4068593627157+320.8891929575055j),(538.6773600533131+406.0127794456658j),(665.4528033498166+501.0938185804906j),(805.8171575445389+606.1074826517299j),(959.8730185079291+721.0231707478931j),(1127.743531807605+845.8037641950393j),(1309.5743402040534+980.4048073365165j),(1505.5355605440886+1124.7735988175762j),(1715.823794467744+1278.8481768882934j),(1940.6641765226143+1442.5561807369377j),(2180.312464351039+1615.8135674808427j)
364061.78932015796,(239.94846779385955+180.9822101431161j),(326.69403474178216+246.27057077799725j),(426.8718967684939+321.5735563652653j),(540.5351510236919+406.87725461448366j),(667.7519277547337+502.15861701250367j),(808.6073095186318+607.3923651785738j),(963.2052543412755+722.5473401169224j),(1131.6705437244523+847.5857424850383j),(1314.1507566034743+982.4622962991155j),(1510.8182731116954+1127.1233209233164j),(1721.8723126327432+1281.5056944212301j),(1947.5410103943318+1445.5356896170324j),(2188.0835357133747+1619.1276624151456j)
366839.53076756856,(240.77189438298458+181.36891509868718j),(327.81610147856594+246.79612403924426j),(428.33969854158954+322.25883246002064j),(542.3964864492639+407.7428607109945j),(670.055498659838+503.2247751320814j),(811.4029461814384+608.6788394578346j),(966.5441665303716+724.0733276073007j),(1135.6055980592541+849.3697484633444j),(1318.7367804487776+984.521992246808j),(1516.1123861031542+1129.475382696974j),(1727.9342856657731+1284.1656180823552j),(1954.4336531998697+1448.5175815253083j),(2195.8731136966585+1622.443999770111j)
369638.4660006909,(241.59685145705635+181.75615058875485j),(328.94026778550534+247.32238930696585j),(429.8102711344005+322.9450225916525j),(544.2613750540797+408.60959910756645j),(672.3635277089315+504.29229411389827j),(814.2040829115906+609.9669061401808j),(969.8897752364223+725.6011328773617j),(1139.5487209487246+851.1557801892457j),(1323.3324456651314+986.5838907283111j),(1521.4179430376407+1131.8297761112453j),(1734.0097690015996+1286.8279348526075j),(1961.3421752955112+1451.5018365828143j),(2203.6812865520105+1625.7625506317445j)
372458.75672519876,(242.42334234236424+182.1439175795473j),(330.0665383911463+247.84936776567073j),(431.2836210778789+323.6321280902838j),(546.1298256822191+409.4774711430978j),(674.676026697319+505.36117508605724j),(817.0107352899897+611.256565808136j),(973.2421008642626+727.1307554937692j),(1143.4999389771094+852.9438355534608j),(1327.9377863944587+988.6479871665334j),(1526.7349878849564+1134.1864929075277j),(1740.0988187605058+1289.4926313599385j),(1968.2666478021142+1454.4884344604952j),(2211.5081438960597+1629.0832853601264j)
375300.5658805584,(243.25137040250027+182.53221702972374j),(331.19491807939863+248.37706058729106j),(432.759754975192+324.32015026806613j),(548.0018472653401+410.34647813197074j),(676.9930075549146+506.4314191344048j),(819.8229190516752+612.547818989382j),(976.6011640261183+728.6621949418277j),(1147.4592789558528+854.7339123415964j),(1332.5528373899522+990.7142767399259j),(1532.0635651553816+1136.545524565654j),(1746.2014915239765+1292.159693943745j),(1975.207142367747+1457.47735445025j),(2219.353776226428+1632.4061737258012j)
378164.0576494413,(244.08093903929154+182.92104989008809j),(332.3254116868204+248.90546893184833j),(434.23867950231926+325.00909041850525j),(549.8774488444483+411.21662135740024j),(679.3144823270045+507.5030273079389j),(822.6406501382623+613.8406661404201j),(979.9669855863575+730.1954506102035j),(1151.4267679790028+856.5260082164725j),(1337.1776336892026+992.7827544771635j),(1537.403719751374+1138.9068623474277j),(1752.317844885091+1294.8291084838145j),(1982.163731850884+1460.4685752504813j),(2227.2182749915155+1635.7311848863305j)
381049.3974672106,(244.91205169159394+183.31041710374495j),(333.45802410521503+249.43459394645478j),(435.7204014155809+325.69894981432094j),(551.756639556599+412.0879020749677j),(681.6404632351298+508.5760006001177j),(825.463944657565+615.1351076580574j),(983.3395866735952+731.7305217871732j),(1155.4024335655508+858.3201206740139j),(1341.8122107396553+994.8534152178015j),(1542.755497292298+1141.2704971935143j),(1758.4479368096756+1297.500860589889j),(1989.1364899355988+1463.4620750751933j),(2235.1017330651985+1639.0582872278972j)
383956.7520314785,(245.7447118376259+183.7003196053386j),(334.59276027928524+249.9644367658143j),(437.2049275416192+326.3897297098779j),(553.6394286454249+412.96032150920587j),(683.9709625909563+509.6503399737422j),(828.2928189035372+616.4311438725201j),(986.7189886050473+733.2674076819297j),(1159.3863034658652+860.1162471000023j),(1346.4566044061062+996.9262536086336j),(1548.1189438133058+1143.6364198140748j),(1764.5918260611904+1300.1749354699814j),(1996.1254909769666+1466.4578317008832j),(2243.0042438011255+1642.3874486555792j)
386886.2893,(246.5789229925208+184.09075832162517j),(335.72962520983464+250.49499851116693j),(438.6922647840285+327.0814313390566j),(555.5258254538242+413.8338808552625j),(686.3059928837561+510.7260463349052j),(831.1272893557782+617.7287750472651j),(990.105212988561+734.8061073926119j),(1163.3784057371945+861.9143847459991j),(1351.1108510091042+999.0012640893068j),(1553.4941058954464+1146.004620644289j),(1770.7495720023378+1302.851317985945j),(2003.1308102613432+1469.4558223764661j),(2250.9259025359456+1645.7186361110366j)
389838.1786,(247.4146887100198+184.4817341709021j),(336.8686239508307+251.02628029094672j),(440.1824201260922+327.774055914221j),(557.4158394371676+414.70858127469324j),(688.6455667227926+511.8031205490223j),(833.9673726797992+619.0280013774777j),(993.4982816664785+736.3466199225603j),(1167.3787688020266+863.7145307096723j),(1355.77498727996+1001.0784409038858j),(1558.8810306944722+1148.3750898343312j),(1776.9212349942177+1305.529992525346j),(2010.1525242883936+1472.4560237324874j),(2258.866805051988+1649.051816051041j)
392812.5903158923,(248.2520125807201+184.87324806331492j),(338.0097616104673+251.55828320028206j),(441.6754006172804+328.46760462998867j),(559.309480140748+415.58442390184075j),(690.989696858275+512.881563434574j),(836.8130857300093+620.3288229890411j),(996.8982167012734+737.8889441833919j),(1171.3874213830454+865.516681953701j),(1360.449050283788+1003.1577781227021j),(1564.2797658862376+1150.7478172616588j),(1783.1068755328904+1308.2109432667362j),(2017.1907097630692+1475.458412088566j),(2266.827048212589+1652.3869542389982j)
395809.6964258819,(249.09089823500972+185.26530089998028j),(339.15304335097926+252.09100832088126j),(443.17121339222695+329.1620786571802j),(561.2067572161206+416.46140983851006j),(693.3383961793959+513.9613757627756j),(839.6644455168878+621.6312399472711j),(1000.3050404166563+739.4330789813864j),(1175.404392498408+867.3208353053885j),(1365.133077601507+1005.2392695838411j),(1569.690359654673+1153.122792532568j),(1789.306555386413+1310.8941538205968j),(2024.2454447229384+1478.4629630961192j),(2274.8067303697335+1655.7240156063951j)
398829.6700438281,(249.93134934042354+185.6578935735672j),(340.2984743919125+252.6244567198643j),(444.66986565606487+329.8574791470663j),(563.1076804241679+417.33954015273133j),(695.6916777175468+515.0425582562758j),(842.521469272984+622.9352522365127j),(1003.7187753655157+740.979023026584j),(1179.4297115500367+869.1269874279283j),(1369.8271071649058+1007.3229089424369j),(1575.112860716023+1155.5000049726325j),(1795.520336646393+1313.5796075214216j),(2031.316808221411+1481.4696518293108j),(2282.8059507470116+1659.062964441472j)
401872.6856456758,(250.77336960354052+186.0510269676323j),(341.44606000425324+253.15862945136422j),(446.17136469124154+330.5538072290222j),(565.0122596357305+418.2188158780459j),(698.0495546442377+516.1251115891773j),(845.3841744137967+624.2408597709166j),(1007.1394443976101+742.5267749103532j),(1183.4634082312386+870.9351348476755j),(1374.531177415916+1009.4086896184749j),(1580.5473184686075+1157.879443574228j),(1801.7482822454344+1316.2672872616063j),(2038.4048800174141+1484.4784528784392j),(2290.8248100896435+1662.4037641716163j)
404938.9190385972,(251.6169627679531+186.44470195711162j),(342.5958055158468+253.69352755468012j),(447.6757178598038+331.2510640095271j),(566.9205048034241+419.09923802179384j),(700.4120402686855+517.209036387213j),(848.2525785170649+625.5480624002016j),(1010.5670705551569+744.0763331367107j),(1187.5055125341014+872.7452739496316j),(1379.2453271176605+1011.4966048539667j),(1585.9937826622895+1160.2610970997857j),(1807.990455777111+1318.9571755436593j),(2045.5097405153483+1487.4893403652013j),(2298.86340952257+1665.7463777266487j)
408028.5473711493,(252.46213261656615+186.8389194074876j),(343.74771631012544+254.22915205445136j),(449.1829325978705+331.949250573665j),(568.832426010038+419.98080754997125j),(702.7791480438394+518.2943332253077j),(851.1266993831031+626.8568598901448j),(1014.0016771731197+745.6276960902663j),(1191.556054838802+874.557400948851j),(1383.9695954944334+1013.5866476665184j),(1591.4523038698048+1162.644953928161j),(1814.246921661361+1321.6492544227444j),(2052.631471570352+1490.5022876760288j),(2306.921852345524+1669.0907669434323j)
411141.7491,(253.3088829705974+187.2336801749882j),(344.9017978231637+254.76550396142653j),(450.6930164164919+332.64836798435795j),(570.7480334298431+420.8635253985899j),(705.1508915637387+519.3810026278725j),(854.0065549835357+628.1672519377818j),(1017.4432878123437+747.1808620555792j),(1195.6150658373272+876.3715119122323j),(1388.7040223156341+1015.6788108210633j),(1596.9229329081988+1165.0310022360673j),(1820.517744957987+1324.3435055622112j),(2059.77015554935+1493.5172677585656j),(2315.0002421005947+1672.4368931908346j)
414278.7042,(254.15721768891643+187.62898510661964j),(346.0580555469995+255.30258427122246j),(452.20597691000756+333.3484172798629j),(572.6673373478588+421.7473924673986j),(707.5272845787481+520.4690450635132j),(856.8921634843392+629.4792381633678j),(1020.8919263031578+748.7358292026104j),(1199.6825765362073+878.1876027557738j),(1393.448647677522+1017.7730868955947j),(1602.4057214518252+1167.4192297984932j),(1826.802991514283+1327.0399101808748j),(2066.925875996527+1496.5342529008517j),(2323.098684103109+1675.7847168572634j)
417439.5938283995,(255.0071406704015+188.02483503934943j),(347.216495030974+255.84039396375834j),(453.7218217411548+334.0493994778302j),(574.590348146124+422.6324096237719j),(709.9083409655417+521.5584609536947j),(859.7835432566956+630.7928181060933j),(1024.3476167191352+750.2925955938047j),(1203.7586183163385+880.0056692244563j),(1398.203512105757+1019.869468247223j),(1607.9007215419213+1169.8096241434023j),(1833.1027277697103+1329.7384491132657j),(2074.098717365793+1499.553214810735j),(2331.2172847663282+1679.134197564601j)
420624.60059258837,(255.85865585040563+188.4212308010772j),(348.37712187797376+256.37893400412514j),(455.2405586552526+334.7513155706919j),(576.517076327905+423.51857769469325j),(712.2940747383683+522.6492506687428j),(862.6807128296355+632.1079912380629j),(1027.8103834091612+751.8511591725545j),(1207.8432228239933+881.8257069252608j),(1402.9686565804227+1021.967947001898j),(1613.4079859862732+1172.202172418535j),(1839.4170210471707+1332.4391027085464j),(2081.2887648550745+1502.5741246640155j),(2339.356151304336+1682.4852942579414j)
423833.90852091665,(256.7117672050711+188.81817320912177j),(349.5399417461363+256.91820534194466j),(456.7621954793397+335.45416652562346j),(578.4475324915246+424.40589747453146j),(714.6845000795402+523.7414145176742j),(865.5836909622832+633.4247569410563j),(1031.2802509510502+753.4115177769047j),(1211.9364221550381+883.6477112661863j),(1407.7441226315639+1024.0685150203299j),(1618.9275678994768+1174.5968615380025j),(1845.7459395343412+1335.1418508321642j),(2088.4961049067824+1505.5969529331428j),(2347.5153928041445+1685.8379648392452j)
427067.7030279289,(257.5664787475282+189.21566307129817j),(350.7049603493329+257.45820891102477j),(458.2867401076092+336.1579532889379j),(580.3817273456224+425.2943697199278j),(717.0796313080166+524.8349527575872j),(868.4924965990272+634.7431145193685j),(1034.757244224565+754.9736691151452j),(1216.0382486499147+885.4716775206933j),(1412.529952116925+1026.1711639681491j),(1624.4595212873242+1176.9936779887826j),(1852.0895518078923+1337.8466730173805j),(2095.7208246032546+1508.621669581413j),(2355.6951191210874+1689.1921665252707j)
430326.1709428571,(258.42279452950714+189.61370118529854j),(351.87218345903284+257.99894562854735j),(459.81420052171063+336.86267677921154j),(582.3196717057882+426.1839951502898j),(719.4794828683175+525.9298655962004j),(871.4071488743125+636.0630631977423j),(1038.2413883117133+756.5376107960526j),(1220.148735016433+887.2976007859987j),(1417.3261873747376+1028.2758852635125j),(1630.0039005248746+1179.3926079964663j),(1858.4479275003755+1340.5535482412874j),(2102.9630123768266+1511.6482438180515j),(2363.895441305879+1692.5478556988776j)
433609.5005204149,(259.28071864213655+190.01228833828628j),(353.04161689804533+258.54041639682475j),(461.3445847769507+337.568337891517j),(584.2613764942166+427.074774447634j),(721.8840693805249+527.026153175894j),(874.3276671156541+637.3846021194722j),(1041.732708607196+758.1033402928713j),(1224.2679143720184+889.1254759684014j),(1422.132871235093+1030.3826700709346j),(1635.5607607215968+1181.793637402934j),(1864.82113680318+1343.2624550837531j),(2110.2227572975858+1514.6766443311103j),(2372.116471972483+1695.9049877707375j)
436917.8814516731,(260.14025521563786+190.41142530681702j),(354.21326654929175+259.0826221003812j),(462.87790100625926+338.27493749579435j),(586.2068527411236+427.96670825561813j),(724.2934055928692+528.1238155877636j),(877.2540708422291+638.7077303459062j),(1045.2312307443422+759.6708549651901j),(1228.39582011097+890.9552978236486j),(1426.9500469437173+1032.491509323845j),(1641.1301574457248+1184.1967517532655j),(1871.209251047182+1345.9733715286916j),(2117.5001496426403+1517.706839087135j),(2380.358324829633+1699.2635173311141j)
440251.50487501966,(261.0014084179693+190.8111128572473j),(355.38713834981246+259.62556360757947j),(464.41415742325756+338.9824764355505j),(588.1561115908808+428.85979717708256j),(726.7075064114654+529.2228528617297j),(880.1863798098494+640.0324468411812j),(1048.736980645204+761.240152042352j),(1232.532486010153+892.7870609212421j),(1431.7777582534736+1034.6023936916395j),(1646.71214694649+1186.6019362193824j),(1877.612341893528+1348.6862752295426j),(2124.7952805719287+1520.7387954363112j),(2388.621114745163+1702.6233981156831j)
443610.5633872021,(261.86418245649304+191.21135174492676j),(356.56323829332155+260.16924176962533j),(465.95336232025653+339.69095552834006j),(590.109164286757+429.7540417786596j),(729.1263868821641+530.3232649716437j),(883.1246139293055+641.3587504976344j),(1052.249984462916+762.8112286397474j),(1236.67794620679+894.6207596497211j),(1436.6160493354935+1036.7153136070328j),(1652.3067861484974+1189.009175597007j),(1884.0304820935908+1351.401143249671j),(2132.1082424291735+1523.7724799990547j),(2396.904958045458+1705.9845828954167j)
446995.2510544545,(262.7285815769932+191.6121427145062j),(357.74157242911957+260.71365742078126j),(467.49552406956235+340.4003755647882j),(592.0660221840509+430.6494425860517j),(731.5500621968299+531.4250518326876j),(886.0687933362517+642.6866401121341j),(1055.7702686548591+764.3840817345952j),(1240.8322351556112+896.4563882290829j),(1441.4649648303464+1038.830259245612j),(1657.9141324057673+1191.418454384133j),(1890.4637450228283+1354.117952213896j),(2139.4391282546117+1526.8078588285823j),(2405.209972328923+1709.3470235265086j)
450405.7634237099,(263.5946100651829+192.01348649917074j),(358.92214686125385+261.25881137830146j),(469.04065111598226+341.1107373109653j),(594.026696752502+431.5460000826974j),(733.9785477108121+532.5282132949641j),(889.0189383585356+644.0161143961421j),(1059.297859914737+765.9587081865013j),(1244.9953877017858+898.2939406845169j),(1446.324549916158+1040.9472205011807j),(1663.534243916381+1193.8297566395709j),(1896.912204980603+1356.8366782012954j),(2146.788032362544+1529.8448972033912j),(2413.5362761775427+1712.7106710450578j)
453842.2975338975,(264.4622722440607+192.41538382149622j),(360.10496775239324+261.8047044410663j),(470.5887519913606+341.82204150318773j),(595.9911995649725+432.4437147131697j),(736.4118589132794+533.6327491527672j),(891.975069516338+645.347171974247j),(1062.8327852218345+767.535104720037j),(1249.1674390151502+900.1334108667836j),(1451.1948501424047+1043.0661870384686j),(1669.1671792284046+1196.243066143683j),(1903.3759368402536+1359.5572968592232j),(2154.155050014675+1532.8835597331758j),(2421.8839899554023+1716.0754753730366j)
457305.0519273264,(265.331572476977+192.81783539222667j),(361.2900413211581+262.3513373901594j),(472.13983530564053+342.53428885070724j),(597.9595423118296+433.3425868778928j),(738.8500114544872+534.7386591345442j),(894.9372075704157+646.6798113679358j),(1066.3750718464273+769.1132679213906j),(1253.348424711481+901.9747924092195j),(1456.0759116770173+1045.1871482069384j),(1674.8129977834901+1198.6583662121152j),(1909.8550166657642+1362.2797831868j),(2161.540277708588+1535.9238102492482j),(2430.2532350689835+1719.4413855698056j)
460794.2266611562,(266.20251516576104+193.22084191075243j),(362.477373841429+262.8987109890076j),(473.6939097422571+343.2474800368879j),(599.9317367842029+434.24261693829595j),(741.2930211386599+535.8459429051006j),(897.9053734393009+648.0140310213171j),(1069.9247473095024+770.6931942506934j),(1257.538380685955+903.8180787820717j),(1460.9677809543803+1047.3100931573986j),(1680.4717594206109+1201.0756398595593j),(1916.3495209410337+1365.004111793943j),(2168.943812505304+1538.9656120320383j),(2438.64413432339+1722.8083496936915j)
464310.0233189554,(267.07510475120546+193.6244040648283j),(363.66697164608985+263.44682598177957j),(475.25098407200403+343.9616157142542j),(601.9077948891374+435.1438052111742j),(743.7409038897082+536.9546000757982j),(900.8795882827876+649.3498292731283j),(1073.4818393981132+772.2748800351188j),(1261.7373432404918+905.6632632474691j),(1465.8705051424981+1049.4350106804811j),(1686.1435248669488+1203.494869628544j),(1922.8595271749557+1367.730256687366j),(2176.365753042868+1542.0089274501986j),(2447.0568120112066+1726.176314759617j)
467852.6450223473,(267.94934571364445+194.0285225302399j),(364.8588411203758+263.99568309546146j),(476.8110671382814+344.6766965092616j),(603.8877286419274+436.0461519710196j),(746.1936758374368+538.0646301757188j),(903.859873427324+650.6872043801095j),(1077.0463762129116+773.8583214521511j),(1265.9453490142782+907.5103388807281j),(1470.7841317384741+1051.561889341754j),(1691.8283551569664+1205.9160377841245j),(1929.3851137783554+1370.4581913071643j),(2183.8061985741683+1545.053718286988j),(2455.491393265282+1729.5452269584118j)
471422.2964427449,(268.8252425713401+194.43319797112505j),(366.0529887107065+264.54528303667985j),(478.3741678731103+345.39272301631206j),(605.8715501770837+436.9496574456689j),(748.6513532186393+539.1760326835292j),(906.846250463746+652.026154483743j),(1080.618386120967+775.4435145432485j),(1270.1624350593822+909.3592985434523j),(1475.7087087201553+1053.6907174264938j),(1697.5263123212749+1208.3391260733513j),(1935.9263598429334+1373.187888596427j),(2191.265249992972+1548.0999453731422j),(2463.948005589389+1732.9150310983725j)
