f,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16
7789152.155,(774.7579419840895+361.2764865792297j),(1067.2712447291817+478.7012934688896j),(1415.6646846199624+602.1994640773089j),(1825.819224477425+723.1482911298912j),(2304.175055414995+828.9710372059387j),(2856.648413720344+902.0198430642945j),(3486.5232892115064+918.18966456791j),(4190.895809089441+846.111955920858j),(4955.414009530081+648.0085757333816j),(5747.898930259541+284.0391782754048j),(6513.293304022726-277.93024186965823j),(7174.849067082301-1047.1328552697382j),(7647.050997047658-1994.286172480349j)
7848582.316,(776.9025944294477+361.57162367440594j),(1070.329774605157+478.9220543655916j),(1419.88852891134+602.1562859294866j),(1831.5046926113146+722.5142792810232j),(2311.6425635026667+827.2149956937362j),(2866.183515929787+898.3224274105189j),(3498.25040737719+911.3531637856458j),(4204.550282707238+834.5034891388466j),(4969.99346014666+629.6223864992833j),(5761.243836266387+256.8157463731586j),(6521.7965976303285-315.39532740932515j),(7173.672330425365-1094.5369899766658j),(7631.200804493381-2048.676860776144j)
7908465.921,(779.0534216123665+361.86319590391105j),(1073.3980553871338+479.13539341375576j),(1424.1270717085806+602.098531796807j),(1837.2110073816257+721.8530232609678j),(2319.137050532104+825.410255663737j),(2875.7482766934545+894.5417625954508j),(3509.998890492151+904.3812542346027j),(4218.1930404935265+822.6879068216153j),(4984.482392864505+610.9445674229867j),(5774.350443758946+229.22819358882526j),(6529.8353886594305-353.23487349448203j),(7171.757606568955-1142.1976766379962j),(7614.3805449815645-2103.0352319458207j)
7968806.43,(781.2104428290318+362.151156082852j),(1076.4761220226649+479.3412092757817j),(1428.3803631103274+602.0259963351635j),(1842.9382122444865+721.1641292469357j),(2326.6584753843226+823.5561045067477j),(2885.3423693884024+890.6766468663898j),(3521.7676961890693+897.2720973778061j),(4231.821550095791+810.6628041376456j),(4998.875684511833+591.9728475884965j),(5787.210077432037+201.27628036456747j),(6537.39787614646-391.44379044695023j),(7169.093442949595-1190.101029454283j),(7596.585826832901-2157.338104678862j)
8029607.328,(783.3736773671994+362.43545651021316j),(1079.564009383437+479.5393993736278j),(1432.648452702169+601.9384715082203j),(1848.6863485794506+720.447198084487j),(2334.206790395281+821.6518201886338j),(2894.9654500169695+886.7258644417271j),(3533.5557422870706+890.0238403161414j),(4245.433201276447+798.4257790649801j),(5013.168088481206+572.705019147962j),(5799.813927503779+172.95996085593782j),(6544.472235911867-430.0166106167251j),(7165.668674384107-1238.2326744605307j),(7577.812972825021-2211.561986998119j)
8090872.129,(785.5431445045795+362.71604896258816j),(1082.6617522550684+479.7298598758858j),(1436.9313895346859+601.8357465489303j),(1854.4554556046198+719.7018252288997j),(2341.7819411258715+819.6966711817072j),(2904.617156679542+882.6881855223412j),(3545.36190578096+882.6346161915355j),(4259.0253043796765+785.9744341575669j),(5027.354233797836+553.1389416981124j),(5812.153052724151+144.2793906104544j),(6551.0466326911865-468.9474809123101j),(7161.472445043726-1286.5777534346184j),(7558.059039040701-2265.683102196612j)
8152604.372,(787.7188635059238+362.9928846889902j),(1085.7693853331355+479.9124856787837j),(1441.2292220932436+601.7176079283117j),(1860.2455702964369+718.9276006789412j),(2349.3838661437694+817.6899163760426j),(2914.2971090629508+878.5623662708203j),(3557.1850218143977+875.1025446215702j),(4272.595088897048+773.3063781532954j),(5041.428624327271+533.2725466437131j),(5824.218383733878+115.2349339887158j),(6557.109232706311-508.23015636954045j),(7156.4942304996275-1335.1209291227092j),(7537.321832518065-2319.6774161586627j)
8214807.624,(789.9008536219651+363.2659144038422j),(1088.886943211957+480.08717039330776j),(1445.5419982754852+601.5838393151889j),(1866.056727307086+718.1241089102671j),(2357.012496795768+815.6308049966067j),(2924.004907905508+874.3471488179159j),(3569.023882648763+867.4257321452269j),(4286.139701963821+760.4192278533687j),(5055.385638101359+513.1038416520041j),(5836.000726747533+85.82717182564036j),(6562.648216802374-547.8579936745793j),(7150.723859928292-1383.846391397j),(7515.599927929925-2373.52066553142j)
8277485.478,(792.0891340870605+363.53508828105316j),(1092.0144603806757+480.25380632538133j),(1449.8697653593144+601.4342215444125j),(1871.888958876315+717.2909288121435j),(2364.6677569868616+813.5185765056881j),(2933.7401344482632+870.0412612800857j),(3580.877236616502+859.6022727010518j),(4299.656206913497+747.3106099567856j),(5069.219526733883+492.6309153616773j),(5847.490767592011+56.0569089126864j),(6567.651794074228-587.8239452568489j),(7144.151538156741-1432.7378650330866j),(7492.892682611078-2427.188387590276j)
8340641.555,(794.2837241165821+363.8003559481243j),(1095.151971210973+480.4122844632566j),(1454.2125699755286+601.2685325791842j),(1877.742294742654+716.4276336219447j),(2372.349562913774+811.3524605573743j),(2943.502349875327+865.6434177863688j),(3592.7437870277176+851.6302482021006j),(4313.141581822229+733.9781630360324j),(5082.9244149935075+471.85194207150556j),(5858.679076091901+25.92518190051807j),(6572.108215979068-628.1205538936589j),(7136.767868002671-1481.7786178152096j),(7469.2002509470285-2480.6559501496004j)
8404279.504,(796.4846429051067+364.061666479439j),(1098.2995099516925+480.56249445803036j),(1458.5704580784777+601.0865474742799j),(1883.6167620535878+715.5337908579877j),(2380.057822846125+809.1316768852984j),(2953.2910947641576+861.1523184802531j),(3604.622191122722+843.5077290300208j),(4326.592718078634+720.4195395666269j),(5096.494300503519+450.7651865751124j),(5869.556110835887-4.566733305650448j),(6576.005790979934-668.739947555845j),(7128.563872391596-1530.9514702054487j),(7444.5235968380175-2533.8985832347444j)
8468403.003,(798.6919096243295+364.31896838973296j),(1101.4571107188708+480.70432460816716j),(1462.9434749146567+600.8880383400231j),(1889.5123852678341+714.6089622580295j),(2387.7924368580625+806.8554352475969j),(2963.1058884792606+856.56664960229j),(3616.51105895394+835.232774675736j),(4340.006418952256+706.63240810002j),(5109.923053542005+429.36900934416667j),(5880.112224311972-35.417313613782994j),(6579.332899612132-709.673835071171j),(7119.531016235193-1580.2388063869116j),(7418.864504873094-2586.8914113957094j)
8533015.754,(800.9055434201869+364.57220962799204j),(1104.624807486414+480.8376618428141j),(1467.3316649915478+600.6727743048568j),(1895.4291860640478+713.6527037076053j),(2395.5532965748507+804.5229353466818j),(2972.9462285883324+851.8850835291421j),(3628.408952294081+826.8034343402353j),(4353.379398225094+692.6144554005941j),(5123.204417069033+407.66187141983266j),(5890.337668436295-66.62478130184992j),(6582.078010079302-750.9135019889055j),(7109.661228413495-1629.622585795829j),(7392.225590105285-2639.6094866880126j)
8598121.493,(803.1255634109981+364.82133757046216j),(1107.80263407755+480.9623917040676j),(1471.7350720463828+600.4405214766842j),(1901.367183236862+712.6645651795778j),(2403.340284910675+802.1333667538167j),(2982.811590263253+847.1062788291958j),(3640.3143835004917+818.2177476382785j),(4366.708278788192+678.3633888456735j),(5136.3320068303+385.64233987243654j),(5900.222600475687-98.18709629236328j),(6584.229694266974-792.4498072007639j),(7098.946923195384-1679.084356512106j),(7364.61030614875-2692.0278225309858j)
8663723.979,(805.3519886845811+365.06629901433286j),(1110.9906241554886+481.0783983294972j),(1476.1537390110702+600.1910429068811j),(1907.3263925974923+711.6440906653537j),(2411.153275794434+799.6859088434812j),(2992.7014256494253+842.2288803608244j),(3652.225814405062+809.4737452651914j),(4379.989591329278+663.8769387287555j),(5149.299311691137+363.3090930245274j),(5909.757089371789-130.1019487405901j),(6585.776644115518-834.2731804442935j),(7087.3810214747655-1728.6052694892264j),(7336.022951704911-2744.1214281423045j)
8729827.002,(807.5848382960708+365.30704017068734j),(1114.1888112132542+481.18556443492355j),(1480.5877079789411+599.9240985510544j),(1913.306826869164+710.5908181087102j),(2418.9921338921204+797.1797307257675j),(3002.6151632568585+837.2515193283666j),(3664.1416551554275+800.5694497826463j),(4393.219772992959+649.1528608328729j),(5162.099694117311+340.66092594484644j),(5918.931122486298-162.36675135814264j),(6586.707688561205-876.3736197713681j),(7074.956971595368-1778.1660939972671j),(7306.468675419628-2795.8653435245246j)
8796434.383,(809.8241312647112+365.5435066582088j),(1117.397228563385+481.2837712969516j),(1485.037020169545+599.6394452306469j),(1919.308495580799+709.504279338593j),(2426.8567143200266+794.6139911847092j),(3012.5522072831677+832.172813442272j),(3676.0602630594494+791.5028764211345j),(4406.395166137152+634.1889389045576j),(5174.726390838119+317.6967560814361j),(5927.734612756185-194.97863217161125j),(6587.011810710133-918.7406903454398j),(7061.668769790133-1827.7472340911388j),(7275.953478810698-2847.234675148162j)
8863549.97,(812.0698865720117+365.7756434955761j),(1120.6159093286824+481.3728987340319j),(1489.5017158940032+599.3368365924653j),(1925.3314049543596+708.3840000055716j),(2434.7468623580294+791.9878386099299j),(3022.511936989531+826.9913669858909j),(3687.9799414522017+782.2720338556178j),(4419.512017059047+618.982987448213j),(5187.172513715946+294.41562891735987j),(5936.157406272914-227.93442727994784j),(6586.678165449441-961.3635236123353j),(7047.510979895529-1877.3287465976277j),(7244.48421800268-2898.2046313670417j)
8931177.638,(814.3221231584046+366.00339509496314j),(1123.8448864307088+481.4528250890439j),(1493.9818345153712+599.0160230719761j),(1931.3755577916577+707.2294995160651j),(2442.6624131468316+789.3004109433956j),(3032.493706021596+821.7057709667209j),(3699.8989384892607+772.8749251696564j),(4432.566474819478+603.5328544370782j),(5199.431050809587+270.81672379160995j),(5944.18929030434-261.2306736017667j),(6585.696097358258-1004.230817334308j),(7032.47875265071-1926.8903598846962j),(7212.068602971983-2948.750558886727j)
8999321.297,(816.5808599204329+366.2267052550101j),(1127.084192579172+481.5234272107082j),(1498.477414409855+598.6767518544435j),(1937.440953362031+706.0402909616145j),(2450.6031913819284+786.5508356244004j),(3042.4968417227997+816.314603275016j),(3711.8154459982006+763.3095487223488j),(4445.554590108455+587.8364241360351j),(5211.494867661253+246.89935971719234j),(5951.820001740459-294.8636019536485j),(6584.055158913424-1047.3308364009658j),(7016.567844187426-1976.4114939999863j),(7178.7151954433975-2998.847978867454j)
9067984.882,(818.8461157083776+366.4455171531616j),(1130.3338602597723+481.5845804358289j),(1502.9884929323955+598.3187668300206j),(1943.5275872754219+704.8158810622667j),(2458.5690109982447+783.738229540686j),(3052.520644448502+810.8164288359826j),(3723.7275982819074+753.5738991553305j),(4458.472314116236+571.8916201883766j),(5223.3567087870215+222.66300145364497j),(5959.039235968237-328.82913036545796j),(6581.745129046336-1090.6514141812518j),(6999.774633839971-2025.871281787449j),(7144.433404825517-3048.472623230615j)
9137172.362,(821.1179093223473+366.6597733392955j),(1133.5939217245866+481.6361585687294j),(1507.5151063703274+597.9418085598286j),(1949.6354513696492+703.5557700894079j),(2466.55967485925+780.8616989665289j),(3062.5643868571456+805.2097997965227j),(3735.6334709291636+743.6659684228422j),(4471.315497519806+555.6964085942345j),(5235.009199418337+198.10726546447142j),(5965.836656228636-363.1228571919519j),(6578.756031746472-1134.1799552782609j),(6982.096141149244-2075.2485910634614j),(7109.233482324987-3097.6004708924097j)
9206887.732,(823.396259510137+366.8694157275593j),(1136.864408978753+481.6780338635991j),(1512.0572899071324+597.5456142299965j),(1955.7645335775724+702.2594518089969j),(2474.5749744139302+777.9203395394909j),(3072.627313195754+799.4932557165239j),(3747.531079622144+733.5837468699165j),(4484.0798895069065+539.2488008660865j),(5246.444847460157+173.2319262165562j),(5972.201903339874-397.7400551633018j),(6575.078155098088-1177.903438406886j),(6963.5300418343995-2124.522048058371j),(7073.1265130230695-3146.207784007791j)
9277135.02,(825.6811849633227+367.0743855896809j),(1140.1453537679397+481.71007700558687j),(1516.6150775744322+597.1299176166833j),(1961.9148178014464+700.9264134125805j),(2482.6146893721334+774.9132362041748j),(3082.708638560453+793.6653238017299j),(3759.418378940643+723.325224366499j),(4496.761136838864+522.5468574009894j),(5257.656045724628+148.03692224720905j),(5978.124605943568-432.675664938904j),(6570.702070207361-1221.8084209208869j),(6944.074683108651-2173.670061393308j),(7036.124406592377-3194.2711434921034j)
9347918.286,(827.9727043148997+367.27462354664965j),(1143.4367875674914+481.73215708977716j),(1521.1885022151691+596.694449037458j),(1968.0862837785105+699.556135455128j),(2490.6785873564068+771.8394631831485j),(3092.8075481682167+787.7245191125025j),(3771.2932611796505+712.888391455472j),(4509.35478303524+505.5886907515691j),(5268.6350744059655+122.52236247699848j),(5983.594391127019-467.9242894836511j),(6565.618650462806-1265.8810436016047j),(6923.72909752499-2222.6708476945896j),(6998.239885466046-3241.7674848163406j)
9419241.619,(830.2708361345659+367.4700695624581j),(1146.7387415672524+481.7441416037717j),(1525.7775954292892+596.238935320047j),(1974.2789069467176+698.1480917891076j),(2498.7664235454718+768.6980839531341j),(3102.9231965793533+781.6693448592504j),(3783.1535551145407+702.2712406906257j),(4521.856267595565+488.3724691600777j),(5279.374103824262+96.68853262153318j),(5988.600895523573-503.4801884253445j),(6559.819090763265-1310.107036660878j),(6902.49301627933-2271.502457311641j),(6959.486471968783-3288.6741326071824j)
9491109.139,(832.5755989273434+367.6606629345582j),(1150.051246660163+481.74589640604916j),(1530.3823875391536+595.7630997482743j),(1980.492658304208+696.7017495022676j),(2506.877940326496+765.4881512015038j),(3113.054706956301+775.4982926301699j),(3794.997024854313+691.471767813115j),(4534.260925323248+470.8964201105803j),(5289.865197455575+70.5359014445135j),(5993.133776805351-539.3372730149365j),(6553.294926687416-1354.4717268633076j),(6880.36688071867-2320.1428018150173j),(6919.878472817911-3334.9688353761267j)
9563524.998,(834.887011127698+367.84634228829947j),(1153.3743334279775+481.7372857065437j),(1535.0029075304483+595.2666620325592j),(1986.7275042700455+695.2165688499747j),(2515.0128669134433+762.208706825877j),(3123.2011702642412+769.2098427244941j),(3806.8213685996034+680.4879732371228j),(4546.56398572969+453.15883401711255j),(5300.100315237092+44.065127275582846j),(5997.18272565242-575.489101130155j),(6546.03805376732-1398.9600452622744j),(6857.351853272863-2368.56968140226j),(6879.430962738548-3380.6297987964017j)
9636493.38,(837.2050910978024+368.0270455673881j),(1156.7080321262656+481.7181720474008j),(1539.6391830114103+594.749338259327j),(1992.9834065326195+693.6920031989512j),(2523.170918983454+758.8587819003685j),(3133.361644480303+762.8024644715049j),(3818.6242174898875+669.3178633807797j),(4558.760572528254+435.1580680353992j),(5310.071317173464+17.277064398673335j),(6000.737478082356-611.9288730083924j),(6538.040746626088-1443.5565360599176j),(6833.44982665945-2416.7608136807075j),(6838.159765608002-3425.635718794005j)
9710018.501,(839.5298571232269+368.2027100265211j),(1160.0523726720014+481.68841628051274j),(1544.2912401604622+594.210840850945j),(1999.2603219022703+692.127498961881j),(2531.3517982797835+755.4373966851151j),(3143.5351538099144+756.2746165350532j),(3830.403134414847+657.9594521668768j),(4570.845703246114+416.8925498847838j),(5319.769967243997-9.827230518672488j),(6003.787828215903-648.6494272229575j),(6529.295677914832-1488.2453665890916j),(6808.663431929572-2464.69386288949j),(6796.081434462949-3469.9658132871236j)
9784104.608,(841.8613274087305+368.3732722237489j),(1163.4073846271356+481.64787754850295j),(1548.9591036726117+593.6508785256324j),(2005.5582021599057+690.5224955327953j),(2539.5551922335667+751.9435606007024j),(3153.7206878455027+749.6247473316357j),(3842.155612829046+646.4107626047803j),(4582.8142889181645+398.3607818906012j),(5329.187937618732-37.24649196571353j),(6006.3236414750645-685.6432369520041j),(6519.795937122123-1533.010338138885j),(6782.996045133885-2512.346469737758j),(6753.213229387774-3513.5998532924195j)
9858755.983,(844.199520074937+368.5386680118675j),(1166.773097183492+481.5964132637308j),(1553.6427967093728+593.069156251586j),(2011.8769938905773+688.8764252376093j),(2547.780773546554+748.3762722553545j),(3163.917200763887+742.8512953764416j),(3853.87907560224+634.6698283700312j),(4594.661133900646+379.56134509710694j),(5338.316813197164-64.97923904664177j),(6008.334868083967-722.9024071113504j),(6509.535049121987-1577.834897815751j),(6756.451792671991-2559.6962816572386j),(6709.573094385203-3556.5181925140314j)
9933976.937,(846.5444531540977+368.6988325304163j),(1170.1495391487097+481.53387908565276j),(1558.342340845966+592.4653752022923j),(2018.216638333313+687.1887132597425j),(2556.028199792643+744.7345194368842j),(3174.123610471403+735.9526897360391j),(3865.5708738718567+622.7346954779605j),(4606.380935826583+360.49290334502314j),(5347.148096468634-93.0237692539111j),(6009.811557022614-760.4186715997743j),(6498.506992436801-1622.7021513687173j),(6729.035554809309-2606.720983938997j),(6665.179632273731-3598.701796082315j)
10009771.82,(848.8961445858783+368.85370019749166j),(1173.536738926884+481.460128902788j),(1563.0577560080803+591.8392327218417j),(2024.5770712039027+685.4587775962033j),(2564.297112996131+741.0172791341214j),(3184.3387977694965+728.9273504467757j),(3877.22828589597+610.6034240713384j),(4617.968285645749+341.1542076820117j),(5355.673212709662-121.37815195224772j),(6010.743870264276-798.1833913802866j),(6486.706217038902-1667.5948772011532j),(6700.752968281098-2653.3983305671745j),(6620.052078501059-3640.13226776247j)
10086145,(851.2546122133497+369.00320470119425j),(1176.9347245061738+481.37501480721903j),(1567.7890604260317+591.190422268776j),(2030.9582225345064+683.6860289877023j),(2572.587139199539+737.2235175683387j),(3194.5616054968787+721.7736889862672j),(3888.848515953706+598.2740901872857j),(4629.417667830594+321.54410067376966j),(5363.883515518972-150.04022209734532j),(6011.122097386788-836.1875529404192j),(6474.127661829619-1712.4955411748529j),(6671.610426685391-2699.706176111252j),(6574.21027327123-3680.7918760197003j)
10163100.9,(853.6198737787283+369.14727899107584j),(1180.3435234380447+481.278387076621j),(1572.5362705651216+590.5186333849614j),(2037.3600164921802+681.869870871907j),(2580.897888036321+733.3521902105953j),(3204.7908376483283+714.4901088024758j),(3900.4286932462583+585.7447876542636j),(4640.723460709264+301.661520878516j),(5371.770292694939-179.00757404192973j),(6010.936670530533-874.4217672424752j),(6460.76677163842-1757.3863124066286j),(6641.615079966571-2745.6225071024282j),(6527.674632732136-3720.6635784209784j)
10240643.97,(855.9919469186278+369.28585526987683j),(1183.7631628234337+481.17009414877816j),(1577.2994010739526+589.8235516420655j),(2043.7823712059835+680.0096993211469j),(2589.2289522773276+729.402241834816j),(3215.0252585211747+707.075005794974j),(3911.965870816836+573.0136300734027j),(4651.8799369403105+281.5055074458222j),(5379.324772467628-208.27755532921398j),(6010.178179508144-912.8762697708112j),(6446.619513495538-1802.2490803507253j),(6610.77483180841-2791.1254740812465j),(6480.46611893242-3759.7310445692283j)
10318778.67,(858.3708491595282+369.41886498482415j),(1187.1936692911763+481.04998260321236j),(1582.078464717669+589.1048586034815j),(2050.225198578302+678.1049029964302j),(2597.5799073761264+725.3726065668232j),(3225.2635918098804+699.5267689170275j),(3923.457024514385+560.0787528172406j),(4662.881264150914+261.0752047337146j),(5386.538130091135-237.8472605738512j),(6008.837387394045-951.5409204723883j),(6431.6823926156885-1847.0654722871393j),(6579.098335690795-2836.193423385923j),(6432.60620844278-3797.978677603871j)
10397509.54,(860.7565979134922+369.5462388185059j),(1190.635068982492+480.9178971360034j),(1586.8734723151263+588.3622317796129j),(2056.6884041023054+676.1548630891796j),(2605.950311014527+721.2622079273103j),(3235.5045197181007+691.8437807555852j),(3934.8990519582567+546.9383151929932j),(4673.7215057231915+240.36986711371054j),(5393.401494780356-267.713525643489j),(6006.9052461390565-990.4052050982746j),(6415.952467394038-1891.8168723010283j),(6546.594989371239-2880.804928855432j),(6384.116860307905-3835.3916338710205j)
10476841.11,(863.1492104732354+369.6679066801686j),(1194.087387531266+480.77368053808624j),(1591.6844326770042+587.5953445801837j),(2063.1718866721894+674.1589532675434j),(2614.339702624505+717.0699589073462j),(3245.7466820701006+684.0244181266884j),(3946.288771579138+533.5905025318385j),(4684.394621770376+219.38886366454153j),(5399.905957017934-297.8729218533882j),(6004.3729125260525-1029.4582367833373j),(6399.427363844436-1936.4844408761908j),(6513.274927645995-2924.938823484924j),(6335.020482905271-3871.955841027204j)
10556777.96,(865.5487040067809+369.7837976971109j),(1197.5506500433949+480.6171736739432j),(1596.511352534203+586.8038662756326j),(2069.6755383761556+672.1165396421129j),(2622.7476028988463+712.7947620574254j),(3255.9886753785595+676.0670527859445j),(3957.6229216480665+520.033528512144j),(4694.894470259326+198.13168320560817j),(5406.042576233439-328.32175025217055j),(6001.231764290453-1068.6887584088618j),(6382.105289255712-1981.0491353753641j),(6479.149013422992-2968.5742308918298j),(6285.339900130345-3907.6580143456113j)
10637324.73,(867.9550955527269+369.89384020542013j),(1201.0248810791434+480.44821545629816j),(1601.3542364747987+585.9874619466038j),(2076.199244309138+670.0269806997959j),(2631.1735133153256+708.4355095492863j),(3266.2290519540184+667.9700520663424j),(3968.898159360906+506.26563750529476j),(4705.2148083405245+176.5979391787547j),(5411.802388838391-359.0560362119041j),(5997.473416320148-1108.08514589079j),(6363.985044933459-2025.4917314768816j),(6444.22882750796-3011.690596155374j),(6235.098316932319-3942.4856712404357j)
10718486.06,(870.3684020153521+369.9979617404782j),(1204.510104631412+480.26664282438236j),(1606.2130868670258+585.1457924476124j),(2082.7428823565406+667.8896272729904j),(2639.6169156258375+703.9910832906744j),(3276.4663189666653+659.7317796460889j),(3980.1110599825743+492.28510693262416j),(4715.349293856521+154.78737470584298j),(5417.176416623766-390.07152421816187j),(5993.089737037856-1147.6354120129508j),(6345.0660380505915-2069.792845401696j),(6408.526656536041-3054.2677164644865j),(6184.31928405901-3976.4271440988387j)
10800266.63,(872.7886401587665+370.09608902826915j),(1208.0063441041093+480.07229072135664j),(1611.0879037949876+584.2785143536107j),(2089.306322987306+665.7038224910323j),(2648.077271349849+699.4603550291666j),(3286.698937527101+651.3505962994824j),(3991.258116006845+478.090249809636j),(4725.291487050124+132.69986769853818j),(5422.155675536222-421.3636727811433j),(5988.072864854699-1187.3272110643054j),(6325.348292626707-2113.932956789797j),(6372.055479423191-3096.285771155564j),(6133.026662707025-4009.471591110064j)
10882671.18,(875.2158266018781+370.1881479756315j),(1211.513622292258+479.86499206906814j),(1615.978684979019+583.3852799224973j),(2095.8894290399026+663.4689017371032j),(2656.5540212594588+694.8421864653676j),(3296.9253217559594+642.8248607020312j),(4002.3357363845203+463.6794173003627j),(4735.034852480183+110.33543598526737j),(5426.731184807649-452.92764967310836j),(5982.415224567181-1227.1478444954937j),(6304.832459373947-2157.8924324775207j),(6334.828952364713-3137.725351061099j),(6081.244588485679-4041.60900541826j)
10965704.47,(877.6499778125199+370.27406366108386j),(1215.0319613589877+479.6445777453758j),(1620.885425702113+582.4657370482591j),(2102.492055499133+661.1841926128405j),(2665.0465848453564+690.1354293957372j),(3307.1438378550406+634.1529302616941j),(4013.3402458057367+449.0510013426674j),(4744.572761147338+87.69424253420074j),(5430.893976443931-484.75832742864816j),(5976.109543887206-1267.0842670369466j),(6283.519824582105-2201.6515508109355j),(6296.861392259734-3178.56748720595j),(6028.997435294166-4072.8302223520627j)
11049371.29,(880.0911101018332+370.353760325177j),(1218.5613828127423+479.41087656033324j),(1625.808118731365+581.5195292178624j),(2109.114049271334+658.8490149009762j),(2673.5543597825467+685.3389258521274j),(3317.352803162204+625.3331620269544j),(4024.267884017169+434.20343744773345j),(4753.898492841109+64.77660069936405j),(5434.635105088668-516.8502790274972j),(5969.148869842096-1307.1230938565157j),(6261.412317867538-2245.190526621263j),(6258.167758684805-3218.7936786935293j),(5976.309779215017-4103.126924752074j)
11133676.47,(882.5392396186614+370.42716136057993j),(1222.1019074843978+479.1637152317738j),(1630.7467542398606+580.5462954651805j),(2115.7552489546206+656.4626805296921j),(2682.07672138713+680.4515082535808j),(3327.5504852234026+616.3639135887586j),(4035.114805230073+419.1352074572199j),(4763.005238715463+41.582979448343075j),(5437.945658202667-549.1977740888373j),(5961.5265850670985-1347.250608575347j),(6238.5125187118065-2288.4895368375533j),(6218.763634565239-3258.385919623485j),(5923.206361984708-4132.491646622361j)
11218624.9,(884.994382342994+370.49418930286026j),(1225.6535555036983+478.9029183606651j),(1635.701319722737+579.5456703298071j),(2122.415484599468+654.0244935465767j),(2690.6130220581404+675.4719995826416j),(3337.7351008507444+607.2435440604216j),(4045.8770775761077+403.844842451082j),(4771.886104094851+18.11400873426858j),(5440.816766622137-581.7947751974884j),(5953.236424025585-1387.4527719856758j),(6214.823661897111-2331.5287464842477j),(6178.66520534624-3297.326725143653j),(5869.712054994008-4160.917774775242j)
11304221.46,(887.4565540802205+370.55476582021737j),(1229.2163462738351+478.6283084077339j),(1640.6717999155258+578.5172838106726j),(2129.0945774710854+651.5337500848425j),(2699.1625907111697+670.3992135736811j),(3347.9048151863562+597.9704150893019j),(4056.550682627823+388.33092577000787j),(4780.534111525154-5.6295152153497074j),(5443.239615440136-614.6349346676526j),(5944.272489023764-1427.7152316732422j),(6190.3496416964-2374.2883351447736j),(6137.889237041609-3335.599156327431j),(5815.851823109049-4188.399548814834j)
11390471.12,(889.9257704544605+370.608811703841j),(1232.7902984467948+478.339705668277j),(1645.6581767066302+577.4607613244405j),(2135.792339800212+648.9897383416292j),(2707.7247322073636+665.2319549088486j),(3358.05774077069+588.5428919067357j),(4067.1315150163914+372.59209600508837j),(4788.942204070518-29.646624596278684j),(5445.205455207233-647.7115917160086j),(5934.6292659789415-1468.023332525147j),(6165.0950147239355-2416.748523879898j),(6096.453052841425-3373.1868440669105j),(5761.650689154845-4214.932059209703j)
11477378.85,(892.4020469024352+370.65624685752437j),(1236.3754298981198+478.03692824681843j),(1650.6604290501148+576.3757236612074j),(2142.5085745312645+646.3917385554632j),(2716.2987267750314+659.9690194251008j),(3368.1919366136053+578.959344425336j),(4077.6153821021594+356.6270501980223j),(4797.103248864548-53.93617465124649j),(5446.705613451844-681.0177700103288j),(5924.301639907019-1508.3621280923003j),(6139.065001534056-2458.889602395175j),(6054.374508726979-3410.074011649767j),(5707.133698358831-4240.511243772255j)
11564949.68,(894.8853986667021+370.69699028760846j),(1239.9717576996297+477.7197920330006j),(1655.6785328764292+575.261786940058j),(2149.2430750657577+643.7390229858456j),(2724.8838294112093+654.609194359232j),(3378.3054072602836+569.2181484113917j),(4087.998003747246+340.4345470325999j),(4805.0100409225315-78.49683839237204j),(5447.73150651422-714.546175600115j),(5913.284910144005-1548.7163926824774j),(6112.265486965833-2500.691956367807j),(6011.671967998162-3446.245496077907j),(5652.32588361571-4265.133882318363j)
11653188.65,(897.3758407882754+370.73096009325997j),(1243.5792980925485+477.38811067621526j),(1660.7124609977886+574.1185625691403j),(2155.995624994361+641.0308559048009j),(2733.479269284879+649.1512585895358j),(3388.396101881095+559.3176866563617j),(4098.275012169714+324.01341013990714j),(4812.65530721956-103.32710127454071j),(5448.274651645691-748.2891953916662j),(5901.574805107435-1589.0706344579312j),(6084.7030190411615-2542.1360950462868j),(5968.364274619942-3481.686768162565j),(5597.252231355929-4288.797589674552j)
11742100.88,(899.8733881008031+370.7580734549714j),(1247.1980664602395+477.04169555971094j),(1665.7621830150565+572.9456572009578j),(2162.7659978347656+638.2664935752575j),(2742.084249131485+643.5939828947617j),(3398.461913352233+549.2563502456755j),(4108.441951892147+307.3625314844475j),(4820.031711039467-128.42525598521433j),(5448.326679413007-782.2388959660701j),(5889.167496676808-1629.409109275266j),(6056.384806503573-2583.202678920823j),(5924.470725882717-3516.38395109236j),(5541.93764765963-4311.500807198194j)
11831691.5,(902.3780552220273+370.7782466254466j),(1250.828077298907+476.68035577590473j),(1670.8276652211073+571.7426726897905j),(2169.5539567494257+635.4451842546462j),(2750.697944632394+637.9361302436798j),(3408.5006773590085+539.0325398389832j),(4118.49427979144+290.4808748125497j),(4827.131856603432-153.78939717973878j),(5447.8793463147385-816.3870230544242j),(5876.059614119156-1669.7158353132036j),(6027.318715139607-2623.872547248595j),(5880.011043885516-3550.3238377601892j),(5486.406925663961-4333.242792594236j)
