Frequency,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30,N=31,N=32,N=33,N=34,N=35,N=36,N=37,N=38,N=39,N=40,N=41,N=42,N=43,N=44,N=45
100000,246.12+248.955j,321.586+325.22j,406.931+411.407j,501.524+506.847j,605.591+611.772j,718.976+726.115j,841.9937716611032+849.8380190276723j,972.769+981.309j,1114.5+1123.49j,1266.84+1276.38j,1426.33+1436.27j,1596.44+1607.18j,1775.57+1785.45j,1961.27+1970.66j,2156.86+2166.49j,2362.12+2369.45j,2578.25+2584.56j,2800.1682544138184+2805.238069118609j,3035.76+3036.21j,3280.61+3279.3j,3530.6+3525.41j,3789.84+3778.9j,4061.51+4046.4j,4341.48+4322.82j,4642.52+4614.33j,4932.8+4895.29j,5238.03+5188.35j,5556.35+5499.34j,5882.53+5816.17j,6221.0+6140.43j,6574.22+6468.47j,6943.25+6817.93j,7287.6+7156.77j,7641.88+7484.4j,8059.11+7886.19j,8443.43+8245.62j,8846.53+8623.72j,9277.27+9035.07j,9690.16+9422.72j
100762.9863,247.112+249.487j,322.892+325.921j,408.609+412.307j,503.626+507.971j,608.149+613.138j,722.014+727.735j,846.082887044224+852.0134185141544j,976.949+983.528j,1119.29+1126.03j,1272.34+1279.28j,1432.52+1439.53j,1603.42+1610.86j,1783.35+1789.53j,1969.94+1975.19j,2166.32+2171.43j,2372.58+2374.88j,2589.68+2590.48j,2813.9289716784224+2812.3338194691232j,3049.37+3043.18j,3295.33+3286.82j,3546.46+3533.48j,3806.91+3787.52j,4079.97+4055.7j,4361.23+4332.74j,4663.7+4624.88j,4955.35+4906.45j,5262.03+5200.13j,5581.85+5511.82j,5909.57+5829.34j,6249.9+6154.4j,6604.89+6483.09j,6975.73+6833.28j,7321.69+7172.88j,7677.76+7501.16j,8097.0+7903.82j,8483.23+8263.97j,8888.36+8642.85j,9321.16+9055.07j,9736.1+9443.51j
101531.794,248.107+250.021j,324.203+326.623j,410.294+413.208j,505.734+509.097j,610.715+614.507j,725.062+729.359j,850.1822936096171+854.1910616837499j,981.142+985.751j,1124.1+1128.57j,1277.85+1282.18j,1438.73+1442.79j,1610.43+1614.54j,1791.15+1793.61j,1978.63+1979.72j,2175.82+2176.37j,2383.07+2380.31j,2601.15+2596.4j,2827.7270212925437+2819.435175599565j,3063.02+3050.16j,3310.1+3294.35j,3562.38+3541.56j,3824.03+3796.16j,4098.49+4065.0j,4381.04+4342.67j,4684.94+4635.45j,4977.97+4917.62j,5286.12+5211.93j,5607.44+5524.3j,5936.7+5842.52j,6278.9+6168.38j,6635.67+6497.72j,7008.32+6848.64j,7355.9+7189.01j,7713.77+7517.93j,8135.03+7921.46j,8523.17+8282.34j,8930.36+8661.98j,9365.22+9075.07j,9782.22+9464.31j
102306.4677,249.106+250.556j,325.518+327.327j,411.983+414.111j,507.849+510.226j,613.29+615.878j,728.119+730.985j,854.2919871162424+856.3709516344404j,985.348+987.978j,1128.92+1131.12j,1283.37+1285.1j,1444.96+1446.07j,1617.45+1618.23j,1798.98+1797.7j,1987.35+1984.27j,2185.34+2181.32j,2393.6+2385.75j,2612.65+2602.32j,2841.5624319328545+2826.5421177694743j,3076.72+3057.14j,3324.91+3301.89j,3578.35+3549.65j,3841.21+3804.8j,4117.08+4074.32j,4400.93+4352.61j,4706.26+4646.02j,5000.67+4928.81j,5310.3+5223.74j,5633.11+5536.8j,5963.93+5855.71j,6308.01+6182.37j,6666.57+6512.36j,7041.04+6864.01j,7390.24+7205.15j,7749.91+7534.71j,8173.21+7939.1j,8563.27+8300.71j,8972.51+8681.13j,9409.44+9095.08j,9828.52+9485.11j
103087.0519,250.108+251.092j,326.837+328.032j,413.679+415.016j,509.971+511.357j,615.873+617.252j,731.187+732.616j,858.4119635115952+858.5530914687425j,989.568+990.209j,1133.76+1133.67j,1288.92+1288.01j,1451.21+1449.34j,1624.5+1621.93j,1806.83+1801.79j,1996.1+1988.81j,2194.89+2186.28j,2404.16+2391.2j,2624.19+2608.26j,2855.4352318591596+2833.6546258085928j,3090.46+3064.14j,3339.78+3309.44j,3594.38+3557.75j,3858.45+3813.46j,4135.72+4083.65j,4420.87+4362.57j,4727.65+4656.61j,5023.45+4940.01j,5334.55+5235.56j,5658.88+5549.31j,5991.26+5868.91j,6337.21+6196.37j,6697.57+6527.02j,7073.87+6879.39j,7424.7+7221.3j,7786.19+7551.5j,8211.52+7956.76j,8603.51+8319.09j,9014.82+8700.27j,9453.83+9115.1j,9875.0+9505.91j
103873.592,251.114+251.63j,328.161+328.739j,415.38+415.923j,512.1+512.49j,618.464+618.629j,734.264+734.249j,862.542218734895+860.7374842930227j,993.801+992.444j,1138.61+1136.22j,1294.48+1290.93j,1457.47+1452.63j,1631.57+1625.63j,1814.7+1805.9j,2004.87+1993.37j,2204.48+2191.25j,2414.76+2396.66j,2635.77+2614.21j,2869.345452120868+2840.7726790919187j,3104.25+3071.15j,3354.69+3317.0j,3610.45+3565.86j,3875.74+3822.13j,4154.42+4092.98j,4440.89+4372.53j,4749.11+4667.21j,5046.3+4951.21j,5358.89+5247.4j,5684.73+5561.84j,6018.68+5882.13j,6366.52+6210.39j,6728.68+6541.68j,7106.83+6894.78j,7459.28+7237.45j,7822.6+7568.29j,8249.97+7974.43j,8643.91+8337.48j,9057.29+8719.43j,9498.39+9135.12j,9921.65+9526.72j
104666.1332,252.123+252.168j,329.49+329.448j,417.086+416.832j,514.236+513.625j,621.063+620.009j,737.352+735.885j,866.68274905193+862.9241332163206j,998.048+994.684j,1143.48+1138.78j,1300.06+1293.86j,1463.76+1455.92j,1638.67+1629.33j,1822.61+1810.01j,2013.68+1997.93j,2214.09+2196.22j,2425.39+2402.13j,2647.39+2620.16j,2883.2931247162423+2847.8962565268885j,3118.08+3078.17j,3369.65+3324.57j,3626.58+3573.98j,3893.1+3830.81j,4173.19+4102.33j,4460.97+4382.51j,4770.64+4677.82j,5069.23+4962.44j,5383.31+5259.24j,5710.67+5574.37j,6046.2+5895.36j,6395.93+6224.41j,6759.91+6556.35j,7139.9+6910.18j,7493.99+7253.62j,7859.14+7585.1j,8288.57+7992.1j,8684.45+8355.87j,9099.93+8738.59j,9543.12+9155.15j,9968.48+9547.53j
105464.7215,253.135+252.708j,330.822+330.157j,418.799+417.743j,516.379+514.763j,623.671+621.391j,740.449+737.525j,870.8335506587869+865.1130413497126j,1002.31+996.927j,1148.36+1141.35j,1305.66+1296.79j,1470.07+1459.21j,1645.78+1633.05j,1830.53+1814.12j,2022.51+2002.5j,2223.73+2201.2j,2436.05+2407.6j,2659.04+2626.13j,2897.278280850042+2855.0253365769745j,3131.95+3085.19j,3384.65+3332.15j,3642.76+3582.11j,3910.5+3839.5j,4192.01+4111.7j,4481.11+4392.5j,4792.24+4688.44j,5092.24+4973.67j,5407.82+5271.1j,5736.7+5586.92j,6073.81+5908.6j,6425.44+6238.45j,6791.24+6571.03j,7173.09+6925.58j,7528.82+7269.8j,7895.82+7601.91j,8327.31+8009.78j,8725.15+8374.27j,9142.72+8757.75j,9588.02+9175.18j,10015.5+9568.34j
106269.4028,254.15+253.248j,332.158+330.868j,420.515+418.655j,518.528+515.903j,626.287+622.776j,743.556+739.168j,874.9946200592522+867.3042118047573j,1006.58+999.175j,1153.26+1143.92j,1311.27+1299.73j,1476.39+1462.52j,1652.92+1636.77j,1838.48+1818.24j,2031.36+2007.08j,2233.41+2206.19j,2446.75+2413.09j,2670.73+2632.1j,2911.3009543321336+2862.15989720632j,3145.87+3092.23j,3399.71+3339.74j,3658.99+3590.25j,3927.97+3848.2j,4210.9+4121.07j,4501.33+4402.5j,4813.92+4699.08j,5115.33+4984.91j,5432.41+5282.97j,5762.82+5599.48j,6101.51+5921.85j,6455.05+6252.49j,6822.69+6585.73j,7206.39+6941.0j,7563.78+7285.98j,7932.63+7618.73j,8366.19+8027.47j,8766.0+8392.67j,9185.68+8776.92j,9633.09+9195.21j,10062.7+9589.16j
107080.2237,255.168+253.79j,333.499+331.581j,422.237+419.569j,520.682+517.045j,628.91+624.163j,746.67+740.813j,879.1659538367076+869.497647692712j,1010.87+1001.43j,1158.17+1146.49j,1316.9+1302.67j,1482.74+1465.82j,1660.08+1640.49j,1846.46+1822.37j,2040.25+2011.66j,2243.11+2211.19j,2457.48+2418.58j,2682.45+2638.08j,2925.361179774057+2869.299915892825j,3159.83+3099.28j,3414.81+3347.34j,3675.28+3598.4j,3945.49+3856.92j,4229.85+4130.45j,4521.6+4412.51j,4835.66+4709.72j,5138.49+4996.17j,5457.08+5294.85j,5789.03+5612.05j,6129.32+5935.12j,6484.77+6266.55j,6854.25+6600.43j,7239.82+6956.42j,7598.86+7302.17j,7969.57+7635.56j,8405.21+8045.16j,8807.0+8411.08j,9228.79+8796.09j,9678.33+9215.25j,10110.1+9609.98j
107897.2311,256.19+254.333j,334.844+332.295j,423.965+420.485j,522.844+518.189j,631.541+625.552j,749.795+742.461j,883.3475486618306+871.6933521242287j,1015.16+1003.68j,1163.1+1149.07j,1322.55+1305.62j,1489.1+1469.13j,1667.26+1644.23j,1854.46+1826.51j,2049.16+2016.25j,2252.85+2216.2j,2468.24+2424.08j,2694.21+2644.07j,2939.4589922367295+2876.445369622641j,3173.84+3106.33j,3429.96+3354.96j,3691.62+3606.57j,3963.07+3865.64j,4248.86+4139.84j,4541.95+4422.53j,4857.48+4720.38j,5161.73+5007.43j,5481.84+5306.74j,5815.33+5624.63j,6157.22+5948.39j,6514.59+6280.62j,6885.92+6615.13j,7273.37+6971.85j,7634.07+7318.37j,8006.65+7652.39j,8444.38+8062.86j,8848.15+8429.5j,9272.08+8815.26j,9723.74+9235.29j,10157.6+9630.8j
108720.4722,257.215+254.878j,336.194+333.011j,425.698+421.403j,525.013+519.335j,634.18+626.945j,752.929+744.112j,887.5394014389263+873.8913282070964j,1019.48+1005.94j,1168.04+1151.65j,1328.21+1308.57j,1495.48+1472.45j,1674.46+1647.96j,1862.48+1830.65j,2058.1+2020.85j,2262.61+2221.21j,2479.04+2429.59j,2706.01+2650.07j,2953.594427729205+2883.5962348777307j,3187.89+3113.39j,3445.16+3362.58j,3708.01+3614.74j,3980.7+3874.37j,4267.93+4149.25j,4562.36+4432.57j,4879.37+4731.05j,5185.05+5018.71j,5506.68+5318.64j,5841.72+5637.22j,6185.21+5961.68j,6544.51+6294.69j,6917.7+6629.85j,7307.04+6987.29j,7669.41+7334.58j,8043.87+7669.23j,8483.69+8080.56j,8889.46+8447.92j,9315.52+8834.44j,9769.32+9255.33j,10205.3+9651.61j
109549.9945,258.244+255.424j,337.548+333.729j,427.437+422.323j,527.188+520.483j,636.827+628.339j,756.074+745.767j,891.7415092105734+876.0915790455394j,1023.8+1008.2j,1173.0+1154.23j,1333.89+1311.53j,1501.89+1475.77j,1681.68+1651.7j,1870.52+1834.79j,2067.06+2025.45j,2272.4+2226.23j,2489.86+2435.1j,2717.84+2656.08j,2967.767524567474+2890.752487592101j,3201.99+3120.47j,3460.41+3370.2j,3724.45+3622.92j,3998.39+3883.12j,4287.07+4158.66j,4582.83+4442.61j,4901.34+4741.73j,5208.45+5030.0j,5531.6+5330.55j,5868.21+5649.82j,6213.3+5974.97j,6574.54+6308.78j,6949.59+6644.58j,7340.83+7002.73j,7704.87+7350.8j,8081.22+7686.07j,8523.15+8098.27j,8930.92+8466.34j,9359.13+8853.62j,9815.08+9275.38j,10253.3+9672.43j
110385.8459,259.276+255.97j,338.906+334.448j,429.182+423.245j,529.37+521.634j,639.483+629.737j,759.228+747.424j,895.953869110577+878.2941077404486j,1028.14+1010.47j,1177.97+1156.82j,1339.59+1314.49j,1508.31+1479.1j,1688.92+1655.45j,1878.59+1838.95j,2076.05+2030.06j,2282.22+2231.26j,2500.72+2440.62j,2729.71+2662.09j,2981.9783206571187+2897.9141031998606j,3216.12+3127.55j,3475.7+3377.84j,3740.93+3631.11j,4016.13+3891.86j,4306.26+4168.08j,4603.37+4452.66j,4923.37+4752.41j,5231.92+5041.3j,5556.61+5342.47j,5894.77+5662.43j,6241.48+5988.27j,6604.67+6322.87j,6981.6+6659.31j,7374.74+7018.18j,7740.46+7367.02j,8118.71+7702.92j,8562.75+8115.99j,8972.54+8484.76j,9402.91+8872.8j,9861.01+9295.42j,10301.4+9693.25j
111228.0747,260.31+256.518j,340.268+335.167j,430.932+424.169j,531.559+522.787j,642.146+631.137j,762.392+749.085j,900.1764784538782+880.498917387206j,1032.49+1012.74j,1182.96+1159.42j,1345.31+1317.45j,1514.75+1482.43j,1696.19+1659.21j,1886.69+1843.11j,2085.07+2034.67j,2292.08+2236.29j,2511.61+2446.15j,2741.62+2668.11j,2996.226856310388+2905.08105655887j,3230.3+3134.63j,3491.04+3385.49j,3757.48+3639.31j,4033.93+3900.62j,4325.51+4177.51j,4623.98+4462.72j,4945.47+4763.11j,5255.46+5052.6j,5581.69+5354.39j,5921.42+5675.05j,6269.76+6001.58j,6634.9+6336.97j,7013.71+6674.04j,7408.76+7033.63j,7776.17+7383.25j,8156.32+7719.77j,8602.49+8133.7j,9014.3+8503.18j,9446.83+8891.96j,9907.1+9315.45j,10349.6+9714.05j
112076.7296,261.349+257.066j,341.635+335.889j,432.687+425.094j,533.755+523.942j,644.819+632.54j,765.565+750.749j,904.4093348003196+882.7060110726464j,1036.85+1015.01j,1187.96+1162.02j,1351.04+1320.42j,1521.21+1485.77j,1703.48+1662.97j,1894.8+1847.27j,2094.12+2039.3j,2301.96+2241.33j,2522.54+2451.69j,2753.56+2674.14j,3010.513172693696+2912.2533219762636j,3244.52+3141.73j,3506.42+3393.14j,3774.07+3647.52j,4051.79+3909.39j,4344.82+4186.95j,4644.64+4472.8j,4967.64+4773.81j,5279.09+5063.91j,5606.86+5366.33j,5948.16+5687.67j,6298.13+6014.9j,6665.23+6351.08j,7045.94+6688.78j,7442.91+7049.09j,7812.0+7399.47j,8194.07+7736.62j,8642.37+8151.41j,9056.21+8521.6j,9490.92+8911.13j,9953.36+9335.48j,10398.1+9734.85j
112931.8597,262.39+257.616j,343.006+336.612j,434.447+426.02j,535.958+525.1j,647.499+633.946j,768.749+752.417j,908.652435718519+884.9153918795328j,1041.23+1017.29j,1192.98+1164.62j,1356.79+1323.4j,1527.69+1489.11j,1710.79+1666.73j,1902.95+1851.45j,2103.19+2043.93j,2311.87+2246.38j,2533.5+2457.23j,2765.54+2680.18j,3024.837310137602+2919.430873255923j,3258.79+3148.84j,3521.86+3400.81j,3790.72+3655.74j,4069.71+3918.17j,4364.2+4196.41j,4665.38+4482.88j,4989.89+4784.53j,5302.79+5075.24j,5632.12+5378.28j,5975.0+5700.31j,6326.6+6028.23j,6695.66+6365.19j,7078.27+6703.53j,7477.17+7064.55j,7847.96+7415.7j,8231.96+7753.47j,8682.39+8169.13j,9098.27+8540.02j,9535.18+8930.3j,9999.8+9355.51j,10446.7+9755.65j
113793.5143,263.435+258.168j,344.381+337.337j,436.212+426.949j,538.166+526.259j,650.187+635.353j,771.941+754.086j,912.9057790653986+887.1270628786991j,1045.62+1019.57j,1198.01+1167.23j,1362.56+1326.38j,1534.19+1492.46j,1718.12+1670.51j,1911.12+1855.63j,2112.29+2048.56j,2321.82+2251.44j,2544.49+2462.78j,2777.55+2686.23j,3039.1993121316223+2926.613683566004j,3273.1+3155.95j,3537.34+3408.48j,3807.42+3663.97j,4087.68+3926.97j,4383.64+4205.87j,4686.18+4492.97j,5012.2+4795.25j,5326.57+5086.57j,5657.46+5390.23j,6001.92+5712.96j,6355.17+6041.57j,6726.2+6379.32j,7110.72+6718.28j,7511.56+7080.01j,7884.05+7431.94j,8269.98+7770.33j,8722.57+8186.84j,9140.5+8558.44j,9579.61+8949.47j,10046.4+9375.54j,10495.5+9776.44j
114661.7432,264.484+258.72j,345.761+338.063j,437.983+427.88j,540.381+527.42j,652.882+636.763j,775.142+755.758j,917.1693627509976+889.3410271346713j,1050.02+1021.86j,1203.06+1169.85j,1368.34+1329.36j,1540.71+1495.82j,1725.47+1674.28j,1919.31+1859.81j,2121.42+2053.21j,2331.79+2256.51j,2555.52+2468.35j,2789.61+2692.29j,3053.599224266691+2933.8017254417996j,3287.46+3163.08j,3552.88+3416.17j,3824.17+3672.21j,4105.71+3935.77j,4403.14+4215.34j,4707.05+4503.07j,5034.6+4805.99j,5350.43+5097.92j,5682.88+5402.2j,6028.94+5725.61j,6383.84+6054.92j,6756.84+6393.45j,7143.29+6733.04j,7546.07+7095.49j,7920.27+7448.19j,8308.15+7787.19j,8762.89+8204.57j,9182.88+8576.86j,9624.2+8968.63j,10093.2+9395.56j,10544.6+9797.23j
115536.5965,265.535+259.274j,347.145+338.791j,439.76+428.812j,542.603+528.583j,655.585+638.176j,778.353+757.434j,921.4431849412881+891.5572876984668j,1054.44+1024.15j,1208.13+1172.46j,1374.14+1332.36j,1547.25+1499.18j,1732.85+1678.07j,1927.53+1864.0j,2130.57+2057.86j,2341.8+2261.58j,2566.58+2473.91j,2801.7+2698.35j,3068.0370898341066+2940.9949709506022j,3301.86+3170.21j,3568.46+3423.86j,3840.98+3680.46j,4123.8+3944.58j,4422.7+4224.82j,4727.99+4513.19j,5057.06+4816.73j,5374.37+5109.27j,5708.39+5414.17j,6056.05+5738.28j,6412.6+6068.28j,6787.59+6407.58j,7175.97+6747.8j,7580.71+7110.96j,7956.62+7464.43j,8346.45+7804.05j,8803.36+8222.29j,9225.42+8595.28j,9668.97+8987.79j,10140.2+9415.58j,10593.8+9818.02j
116418.1249,266.59+259.828j,348.533+339.52j,441.543+429.747j,544.831+529.749j,658.297+639.591j,781.574+759.113j,925.7272439917238+893.77584760845j,1058.87+1026.44j,1213.2+1175.08j,1379.96+1335.35j,1553.81+1502.55j,1740.25+1681.86j,1935.77+1868.2j,2139.75+2062.51j,2351.83+2266.66j,2577.68+2479.49j,2813.83+2704.42j,3082.5129567237673+2948.1933914143856j,3316.31+3177.35j,3584.09+3431.56j,3857.83+3688.72j,4141.95+3953.4j,4442.32+4234.31j,4748.99+4523.31j,5079.6+4827.49j,5398.38+5120.63j,5733.99+5426.15j,6083.25+5750.95j,6441.46+6081.65j,6818.45+6421.73j,7208.77+6762.57j,7615.46+7126.44j,7993.1+7480.69j,8384.89+7820.91j,8843.98+8240.01j,9268.12+8613.71j,9713.9+9006.95j,10187.3+9435.6j,10643.1+9838.79j
117306.3792,267.648+260.384j,349.925+340.251j,443.331+430.683j,547.067+530.917j,661.017+641.009j,784.805+760.794j,930.0215383410479+895.9967098926519j,1063.31+1028.74j,1218.3+1177.71j,1385.8+1338.35j,1560.38+1505.91j,1747.66+1685.66j,1944.04+1872.41j,2148.97+2067.18j,2361.9+2271.75j,2588.81+2485.08j,2825.99+2710.51j,3097.0268727686116+2955.3969575771034j,3330.8+3184.5j,3599.77+3439.28j,3874.75+3696.99j,4160.16+3962.23j,4462.01+4243.81j,4770.07+4533.44j,5102.21+4838.25j,5422.48+5132.01j,5759.68+5438.14j,6110.54+5763.64j,6470.43+6095.02j,6849.41+6435.88j,7241.68+6777.35j,7650.35+7141.92j,8029.71+7496.94j,8423.48+7837.78j,8884.74+8257.74j,9310.97+8632.13j,9759.0+9026.11j,10234.6+9455.61j,10692.7+9859.56j
118201.4107,268.709+260.941j,351.322+340.982j,445.124+431.622j,549.309+532.088j,663.745+642.43j,788.045+762.479j,934.3260666478438+898.2198775634637j,1067.76+1031.04j,1223.4+1180.34j,1391.65+1341.35j,1566.98+1509.29j,1755.1+1689.46j,1952.33+1876.62j,2158.2+2071.85j,2371.99+2276.85j,2599.97+2490.67j,2838.2+2716.6j,3111.57888576761+2962.605639603755j,3345.34+3191.66j,3615.49+3447.0j,3891.71+3705.26j,4178.42+3971.07j,4481.76+4253.31j,4791.21+4543.58j,5124.9+4849.03j,5446.66+5143.39j,5785.45+5450.15j,6137.92+5776.33j,6499.49+6108.41j,6880.48+6450.04j,7274.7+6792.12j,7685.35+7157.41j,8066.45+7513.2j,8462.2+7854.64j,8925.66+8275.46j,9353.99+8650.54j,9804.27+9045.26j,10282.2+9475.62j,10742.5+9880.33j
119103.2713,269.773+261.499j,352.723+341.716j,446.921+432.561j,551.558+533.261j,666.481+643.853j,791.295+764.167j,938.6408277703523+900.4453536168887j,1072.23+1033.35j,1228.53+1182.97j,1397.52+1344.36j,1573.6+1512.67j,1762.56+1693.26j,1960.64+1880.83j,2167.47+2076.53j,2382.11+2281.95j,2611.17+2496.27j,2850.43+2722.69j,3126.169046789024+2969.819406916118j,3359.92+3198.83j,3631.27+3454.73j,3908.73+3713.55j,4196.74+3979.92j,4501.57+4262.83j,4812.41+4553.74j,5147.66+4859.81j,5470.92+5154.78j,5811.3+5462.16j,6165.4+5789.03j,6528.65+6121.8j,6911.65+6464.21j,7307.85+6806.91j,7720.49+7172.9j,8103.32+7529.47j,8501.07+7871.51j,8966.73+8293.19j,9397.16+8668.96j,9849.72+9064.41j,10329.8+9495.62j,10792.5+9901.08j
120012.0129,270.842+262.058j,354.128+342.451j,448.725+433.503j,553.814+534.435j,669.226+645.279j,794.555+765.859j,942.965820702992+902.6731410341849j,1076.71+1035.65j,1233.66+1185.61j,1403.4+1347.38j,1580.23+1516.06j,1770.05+1697.07j,1968.98+1885.06j,2176.75+2081.21j,2392.27+2287.05j,2622.39+2501.87j,2862.7+2728.79j,3140.797407109252+2977.0382283195086j,3374.55+3206.01j,3647.1+3462.47j,3925.81+3721.85j,4215.12+3988.78j,4521.45+4272.36j,4833.69+4563.9j,5170.49+4870.61j,5495.25+5166.18j,5837.25+5474.17j,6192.97+5801.74j,6557.91+6135.2j,6942.93+6478.38j,7341.11+6821.7j,7755.75+7188.39j,8140.32+7545.74j,8540.07+7888.38j,9007.95+8310.91j,9440.5+8687.37j,9895.34+9083.55j,10377.7+9515.62j,10842.6+9921.83j
120927.688,271.913+262.619j,355.538+343.188j,450.534+434.446j,556.076+535.612j,671.979+646.708j,797.825+767.553j,947.3010446597283+904.9032427772974j,1081.2+1037.97j,1238.82+1188.26j,1409.31+1350.39j,1586.89+1519.45j,1777.55+1700.89j,1977.35+1889.28j,2186.07+2085.9j,2402.45+2292.17j,2633.65+2507.48j,2875.01+2734.9j,3155.4640200897993+2984.2620719007386j,3389.22+3213.19j,3662.97+3470.21j,3942.92+3730.15j,4233.55+3997.64j,4541.39+4281.9j,4855.03+4574.07j,5193.4+4881.41j,5519.67+5177.59j,5863.28+5486.2j,6220.64+5814.46j,6587.27+6148.61j,6974.32+6492.56j,7374.49+6836.49j,7791.13+7203.88j,8177.46+7562.0j,8579.22+7905.25j,9049.32+8328.63j,9484.0+8705.78j,9941.13+9102.69j,10425.8+9535.61j,10893.0+9942.57j
121850.3497,272.988+263.18j,356.952+343.926j,452.348+435.391j,558.344+536.79j,674.738+648.138j,801.103+769.25j,951.6464989820055+907.1356617917877j,1085.71+1040.29j,1243.99+1190.9j,1415.23+1353.42j,1593.56+1522.85j,1785.08+1704.72j,1985.74+1893.52j,2195.41+2090.59j,2412.67+2297.29j,2644.95+2513.1j,2887.36+2741.02j,3170.1689378509955+2991.4909051956647j,3403.93+3220.38j,3678.88+3477.97j,3960.1+3738.46j,4252.04+4006.51j,4561.39+4291.44j,4876.44+4584.25j,5216.38+4892.22j,5544.17+5189.01j,5889.39+5498.23j,6248.39+5827.18j,6616.72+6162.02j,7005.82+6506.74j,7407.98+6851.28j,7826.64+7219.38j,8214.73+7578.28j,8618.51+7922.11j,9090.84+8346.35j,9527.66+8724.19j,9987.09+9121.82j,10474.0+9555.59j,10943.5+9963.29j
122780.0511,274.065+263.743j,358.371+344.666j,454.169+436.338j,560.619+537.971j,677.506+649.571j,804.391+770.949j,956.002183321351+909.3704009972225j,1090.23+1042.61j,1249.17+1193.56j,1421.17+1356.45j,1600.26+1526.25j,1792.63+1708.55j,1994.15+1897.76j,2204.79+2095.3j,2422.91+2302.43j,2656.27+2518.73j,2899.74+2747.15j,3184.912217828184+2998.7246948144j,3418.68+3227.58j,3694.85+3485.73j,3977.33+3746.78j,4270.59+4015.39j,4581.45+4301.0j,4897.92+4594.44j,5239.43+4903.04j,5568.74+5200.43j,5915.59+5510.27j,6276.23+5839.91j,6646.28+6175.44j,7037.43+6520.93j,7441.59+6866.08j,7862.28+7234.88j,8252.13+7594.55j,8657.95+7938.98j,9132.52+8364.07j,9571.48+8742.59j,10033.2+9140.94j,10522.4+9575.56j,10994.2+9984.01j
123716.8461,275.146+264.307j,359.793+345.406j,455.994+437.287j,562.9+539.154j,680.282+651.007j,807.688+772.652j,960.3680974212707+911.6074632963738j,1094.77+1044.93j,1254.37+1196.21j,1427.12+1359.48j,1606.97+1529.66j,1800.2+1712.38j,2002.59+1902.01j,2214.19+2100.0j,2433.19+2307.56j,2667.64+2524.37j,2912.17+2753.29j,3199.6939152967498+3005.96340684586j,3433.49+3234.79j,3710.87+3493.5j,3994.61+3755.11j,4289.2+4024.28j,4601.57+4310.55j,4919.46+4604.63j,5262.55+4913.86j,5593.39+5211.86j,5941.87+5522.31j,6304.17+5852.64j,6675.93+6188.86j,7069.14+6535.13j,7475.33+6880.88j,7898.04+7250.38j,8289.66+7610.82j,8697.53+7955.84j,9174.34+8381.79j,9615.47+8760.98j,10079.5+9160.05j,10571.0+9595.51j,11045.1+10004.7j
124660.7886,276.23+264.871j,361.22+346.149j,457.826+438.239j,565.189+540.34j,683.066+652.445j,810.995+774.358j,964.7442411779931+913.8468515715305j,1099.31+1047.26j,1259.58+1198.87j,1433.1+1362.52j,1613.7+1533.07j,1807.79+1716.22j,2011.05+1906.26j,2223.61+2104.72j,2443.5+2312.71j,2679.03+2530.01j,2924.63+2759.43j,3214.5140885044366+3013.20700655821j,3448.33+3242.0j,3726.93+3501.28j,4011.94+3763.45j,4307.86+4033.18j,4621.76+4320.12j,4941.06+4614.84j,5285.75+4924.69j,5618.12+5223.3j,5968.25+5534.36j,6332.2+5865.38j,6705.68+6202.29j,7100.96+6549.33j,7509.17+6895.68j,7933.93+7265.87j,8327.32+7627.09j,8737.24+7972.7j,9216.31+8399.49j,9659.6+8779.36j,10126.0+9179.14j,10619.8+9615.45j,11096.3+10025.4j
125611.9333,277.318+265.438j,362.65+346.892j,459.662+439.191j,567.484+541.527j,685.858+653.886j,814.312+776.067j,969.130614845564+916.0885686724204j,1103.87+1049.59j,1264.81+1201.54j,1439.09+1365.56j,1620.46+1536.49j,1815.4+1720.07j,2019.54+1910.52j,2233.07+2109.44j,2453.83+2317.86j,2690.46+2535.66j,2937.12+2765.58j,3229.3727971396415+3020.455458464211j,3463.22+3249.23j,3743.05+3509.07j,4029.33+3771.8j,4326.59+4042.09j,4642.0+4329.7j,4962.74+4625.05j,5309.03+4935.53j,5642.93+5234.75j,5994.71+5546.42j,6360.32+5878.13j,6735.53+6215.73j,7132.88+6563.52j,7543.13+6910.48j,7969.94+7281.36j,8365.12+7643.35j,8777.1+7989.55j,9258.44+8417.19j,9703.91+8797.73j,10172.7+9198.22j,10668.7+9635.38j,11147.6+10046.0j
