Frequency,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30,N=31,N=32,N=33,N=34,N=35,N=36,N=37,N=38,N=39,N=40,N=41,N=42,N=43,N=44,N=45
285457.9479,988.1890031739672+784.5942759190847j,1291.7315145334965+1024.2187622681984j,1636.5300738279398+1295.58167237366j,2023.0008972503122+1598.5806671984283j,2451.6642056929804+1933.086003974303j,2923.1564138751737+2298.9358738997616j,3438.2426163534274+2695.9310247092644j,3997.8294226374783+3123.828501582195j,4602.978192442556+3582.3343163563068j,5254.918720391469+4071.0948262632646j,5955.063411851805+4589.686571469893j,6705.021982336922+5137.604283210607j,7506.616697342045+5714.246731729614j,8361.898147052347+6318.900034510725j,9273.161516696739+6950.717990355902j,10242.963278244966+7608.698939588626j,11274.138158860485+8291.65858318879j,12369.8167912918+8998.20522502216j,13533.441202744014+9726.684603780534j,14768.781546014166+10475.147322700732j,16079.951328763675+11241.30124892342j,17471.41994423514+12022.449111273392j,18948.02230269546+12815.420139865219j,20514.96392518311+13616.491109186338j,22177.819668451884+14421.295504153135j,23942.523751952423+15224.719506127713j,25815.348162979237+16020.783532862304j,27802.865692839303+16802.508253814514j,29911.89298483419+17561.764311101484j,32149.408014147644+18289.105467115827j,34522.43497559488+18973.585887363726j,37037.88859284686+19602.56335745156j,39702.36811656342+20161.492285975917j,42521.89033608108+20633.7126903192j,45501.54958853683+21000.244990121915j,48645.09239275426+21239.6048714561j,51954.39489728589+21327.658114029513j,55428.83324495908+21237.54232215993j,59064.54146065476+20939.690463553467j
287635.9528,991.7780883329726+786.3498673889665j,1296.4333329794536+1026.5045882934423j,1642.503615619181+1298.4645481343935j,2030.4108034685014+1602.1253740545822j,2460.682187849893+1937.354723964078j,2933.9628439088306+2303.9875202240087j,3451.028292734094+2701.820449407718j,4012.7975188623295+3130.6055571017373j,4620.34639499591+3590.0427424358904j,5274.92156308122+4079.7709276015603j,5977.9548141234645+4599.357644389207j,6731.0779977304255+5148.286741511263j,7536.138477438103+5725.943872223509j,8395.215121669535+6331.599372214029j,9310.634792113062+6964.388079105307j,10284.989240346003+7623.285581522658j,11321.152270094231+8307.080310548947j,12422.29755473139+9014.347981150137j,13591.914221981973+9743.395260168094j,14833.823634007504+10492.226090030203j,16152.19457272625+11258.492710088733j,17551.555557506173+12039.43159320344j,19036.804098982073+12831.793179269995j,20613.211119084965+13631.760732697405j,22286.418676846944+14434.856996887964j,24062.428533465434+15235.837333672964j,25947.57846082715+16028.568093020229j,27948.502456941726+16805.88911397878j,30072.0699752063+17559.459663220896j,32325.29829166593+18279.587660199384j,34715.230890920044+18955.042957996415j,37248.77327360568+19572.856900227056j,39932.47639726261+20118.112231011874j,42772.256429129695+20573.7303089122j,45773.03878140229+20920.266045885746j,48938.3136666671+21135.72601616651j,52269.591437994764+21195.43096634616j,55765.748259706605+21071.951314812108j,59422.25778598404+20735.152381362124j
289830.5756,995.3740371679951+788.1080834137382j,1301.144298020141+1028.7937450263744j,1648.4890290735484+1301.3514921176275j,2037.8358219719755+1605.6748836726533j,2469.7191304607604+1941.628933814159j,2944.7928029692966+2309.045239316571j,3463.842923229429+2707.716353914624j,4027.8010126182207+3137.389233759285j,4637.757647036201+3597.757553240135j,5294.976536835137+4088.452660425294j,6000.90911346609+4609.032906531742j,6757.209651423431+5158.971045180385j,7565.750941232358+5737.639350821998j,8428.640500845337+6344.292054831954j,9348.237280533811+6978.044638104511j,10327.168767229652+7637.849452527989j,11368.348337850872+8322.467066305497j,12474.993247957034+9030.439880293365j,13650.640296779391+9760.034606632758j,14899.162654867254+10509.207452786268j,16224.784985734446+11275.553729257186j,17632.095541841627+12056.242076171555j,19126.054984469545+12847.942249584583j,20712.000110724668+13646.741727200239j,22395.640513734077+14448.049789253528j,24183.045581050144+15246.487752469522j,26080.618639989883+16035.764077915765j,28095.054169852883+16808.533302344727j,30233.273017646992+17556.23813493456j,32502.32947278271+18268.934678980164j,34909.28276237396+18935.10174022703j,37461.024052939145+19541.436718721932j,40164.04880671538+20072.64258841862j,43024.16283527432+20511.213511054557j,46046.10966000479+20837.230390354183j,49233.10635780728+21028.182850581215j,52586.27620007334+21058.840310863j,56103.96902587527+20901.202587497908j,59780.96628402037+20524.568658065244j
292041.9431,998.9768623366563+789.8689312088306j,1305.8644284672157+1031.086240577289j,1654.486341712201+1304.242512509688j,2045.2759924628704+1609.229202963562j,2478.775090062323+1945.9086370959321j,2955.646370472626+2314.1090284282886j,3476.686617925772+2713.6187249740924j,4042.8400545858613+3144.179502038087j,4655.212151992305+3605.4786952966524j,5315.083912959801+4097.139937027128j,6023.926667043401+4618.712222530903j,6783.4174081786+5169.656993623072j,7595.454687926435+5749.332878630577j,8462.175048026364+6356.977675917973j,9385.96994437501+6991.687105787478j,10369.503061138308+7652.389787619807j,11415.727851860696+8337.817820189854j,12527.90569725704+9046.479549872762j,13709.62164547421+9776.600830472398j,14964.801277942799+10526.089035323974j,16297.725750868782+11292.481213480532j,17713.04364649064+12072.876561281031j,19215.779327565324+12863.862209441262j,20811.335934346207+13661.427514599745j,22505.490885285144+14460.86551449514j,24304.38126633932+15256.660167770062j,26214.475662715293+16042.35814191792j,28242.52822293377+16810.4241015263j,30395.50968070444+17552.07889132332j,32680.50888088724+18257.120710683073j,35104.597036405576+18913.730458251222j,37674.645580678975+19508.263977149665j,40397.08694826495+20025.036247433505j,43277.606334608616+20446.10569440523j,46320.75186695718+20751.070716804537j,49529.44997816237+20916.896289785716j,52904.41468466648+20917.794621340265j,56443.44221260939+20725.192157400314j,60140.589005844835+20307.82382898863j
294270.183,1002.586576691609+791.632417978987j,1310.5937434194548+1033.3820830236991j,1660.495581450799+1307.1376174301j,2052.7313552251026+1612.7883387043073j,2487.8501239613493+1950.1938371579265j,2966.523626911035+2319.178884437633j,3489.5594883633194+2719.527548743712j,4057.914797270092+3150.9763315548216j,4672.710115884181+3613.206113791304j,5335.243966110778+4105.832667747885j,6047.007836693112+4628.395454123662j,6809.701739539684+5180.344381928522j,7625.250324156876+5761.024161063338j,8495.81953574285+6369.655821210377j,9423.833758689001+7005.314909446311j,10411.993339920762+7666.905806632523j,11463.292317986481+8353.131522318374j,12581.036748539467+9062.465590825424j,13768.860508372318+9793.092083999243j,15030.742197593241+10542.868415633111j,16371.020077994166+11309.272009068734j,17794.40365306654+12089.330968620072j,19305.981543279566+12879.547806604722j,20911.22366162273+13675.811378099712j,22615.975544817167+14473.295621409812j,24426.44199263698+15266.34375348864j,26349.156496849966+16048.336651081154j,28390.93199507451+16811.54442508873j,30558.787472786134+17546.96063868694j,32859.84368752655+18244.11939019738j,35301.17990378899+18890.896661874183j,37889.64210681723+19473.299026066576j,40631.5917703575+19975.245173395648j,43532.58280144342+20378.349162973478j,46596.953746340856+20661.718508711645j,49827.322175922294+20801.786020630647j,53223.96989056653+20772.201152066373j,56784.11120221374+20543.814965913385j,60501.043875388496+20084.801580266532j
296515.4241,1006.2031932868168+793.3985509163991j,1315.332262263717+1035.6812804096403j,1666.5167766414386+1310.036814920532j,2060.201951111546+1616.3522975393323j,2496.94429029457+1954.4845371086853j,2977.424653945537+2324.2548038234045j,3502.461647679951+2725.442810751002j,4073.0253954175187+3157.7796909432163j,4690.251747425493+3620.939752523039j,5355.456974450693+4114.530760911202j,6070.152989035689+4638.082460082047j,6836.063122263741+5191.0330012420645j,7655.1384642576295+5772.712897686832j,8529.574747261498+6382.32606803417j,9461.829710985608+7018.927465105716j,10454.640836651655+7681.396714086461j,11511.043262099032+8368.407101622011j,12634.388269849991+9078.396576297244j,13828.359155572653+9809.506481170982j,15096.988142751088+10559.543120984388j,16444.67121275678+11325.922896975691j,17876.179389143694+12105.60113014885j,19396.666076674413+12894.993682385608j,21011.66840250947+13689.886458608953j,22727.10027346009+14485.331378717581j,24549.23418966314+15275.527448798293j,26484.668127649747+16053.685669248433j,28540.272836092146+16811.876816121985j,30723.11381560365+17540.861626230715j,33040.34093461289+18229.903768568194j,35499.03729721987+18866.567205221298j,38106.01746558862+19436.501384048363j,40867.56362306344+19923.220327857987j,43789.08716069665+20307.885116667574j,46874.70230473216+20569.104017733873j,50126.69877396824+20682.77039842664j,53544.90230358723+20621.965874267105j,57125.91612043409+20356.964758548223j,60862.24448444258+19855.38493265382j
298777.7961,1009.8267253715343+795.1673372017256j,1320.0800046720135+1037.9838407456193j,1672.5499560256821+1312.940112954771j,2067.6878215578145+1619.9210859753857j,2506.057648018389+1958.7807398158686j,2988.3495342658807+2329.3367826944927j,3515.393210506262+2731.364495912373j,4088.172005709669+3164.5895479195733j,4707.837258296397+3628.6795538171664j,5375.723220174292+4123.234122656339j,6093.362495237872+4647.773096238512j,6862.502039976724+5201.722638252806j,7685.119730684409+5784.39878201578j,8563.441475135263+6394.987985598729j,9499.958800970187+7032.524177427574j,10497.446799808862+7695.861698879922j,11558.9822282436+8383.643466065769j,12687.962154322906+9094.271050147487j,13888.119881693547+9825.842098711946j,15163.541871651394+10576.110628844883j,16518.682436985735+11342.430591300417j,17958.37471338854+12121.682793729491j,19487.837421502012+12910.194361465612j,21112.67531586263+13703.645746690621j,22838.870898777102+14496.963861968425j,24672.764308294598+15284.199954670157j,26621.017535699386+16058.390961315374j,28690.558080189054+16811.403429110018j,30888.49606538681+17533.7596196886j,33222.00749475302+18214.446319036513j,35698.17488435384+18840.70822737593j,38323.77503823444+19397.829733999006j,41105.00214549166+19868.911716359427j,44047.113360073934+20234.653626572264j,47153.98317045899+20473.156241162724j,50427.553690092216+20559.766453186305j,53867.169827954815+20466.99346899018j,57468.79358054347+20164.534304015717j,61224.1000216842+19619.456255953417j
301057.4296,1013.4571863959673+796.9387840023968j,1324.836990612378+1040.2897720053074j,1678.5951487657594+1315.8475194303585j,2075.1890085807663+1623.4947103799022j,2515.1902568533997+1963.082447917278j,2999.2983517506855+2334.424816745449j,3528.3542929525847+2737.2925885296154j,4103.3547869015365+3171.4058692369344j,4725.466862627034+3636.425458641793j,5396.042988590105+4131.942657157518j,6116.636731306311+4657.467215367267j,6889.0189817873525+5212.413075518014j,7715.194753091252+5796.081501691076j,8597.420521768168+6407.641134711632j,9538.222040393777+7046.104439579828j,10540.412492043526+7710.299934425418j,11607.110776858137+8398.839502882742j,12741.760313959861+9110.08752852822j,13948.145008151245+9842.096974614224j,15230.40617059694+10592.568366362128j,16593.057066715148+11358.791738660882j,18040.993524421545+12137.571617778529j,19579.500104995182+12925.144255670375j,21214.249587867384+13717.082088607462j,22951.293267647157+14508.183961490637j,24797.03882198577+15292.349726976576j,26758.211711104508+16062.437977597952j,28841.795010166636+16810.106038736212j,31054.941467020075+17525.631913877733j,33404.85004824282+18197.71893311772j,35898.59800236119+18813.285172373136j,38542.917741803234+19357.241900199326j,41343.906299886236+19812.268322768476j,44306.65429125949+20158.59365272043j,47434.7804528096+20373.802992086134j,50729.85872959212+20432.690028478937j,54190.727609951115+20307.187440675923j,57812.67664512663+19966.41535888786j,61586.515083422244+19376.89744703997j
303354.4565,1017.0945900122812+798.7128984720079j,1329.6032403335014+1042.5990821286382j,1684.6523844458393+1318.7590421669356j,2082.7055548008466+1627.0731769738163j,2524.3421773990676+1967.3896637893179j,3010.2711914224055+2339.51890126266j,3541.3450127765236+2743.227072238787j,4118.5738999052855+3178.2286206513354j,4743.14077759823+3644.1774064329497j,5416.416569219302+4140.656266302267j,6139.9760783184865+4667.164667079618j,6915.614443836421+5223.10409097245j,7745.36417015539+5807.760737868341j,8631.512699984025+6420.285067482423j,9576.620453728008+7059.667632849618j,10583.53919294482+7724.710577514961j,11655.430491164185+8413.994076112067j,12795.78468457649+9125.84449770652j,14008.436882295706+9858.269107714961j,15297.583860695186+10608.913706878808j,16667.798450667182+11375.002917402813j,18124.039759412266+12153.263169891188j,19671.6586973096+12939.837657418091j,21316.396451145483+13730.1881743558j,23064.373272893223+14518.982365189971j,24922.064231124998+15299.964967884236j,26896.257633023022+16065.811856047076j,28993.990890662724+16807.966010013828j,31222.45718616755+17516.455298858753j,33588.875109694505+18179.692884348617j,36100.31171351153+18784.262726376015j,38763.44800324779+19314.694835014852j,41584.27427911124+19753.238141591362j,44567.70180408971+20079.64298138999j,47717.076780463234+20270.97080335307j,51033.583664571845+20301.455630616212j,54515.52795206177+20142.450135720865j,58157.49469652251+19762.498742113105j,61949.389604329655+19127.589949180703j
305669.0093,1020.7389500711001+800.4896877506404j,1334.3787743893483+1044.9117790151113j,1690.721693068322+1321.6746889060432j,2090.23750341739+1630.6564918355534j,2533.5134710744314+1971.7023895586285j,3021.2681394212054+2344.619031126124j,3554.365489252798+2749.1679300364804j,4133.829507835074+3185.057766897607j,4760.859223140309+3651.935335154659j,5436.84425503657+4149.3748498681525j,6163.3809219924315+4676.865297901248j,6942.28892811779+5233.79545819534j,7775.628627887958+5819.436165614241j,8665.718833087056+6432.9193271723125j,9615.15507833381+7073.213126401785j,10626.828197077197+7739.0927686733885j,11703.942970206524+8429.10602849834j,12850.037226087603+9141.540413420485j,14068.997878628983+9874.356456523587j,15365.077791345731+10625.143971286483j,16742.90997443225+11391.060634552105j,18207.51739398136+12168.752924901692j,19764.317807731724+12954.26873860908j,21419.121170822204+13742.95654023254j,23178.116832176045+14529.349563526754j,25047.84704330953+15307.033629163026j,27035.16228895824+16068.497403163467j,29147.152917552405+16804.96431519559j,31391.05027186321+17506.206066933744j,33774.08899630693+18160.338828293112j,36303.32072144267+18753.60484923602j,38985.367719518144+19270.144615659636j,41826.10349115118+19691.768149704723j,44830.2465595705+19997.7383014985j,48000.85315800614+20164.58500003524j,51338.69606533318+20165.976527564217j,54841.52028773095+19972.682688495537j,58503.17326486405+19552.67447042384j,62312.618614514664+18871.41502562964j
308001.2218,1024.390280627043+802.2691589633304j,1339.163613619798+1047.2278705278713j,1696.8031050482768+1324.594467311339j,2097.7848982289215+1634.2446608942382j,2542.7042000998645+1976.020627103531j,3032.2892830402884+2349.7252007957263j,3567.415843275251+2755.1151442454357j,4149.121775704922+3191.8932717571815j,4778.622422009187+3659.699181261859j,5457.326342816405+4158.098305401154j,6186.851653078105+4686.56895112237j,6969.04294302412+5244.486946197252j,7805.988780480578+5831.107453572908j,8700.039753395602+6445.543448504806j,9653.826964351367+7086.740277123958j,10670.280814517932+7753.4456317171425j,11752.649833611136+8444.174179544028j,12904.519919767408+9157.173701271815j,14129.830399534581+9890.356938188143j,15432.890844626218+10641.256425341957j,16818.39505683326+11406.96132576043j,18291.430437165815+12184.036264963066j,19857.482086086922+12968.431547261163j,21522.429054097454+13755.379560770489j,23292.529896104686+14539.275840664472j,25174.39379285724+15313.543395583525j,27174.932638858816+16070.479104269474j,29301.288250881906+16801.081503187692j,31560.727654974133+17494.85999808758j,33960.497788394656+18139.62680812255j,36507.62938159165+18721.274741250712j,39208.67823552817+19223.54642722286j,42069.3905381977+19627.804280540127j,45094.27806702434+19912.815120329295j,48286.088927322315+20054.56967431758j,51645.16119350934+20026.164789549708j,55168.65097798715+19797.785174348435j,58849.63395380035+19336.831773494407j,62676.09224463454+18608.25368267472j
310351.2289,1028.0485959380035+804.0513192196743j,1343.9577791627119+1049.5473644900153j,1702.8966512403085+1327.5183849607995j,2105.3477836389784+1637.8376899263108j,2551.91442758266+1980.3443780293157j,3043.3347107706277+2354.8374042944993j,3580.4961972351307+2761.068696538144j,4164.450870881392+3198.735097926263j,4796.430599956957+3667.46887963464j,5477.863133266072+4166.826528150824j,6210.3886672145445+4696.275466795369j,6995.877003431194+5255.178319331653j,7836.445290489539+5842.774263819425j,8734.4763051538+6458.156956653149j,9692.637174880248+7100.24842937427j,10713.898372124862+7767.768273066686j,11801.552719872958+8459.197325678746j,12959.234769974279+9172.742755585869j,14190.936873084058+9906.268428508098j,15501.025931597782+10657.248279969535j,16894.257152883485+11422.70135263649j,18375.782942392147+12199.108472930235j,19951.15621352062+12982.320008726638j,21626.325438572632+13767.44945023691j,23407.618440331313+14548.751273090647j,25301.71102465881+15319.481686089344j,27315.57563992196+16071.741100884274j,29456.403982941454+16796.297705543155j,31731.496150573883+17482.392342200023j,34148.10737257748+18117.526204975424j,36713.241681817206+18687.234829437613j,39433.380321936886+19174.854544842798j,42314.13115431815+19561.29143151007j,45359.78459783782+19824.80778563845j,48572.76169656381+19940.847690110582j,51952.94196820059+19881.93125129414j,55496.86320947844+19617.65665228584j,59196.79429777485+19114.859199934737j,63039.69539770414+18337.98709527211j
312719.1661,1031.7139104625148+805.8361756140916j,1348.7612924543596+1051.8702686837596j,1709.002362912548+1330.4464493518792j,2112.926204647485+1641.4355845554883j,2561.1442174410377+1984.6736436844294j,3054.4045122488487+2359.955635217022j,3593.606675257998+2767.0285678675564j,4179.81696288911+3205.5832070550223j,4814.283985497065+3675.244363622956j,5498.454930936008+4175.559411066073j,6233.992365298831+4705.98468158743j,7022.791630757498+5265.869337214287j,7866.998828929558+5854.436251734724j,8769.029342514525+6470.759367708846j,9731.586786260963+7113.736914692777j,10757.682211978667+7782.059781965215j,11850.65328774872+8474.174239383592j,13014.183806363779+9188.245938053897j,14252.319756021436+9922.088760049224j,15569.485994476076+10673.116689343882j,16970.499751362437+11438.277002172032j,18460.57899497764+12213.964735428548j,20045.34491463868+12995.927917506013j,21730.815703433986+13779.158253534486j,23523.388473005856+14557.765720656002j,25429.805287794323+15324.835650040684j,27457.098226987477+16072.267191812754j,29612.507141468483+16790.592622104643j,31903.362422123202+17468.777824770725j,34336.92335456697+18094.00577438336j,36920.16120610893+18651.446765552522j,39659.47413298115+19124.022330651387j,42560.320155898604+19492.17346127561j,45626.75309154979+19733.649516989568j,48860.84727307939+19823.340683555947j,52261.99883899251+19733.185574020383j,55826.096956263355+19432.19512882j,59544.56760859256+18886.64474634319j,63403.307808823236+18060.496460539922j
315105.1704,1035.3862388681275+807.6237352234717j,1353.574175226677+1054.1965908505197j,1715.1202717639003+1333.3786678962947j,2120.5202068839626+1645.0383502426967j,2570.393634466266+1989.0084251411286j,3065.4987782905077+2365.0798867155663j,3606.747403016282+2772.9947385071982j,4195.22022333337+3212.437559755412j,4832.1828103084645+3683.025564917085j,5519.102044197155+4184.296844771175j,6257.663153182266+4715.696428820986j,7049.787352919175+5276.559754669339j,7897.650075111404+5866.0930659576525j,8803.699729542901+6483.350188546551j,9770.676887070516+7127.205051920865j,10801.633692705262+7796.319229759209j,11899.95321390236+8489.103669580036j,13069.369078181688+9203.681579163998j,14313.98152963498+9937.81572284677j,15638.274011921363+10688.85874769061j,17047.12637649382+11453.684484489604j,18545.822718942145+12228.600137857382j,20140.052955407504+13009.248935109432j,21835.90525567258+13790.497848565745j,23639.846019114346+14566.308828822557j,25558.683142424947+15329.592156327515j,27599.507313183807+16072.040823015215j,29769.60469383715+16783.94550535023j,32076.332982078682+17453.99062979241j,34526.951104788975+18069.033593636508j,37128.3911049901+18613.871419394338j,39886.959179971585+19071.002218199777j,42807.95142235294+19420.393160606724j,45895.16916759064+19639.272339157727j,49150.31955781671+19701.969103117495j,52572.289707163814+19579.83625695449j,56156.28878767626+19241.29771173812j,59892.86290931601+18652.07587045844j,63766.80375983397+17775.66338717444j
317509.3796,1039.0655960247868+809.4140051082228j,1358.396449515502+1056.526338687991j,1721.2504099300143+1336.315047916954j,2128.129836552937+1648.645992297719j,2579.6627442903978+1993.3487232009331j,3076.617600927597+2370.2101514854194j,3619.9185077873585+2778.967188028761j,4210.660826209598+3219.29811550527j,4850.127308715249+3690.8124136708498j,5539.804785251345+4193.0387175342585j,6281.401441782236+4725.4105383987935j,7076.864704629905+5287.249321576328j,7928.39971670417+5877.744348269827j,8838.488342064931+6495.928916109902j,9809.90858092259+7140.652146102065j,10845.754189149371+7810.545669708411j,11949.454197348296+8503.984339690998j,13124.792663089875+9219.047974479123j,14375.92470889733+9953.447060176904j,15707.392986823394+10704.471492832861j,17124.140589453553+11468.919930593362j,18631.518276740997+12243.009662247328j,20235.285128893993+13022.276593405033j,21941.59954073507+13801.459937085214j,23756.997136950762+14574.37001485972j,25688.351154029566+15333.737788774952j,27742.809776261933+16071.045085240872j,29927.70350707949+16776.335170946633j,32250.414212453128+17438.00436866718j,34718.19571430347+18042.5770685315j,37337.934118323814+18574.468832274113j,40115.83429946356+19015.745700216612j,43057.01784126171+19345.8922523003j,46165.0170092163+19541.607132845056j,49441.15050868896+19576.652179542874j,52883.76982031533+19421.790679203696j,56487.37183517428+19044.860570010467j,60241.584704629655+18411.039740996894j,64130.05205728467+17483.36988674171j
319931.9325,1042.7519970085561+811.206992311104j,1363.2281376548221+1058.859519851008j,1727.3928099801524+1339.2555966476707j,2135.75514052323+1652.2585158544211j,2588.951613437046+1997.6945383776463j,3087.761073393457+2375.3464217627625j,3633.120118637622+2784.945895243607j,4226.138947631263+3226.1648327085422j,4868.117718286109+3698.604838316315j,5560.5634705250795+4201.784915125851j,6305.207647174893+4735.1268367312605j,7104.0242272468295+5297.9377828456945j,7959.248450142308+5889.389733370602j,8873.39606611388+6508.495037744295j,9849.282983267465+7154.077489287425j,10890.045093435212+7824.738136328647j,11999.157955261755+8518.814948638399j,13180.456659167736+9234.343386859851j,14438.151829934799+9968.980472348487j,15776.845960328614+10719.951899558964j,17201.545981899362+11483.979393356796j,18717.66986836082+12257.188185340005j,20331.046273078246+13035.004283503251j,22047.904029883208+13812.036046434092j,23874.84789567721+14581.938473314523j,25818.815886044336+15337.258842327685j,27887.012472614413+16069.262695688312j,30086.810372666856+16767.739969255665j,32425.61228552946+17420.79211331206j,34910.66196959451+18014.602927589985j,37548.79249876209+18533.198243315488j,40346.09763119722+18958.20330762386j,43307.51126558437+19268.611380407594j,46436.27934307553+19440.583595919154j,49733.310038001524+19447.30796314106j,53196.39169119147+19258.955115128512j,56819.27556788147+18842.77914061345j,60590.632967119825+18163.423186959546j,64492.915783887234+17183.498744252374j
322372.9692,1046.4454571046654+813.0027038559115j,1368.0692622855358+1061.19614194843j,1733.5475049110164+1342.2003212335617j,2143.3961662397296+1655.875925891272j,2598.2603092875042+2002.0458709030795j,3098.929290089367+2380.4886893291496j,3646.352366109034+2790.930838278528j,4241.6547659637245+3233.037668646266j,4886.154279690301+3706.4027655829423j,5581.378420283609+4210.535320896404j,6329.082191071381+4744.845146552012j,7131.266468646717+5308.624878387439j,7990.196980123203+5901.028848929984j,8908.423798777265+6521.04803078594j,9888.801224377337+7167.480359366888j,10934.507814032493+7838.895645384648j,12049.066225114157+8533.59416967231j,13236.363189410291+9249.566044243351j,14500.66546036494+9984.413611981252j,15846.636000160566+10735.2968829475j,17279.34618422739+11498.858842440528j,18804.281728906706+12271.130477280936j,20427.34125890204+13047.425257898309j,22154.824234991276+13822.217518049343j,23993.404392600714+14589.003161360757j,25950.083908061584+15340.14131059386j,28032.12221296817+16066.67600113335j,30246.931986171123+16758.13778335614j,32601.93321201464+17402.326346634072j,35104.35435923966+17985.07719326149j,37760.96799735665+18490.01806994155j,40577.74654174995+18898.324632630683j,43559.422450973216+19188.49011678491j,46708.93734057422+19336.13027872295j,50026.765932306764+19313.853339096182j,53510.104959659104+19091.2348183711j,57151.92574569701+18634.948113675302j,60939.902891166406+17909.1129918924j,64855.25225261679+16875.933572338105j
324832.6307,1050.1459918047167+814.8011467477783j,1372.9198463502246+1063.5362125439053j,1739.7145281828218+1345.1492287203853j,2151.052961810979+1659.4982272067355j,2607.588900131556+2006.402720710382j,3110.122346739197+2385.63694546392j,3659.615382635357+2796.9219944557544j,4257.208461923515+3239.916579435541j,4904.237236367084+3714.2061205684236j,5602.249959024976+4219.289815632419j,6353.025500166394+4754.565287057512j,7158.591984366483+5319.3103426998105j,8021.246020948631+5912.661315071493j,8943.572448667433+6533.58736225627j,9928.464447192957+7180.860020539132j,10979.14377545384+7853.017193685662j,12099.180766327943+8548.320649334j,13292.514402418015+9264.714138734282j,14563.468196501894+9999.744084125743j,15916.766211652453+10750.503292752965j,17357.54486445742+11513.554162947908j,18891.358129809065+12284.831198703785j,20524.174996150112+13059.532624462043j,22262.365692753097+13831.9955105124j,24112.672743978706+14595.552797270117j,26082.161775816596+15342.370888481999j,28178.145760994696+16063.266967925625j,30408.07493720239+16747.50602073864j,32779.38281231311+17382.578961815976j,35299.2770317244+17953.965186875557j,37974.46188698329+18444.885857448247j,40810.77765623249+18836.058262033977j,43812.741012587336+19105.466950149574j,46982.970580403184+19228.174560303247j,50321.48380091383+19176.20401097784j,53824.85636392992+18918.533976790648j,57485.24435396643+18421.261436013265j,61289.28487545009+17647.995857864364j,65216.91288665522+16560.558995048155j
327311.0591,1053.8536168110081+816.6023279717302j,1377.7799130960693+1065.8797391542525j,1745.893913661175+1348.102326068383j,2158.72557594931+1663.1254244325175j,2616.9374550777575+2010.7650874539017j,3121.3403401707087+2390.7911809977236j,3672.909302124409+2802.919340395756j,4272.800218439288+3246.8015200541463j,4922.366835076235+3722.0148265650287j,5623.178414978075+4228.0482776684485j,6377.038006322954+4764.287073807828j,7186.001335826363+5329.993905328471j,8052.396294942409+5924.286744750937j,8978.842934357554+6546.112489205523j,9968.27380997438+7194.215722222818j,11023.954420430022+7867.101758019805j,12149.503357383486+8562.993008002128j,13348.912468405226+9279.785827411626j,14626.562660078796+10014.969446600984j,15987.239725636875+10765.567916930113j,17436.145717118365+11528.061158309541j,18978.90337974103+12298.284897840467j,20621.55242218642+13071.319348286084j,22370.533964423972+13841.36099516269j,24232.65906913849+14601.575862443131j,26215.056031782686+15343.932963600606j,28325.08983454331+16059.017169975219j,30570.245696089423+16735.821606770365j,32957.96667685332+17361.521269422225j,35495.43380445459+17921.23149656105j,38189.27483056417+18397.758348439034j,41045.186736809716+18771.35183736065j,44067.45540246471+19019.479254758204j,47258.356957077514+19116.642677489173j,50617.42692579671+19034.274593542406j,54140.58950446325+18740.755922260818j,57819.149319603894+18201.61262173955j,61638.66430824119+17379.95867553049j,65577.74299341472+16237.261046772046j
329808.3975,1057.5683480312728+818.4062544934636j,1382.6494860814078+1068.226729247118j,1752.0856956880434+1351.059620132511j,2166.4140580075664+1666.7575220221133j,2626.30604418875+2015.1329704704567j,3132.583368542735+2395.9513862458343j,3686.234260379574+2808.9228518952004j,4288.43022093315+3253.692444248505j,4940.543325499096+3729.8288051491086j,5644.164120739728+4236.810582672201j,6401.120147188753+4774.010318495853j,7213.4950920649035+5340.675290272726j,8083.648533307324+5935.904743387939j,9014.23618709439+6558.622857689283j,10008.23048319743+7207.546699842269j,11068.941208135548+7881.14829542358j,12200.03579832425+8577.609838538378j,13405.559585502942+9294.779229334963j,14689.951506188678+10030.08720598642j,16058.059711587543+10780.487475047386j,17515.152478005133+11542.37554225719j,19066.921824110203+12311.48600819414j,20719.478512490517+13082.778243322547j,22479.334645062736+13850.304746753132j,24353.369510589484+14607.06058452913j,26348.773212549953+15344.812603456015j,28472.961097896172+16053.90778162665j,30733.450609295385+16723.060972331623j,33137.69019317976+17339.12395897783j,35692.82809559509+17886.84000068882j,38405.40698343939+18348.591369236754j,41280.96871729419+18704.151983649124j,44323.55280721864+18930.4633323329j,47535.072635865436+19001.459707557537j,50914.55621425477+18887.978594603992j,54457.2449222726+18557.80295488204j,58153.554559421216+17975.894612715707j,61987.92143830974+17104.88868106806j,65937.5817730071+15905.927166973837j
