Frequency,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27
10556777.96,1690.846404478686+805.3043153417016j,2492.393674700832+1092.5462310272983j,3496.040283264142+1359.745175148473j,4730.187026713469+1540.0084774454128j,6210.44524080128+1528.6727573346739j,7909.462012297681+1176.9895530599842j,9708.763789762572+310.2054675132364j,11353.075625275538-1202.2050350565678j,12477.595911700893-3318.064666634844j,12771.080129586044-5735.042151226947j,12184.72718088602-7992.913371145469j,10964.144107778311-9725.510043607941j,9467.781609835441-10814.863614287275j,7979.858282250474-11343.268189647231j,6651.652694856287-11468.057122635622j,5532.183546518691-11336.720229232458j,4615.730763267524-11058.15357047358j,3875.034172871-10703.775334357158j,3278.4348213731505-10317.33520578679j,2796.976174814148-9924.396377545894j,2406.534838918091-9539.243580337443j,2087.858302811592-9169.389512079757j,1825.8833928022766-8818.366810744355j
10637324.73,1695.6635190446013+806.1827580322297j,2499.9672422955828+1092.9075972935257j,3507.398390754929+1358.381380859974j,4746.370960860873+1534.6010105727805j,6231.840709220932+1515.2245359509623j,7934.268128381195+1149.5558438418793j,9730.552107417934+262.06223349943735j,11359.010175130905-1274.3839553720761j,12451.397491652217-3407.78666926713j,12702.690285498373-5823.949103872228j,12078.792841410785-8059.28266056395j,10837.11092633925-9756.399910739508j,9337.431303892954-10809.793394517144j,7858.228172689842-11309.415476216394j,6544.246296728671-11414.401274368305j,5440.106955771924-11270.912068628071j,4537.888402772567-10985.721581493004j,3809.524801400001-10628.379678501595j,3223.2550027723155-10241.27269755373j,2750.3122696094447-9849.050394815484j,2366.850333916186-9465.411646225164j,2053.892093479345-9097.502464474368j,1796.6156008220128-8748.62968959225j
10718486.06,1700.4964436176365+807.0547728312282j,2507.5697443582317+1093.246796743995j,3518.803024059398+1356.9590265588333j,4762.614018832676+1529.0599939589965j,6253.270864077707+1501.5076582516444j,7958.974237910947+1121.657359150549j,9751.889310545313+213.28053118773417j,11363.898907811355-1347.1189838920363j,12423.57721993623-3497.4621982128597j,12632.627460582404-5911.787229812689j,11971.863513687069-8123.715690404688j,10710.10198407983-9785.109331313492j,9207.95153187618-10802.867661628685j,7737.933977347813-11274.276546084508j,6438.316880653965-11360.01684229245j,5349.455433377995-11204.815236773311j,4461.3316919138815-10913.311392955226j,3745.1362943529903-10553.210722667241j,3169.0362564376446-10165.565538307736j,2704.4668298822926-9774.136529295965j,2327.8620153371166-9392.054412206457j,2020.5192589636813-9026.110604742233j,1767.8554985758783-8679.394170353075j
10800266.63,1705.3452518409247+807.9202540762268j,2515.2013231109895+1093.5634833361564j,3530.2543134593043+1355.4771953312047j,4778.915850423141+1523.3833713387248j,6274.733390246482+1487.5183884770306j,7983.572883243491+1093.2895893328432j,9772.75931557177+163.86065339507536j,11367.72058711684-1420.3934942625701j,12394.127215365805-3587.052140600915j,12560.917523598242-5998.512509094726j,11863.992684512188-8186.193936216949j,10583.170266566663-9811.655312838684j,9079.374574127585-10794.124880541862j,7618.985120451631-11237.89334975888j,6333.858063125811-11304.93909153849j,5260.214443790917-11138.455499658276j,4386.043192150414-10840.940127056727j,3681.851202595677-10478.27889185146j,3115.7624617448564-10090.219349534716j,2659.4255399512695-9699.657097761841j,2289.557421349089-9319.171978339768j,1987.7290523689824-8955.212573814937j,1739.5938491675386-8610.657951505225j
10882671.18,1710.21001779679+808.7790946928142j,2522.862120872888+1093.857305981499j,3541.752384544063+1353.9349566177405j,4795.276079429394+1517.5690590307997j,6296.225883828547+1473.2529634472032j,8008.056403008007+1064.448089472442j,9793.1458025813+113.80327607479909j,11370.454190599792-1494.1900493980706j,12363.040808797148-3676.516832209862j,12487.58790007355-6084.081746650255j,11755.234226342422-8246.700785270743j,10456.367695101577-9836.056391881119j,8951.731159567029-10783.603926010866j,7501.389801280213-11200.307404972657j,6230.8627796841465-11249.20252773377j,5172.369206548872-11071.857869137815j,4312.005485968737-10768.624288568037j,3619.6522327386288-10403.594151140374j,3063.4177078131142-10015.239428268895j,2615.1743043767565-9625.614196719456j,2251.924299717156-9246.764300221395j,1955.5109169980042-8884.80692182369j,1711.8215841497042-8542.41867827339j
10965704.47,1715.0908160087022+809.6311861739279j,2530.5522800306917+1094.127908469195j,3553.2973580014523+1352.3313660296528j,4811.694302796773+1511.614945775787j,6317.74584987629+1458.7075935950402j,8032.416929453313+1035.128485487217j,9813.032222162316+63.109472594146276j,11372.078941844738-1568.4903967016803j,12330.312576568169-3765.816101731638j,12412.667539033515-6168.452640496648j,11645.64231334865-8305.221541112485j,10329.74507893599-9858.33257231765j,8825.050477364959-10771.344019649547j,7385.155032507916-11161.559766356095j,6129.3233208772435-11192.840894494291j,5085.904720099243-11005.046613824714j,4239.201189658104-10696.379779287368j,3558.5222522859667-10329.166018933793j,3011.986294343247-9940.630757831812j,2571.699246464872-9552.009710422828j,2214.9506053091463-9174.831194839038j,1923.8544835717853-8814.892112356518j,1684.5298007059193-8474.67394550952j
11049371.29,1719.9877214429994+810.4764185589311j,2538.271943008427+1094.3749293887329j,3564.8893494052036+1350.6654651600406j,4828.170089748573+1505.5188925739062j,6339.290700078851+1443.8784640859726j,8056.646385904612+1005.3264804426649j,9832.401802922497+11.780728116657771j,11372.57434349838-1643.275464731189j,12295.93837208382-3854.909317192836j,12336.186876086002-6251.583848361547j,11535.271337973765-8361.743423777012j,10203.352071385583-9878.505262256174j,8699.360191347887-10757.384668821594j,7270.286678745536-11121.690997288893j,6029.231367263716-11135.887172109238j,5000.805784682136-10938.045270393486j,4167.6129652275595-10624.221912277164j,3498.4442943392564-10255.003579915934j,2961.4527321204428-9866.398018159547j,2528.986706695756-9478.845318705911j,2178.624497589489-9103.372346275466j,1892.7495673843086-8745.466526419927j,1657.70975888681-8407.421300526426j
11133676.47,1724.9008095106751+811.3146804123069j,2546.0212522363813+1094.5980020510228j,3576.528468993301+1348.936281396787j,4844.702980888055+1499.2787325414556j,6360.857750417325+1428.7617360128838j,8080.736484333307+975.0378611094918j,9851.2375596903-40.181045996201824j,11371.92021105481-1718.525361155474j,12259.915355455129-3943.7554343729876j,12258.177793016492-6333.435052459916j,11424.175828066982-8416.255565786334j,10077.237129443045-9896.597209877651j,8574.686456522762-10741.765607397432j,7156.789495125064-11080.741143853738j,5930.578023594358-11078.373577448296j,4917.057024318173-10870.876655280743j,4097.223531748797-10552.165426132482j,3439.4015619444826-10181.115497864123j,2911.8017433523673-9792.545595947135j,2487.023241038266-9406.122504559426j,2142.934338052698-9032.387311168053j,1862.1861655437342-8676.528466423419j,1631.352878892704-8340.658245874078j
11218624.9,1729.830156069054+812.1458588019518j,2553.800350118071+1094.7967544088665j,3588.214821440408+1347.142827733087j,4861.292487279094+1492.892270776204j,6382.444218795793+1413.353547656985j,8104.6787230614345+944.2585047275932j,9869.522302422896-92.77349775059801j,11370.096707309254-1794.2193721892156j,12222.24202104703-4032.31304714621j,12178.673574044988-6413.967022181256j,11312.410365056709-8468.74900394259j,9951.447477122552-9912.632438404542j,8451.053937810724-10724.526738481356j,7044.667166038905-11038.749710922491j,5833.353852086967-11020.331564973436j,4834.642907739314-10803.562876579857j,4028.0156759887204-10480.224499096399j,3381.3774319438244-10107.510028080063j,2863.0182617907285-9719.07759451813j,2445.795619166119-9333.84256146738j,2107.8686876590173-8961.875524038951j,1832.1544541410362-8608.076159846683j,1605.450738348247-8274.382241924368j
11304221.46,1734.7758374231316+812.9698392774512j,2561.6093789965553+1094.970808975983j,3599.948505623496+1345.2841025769112j,4877.938089504763+1486.357284233315j,6404.047222631352+1397.6500158562435j,8128.464384600668+912.984386023376j,9887.23864584187-145.99382005718746j,11367.084377443807-1870.3359634886356j,12182.91822278906-4120.540439660568j,12097.708858834001-6493.141674514179j,11200.029503171549-8519.216667091132j,9826.029072567395-9926.636180420526j,8328.48583086659-10705.708079180582j,6933.922343748859-10995.755640240322j,5737.54890482397-10961.791828823518j,4753.547768604472-10736.125346372799j,3959.9722623967073-10408.41276304863j,3324.3554585436773-10034.195029697024j,2815.0874326440285-9645.997843420075j,2405.290822622681-9262.006600580804j,2073.416304237758-8891.836302425065j,1802.6447855265562-8540.107762978192j,1579.9950696356689-8208.590709430526j
11390471.12,1739.7379303274379+813.7865058474436j,2569.448481119247+1095.1197827448095j,3611.7296143802873+1343.3590895591065j,4894.6392367007375+1479.6715216162233j,6425.663776426917+1381.6472374365267j,8152.084533647731+881.211584441453j,9904.369019812684-199.83873635924257j,11362.86418463281-1946.8527827162675j,12141.945197092995-4208.395640279396j,12015.319592397758-6570.922132003587j,11087.087690142605-8567.65335989882j,9701.026578534866-9938.634811752849j,8207.003884588023-10685.349707402103j,6824.556686841822-10951.797290466055j,5643.152755148474-10902.784305823388j,4673.755824632572-10668.584793123166j,3893.076242508655-10336.743317396427j,3268.3193764742405-9961.1779776744j,2767.994612347186-9573.309907828076j,2365.4960428517315-9190.615557572377j,2039.5661398861562-8822.268851863617j,1773.6476855043297-8472.62136431497j,1554.9777572329433-8143.281031926475j
11477378.85,1744.716511987173+814.5957409571868j,2577.3177986013998+1095.2432871033309j,3623.558234259449+1341.3667573417517j,4911.395345565154+1472.8327032807026j,6447.290789307693+1365.3412907533557j,8175.530015237828+848.9362916394459j,9920.895680487814-254.30448628042421j,11357.417546178574-2023.7466635838464j,12099.325583325564-4295.83647706669j,11931.54297204526-6647.272778070899j,10973.639189438469-8614.055742827557j,9576.483336699104-9948.655785120096j,8086.628425457264-10663.4917107804j,6716.570898433662-10906.912419098637j,5550.154528257949-10843.338179500202j,4595.251196048828-10600.9612744215j,3827.3106637275023-10265.228742783565j,3213.253103794689-9888.465974523264j,2721.7253680811914-9501.017097576992j,2326.3986792515275-9119.670199447715j,2006.3073383431883-8753.172270686759j,1745.1538506384702-8405.614988044637j,1530.390835122616-8078.450558136831j
11564949.68,1749.7116600597233+815.3974254653718j,2585.2174733882384+1095.340927750527j,3635.4344452651467+1339.306059423263j,4928.205799344823+1465.8385211521418j,6468.925062539541+1348.728237311448j,8198.791453084557+816.1548191759191j,9936.800722227423-309.38681142477253j,11350.726370004923-2100.993631721856j,12055.063441632437-4382.820634804654j,11846.417391501142-6722.1593095320095j,10859.738004377308-8658.422308401343j,9452.441345274834-9956.727563741242j,7967.378383427476-10640.174137734244j,6609.964764085083-10861.138166240946j,5458.542930753927-10783.481884877328j,4518.0179230347-10533.274189762578j,3762.658677551851-10193.881114661133j,3159.1407444227702-9816.065761845486j,2676.2654772373403-9429.122476115721j,2287.9863370522075-9049.171130948976j,1973.6292323659275-8684.545554680612j,1717.1541455045763-8339.086597246252j,1506.2264841783-8014.09660416043j
11653188.65,1754.7234526559173+816.1914386207322j,2593.147647215697+1095.4123046107836j,3647.3583205910413+1337.17593394604j,4945.069946794152+1458.6866386621418j,6490.563287022268+1331.804123483018j,8221.859248099658+782.8636064825323j,9952.06609031481-365.08094127386687j,11342.773091509538-2178.568912187062j,12009.164268089578-4469.305713290512j,11759.982382501712-6795.54878607608j,10745.437804144927-8700.753353961678j,9328.941240205888-9962.879555098456j,7849.271319159046-10615.436950652505j,6504.737189418527-10814.511040164649j,5368.306279281852-10723.24311407993j,4442.0399824687875-10465.542293551007j,3699.103547303417-10122.712016740164j,3105.966590306482-9743.983731558745j,2631.600926619276-9357.628869043125j,2250.2468252444946-8979.118800952547j,1941.5213411010216-8616.387601591987j,1689.6396000032635-8273.034097066486j,1482.4770296384127-7950.21645571185j
11742100.88,1759.751968341004+816.9776580384126j,2601.1084615698146+1095.4570117467638j,3659.3299263498684+1334.975303498999j,4961.987101113704+1451.3746906941565j,6512.202040756807+1314.5649823372403j,8244.723577125655+749.0592290291522j,9966.673594480213-421.38157928447777j,11333.540710634328-2256.4469388153652j,11961.635006981745-4555.249286889516j,11672.27855385669-6867.409676679156j,10630.791852097509-8741.05095102317j,9206.022279603396-9967.142045025146j,7732.323452643115-10589.319981270875j,6400.886237158267-10767.066904500996j,5279.432528291936-10662.648822719246j,4367.301303785722-10397.783708136794j,3636.6286551949706-10051.732554111617j,3053.7151233153636-9672.225936882465j,2587.717911594589-9286.538872552155j,2213.1681543693758-8909.513508514476j,1909.9733674300671-8548.697215433978j,1662.601406675143-8207.455337739293j,1459.1349385679919-7886.807370163853j
11831691.5,1764.7972861360256+817.7559596755827j,2609.100057644075+1095.4746372718762j,3671.3493212913145+1332.7030749240473j,4978.956538856441+1443.9002835567999j,6533.8377862994375+1297.0068355576277j,8267.374391879046+714.7384067632704j,9980.604923241473-478.28288921993857j,11323.012829105897-2334.6013653497102j,11912.484060237844-4640.608965040949j,11583.347528415876-6937.711902668665j,10515.85293628378-8779.318911455059j,9083.722331539982-9969.546132300815j,7616.549692840442-10561.86288817144j,6298.4091637773645-10718.84096710725j,5191.909296800704-10601.725236908256j,4293.7857841298455-10330.01593699366j,3575.2175090614946-9980.953366369806j,3002.3710168886-9600.798103124847j,2544.6028350592046-9215.854861550615j,2176.7385343170786-8840.355408826343j,1878.9751953643975-8481.47311075094j,1636.0309180541644-8142.34811753145j,1436.1928173828878-7823.866578588431j
11921965.68,1769.8594855186782+818.5262178069537j,2617.1225762962463+1095.464763260122j,3683.416556513533+1330.3581391191992j,4995.97749881691+1436.2609949618745j,6555.466868193311+1279.1256954785604j,8289.801418132622+679.8980127476527j,9993.841659077603-535.7784817165789j,11311.173687703043-2413.0050785063167j,11861.721293805846-4725.342453710961j,11493.231877827051-7006.42687750159j,10400.673302639349-8815.562750603895j,8962.077864975327-9970.123663903945j,7501.963668469934-10533.105116482879j,6197.302455588731-10669.867770490217j,5105.723894265062-10540.497860933661j,4221.477302658457-10262.25587784965j,3514.8537484861317-9910.38464039877j,2951.9191373441095-9529.70563811066j,2502.2423063052747-9145.578997596514j,2140.9463720658123-8771.644518950772j,1848.5168873756038-8414.713916601559j,1609.9196440251653-8077.710185537035j,1413.6434093865464-7761.391287667846j
12012928.64,1774.938646424127+819.288304999948j,2625.1761580022276+1095.426965656491j,3695.5316751665505+1327.9393708411237j,5013.049180883359+1428.4543740387994j,6577.085510390037+1260.9175672213782j,8311.99415513964+644.535082064672j,10006.365294439662-593.8614011716404j,11298.008203507092-2491.630212878513j,11809.35804104031-4809.407617457877j,11401.975055681498-7073.527542932027j,10285.304590611317-8849.789647619345j,8841.123943746186-9968.907171077439j,7388.577759587406-10503.085859696675j,6097.561864273927-10620.181183735076j,5020.863345518058-10478.991485489261j,4150.359734226633-10194.519835957353j,3455.5211505478464-9840.036123055792j,2902.344545028308-9458.953642490771j,2460.623139756865-9075.713236578058j,2105.780269394472-8703.38072339698j,1818.5886817917321-8348.418180530287j,1584.2592492409922-8013.539244452242j,1391.4795923559996-7699.378681571918j
12104585.64,1780.0348492458043+820.0420920892858j,2633.260942810294+1095.3608141837458j,3707.6947121447843+1325.4456285095057j,5030.170744875344+1420.4779413505248j,6598.689813655924+1242.3784509505049j,8333.941875326092+608.6468209168553j,10018.157248602805-652.5241130094785j,11283.502006988663-2570.4481678147636j,11755.40710285072-4892.76254213977j,11309.621328919104-7138.988401668299j,10169.797771631656-8882.00840311627j,8720.894223472033-9965.92980634331j,7276.403129941532-10471.84402361555j,5999.182441656954-10569.814395790414j,4937.3144147982985-10417.230196437451j,4080.4169622478953-10126.823537248503j,3397.203635040283-9769.917133541378j,2853.6324951494253-9388.5469196864j,2419.7323536188887-9006.259336205962j,2071.2290205188615-8635.563779433225j,1789.1809901657857-8282.584372333875j,1559.0415505070293-7949.8329531103445j,1369.694376154418-7637.825923745832j
12196941.96,1785.1481748362542+820.7874481511225j,2641.377070291095+1095.265872250679j,3719.9056937727237+1322.8757540089337j,5047.341309344707+1412.329188946365j,6620.275752969624+1223.5043442466404j,8355.633624255894+572.2306159910729j,10029.1988853738-711.7584912853844j,11267.64147883994-2649.429626250276j,11699.882744817965-4975.365597809696j,11216.215707925685-7202.785546328446j,10054.203090588231-8912.229394370846j,8601.420951455333-9961.225281617197j,7165.449760059655-10439.418192438337j,5902.158573982866-10518.799910207485j,4855.063628878501-10355.237384048545j,4011.632890950246-10059.182141552765j,3339.885269361195-9700.036575670078j,2805.768438441023-9318.489985668899j,2379.5571684210054-8937.218863279639j,2037.2816097847806-8568.193322393123j,1760.2843946616072-8217.210887713898j,1534.2585142691037-7886.588929106956j,1348.2809003684638-7576.730158605304j
12290002.95,1790.2787045074692+821.5242404770636j,2649.524679487998+1095.1416968569592j,3732.164637479673+1320.228572492541j,5064.559950354426+1404.0055804298236j,6641.839174912927+1204.2912446013352j,8377.058220896612+535.2840440092316j,10039.471531642452-771.555806802641j,11250.413786439785-2728.5445755211713j,11642.80069095664-5057.175501909842j,11121.803875482912-7264.896684669498j,9938.570009956395-8940.464528315675j,8482.734969079887-9954.827807504387j,7055.726480736788-10405.846596874002j,5806.484015368581-10467.169541097148j,4774.097299311756-10293.03575267721j,3943.991456902677-9991.61025570699j,3283.5502729146424-9630.402949821535j,2758.738021593077-9248.787078460438j,2340.0850054438897-8868.593200693702j,2003.9272092378055-8501.268870617921j,1731.8896454640958-8152.296051832204j,1509.902254048103-7823.8047511368495j,1327.2324319984089-7516.088513215133j
12383773.99,1795.4265200314371+822.252334547487j,2657.703908864672+1094.987838497611j,3744.471551466536+1317.5028921840142j,5081.82570023074+1395.5045510489217j,6663.375795061264+1184.7351520301113j,8398.204258191085+497.8048815286777j,10048.956496786464-831.9067156887568j,11231.8069198495-2807.762330142873j,11584.178114336999-5138.151382325757j,11026.432114796022-7325.30116104712j,9822.947157255487-8966.727192447925j,8364.865717012217-9946.772033935657j,6947.241007036164-10371.167084330267j,5712.1519205642435-10414.954410334067j,4694.401543766496-10230.647330797887j,3877.476639936819-9924.121946648354j,3228.1830211903734-9561.024364747054j,2712.5270874847256-9179.442167397374j,2301.3034851119514-8800.383554325028j,1971.1551762597803-8434.789830409441j,1703.9876581671601-8087.838122669255j,1485.965027975194-7761.477961417314j,1306.5423631608016-7455.898098846295j
12478260.48,1800.5917036404858+822.9715940045098j,2665.9148962512454+1094.8038410659174j,3756.826434361492+1314.6975041815215j,5099.137546283046+1386.823507819686j,6684.88119537222+1164.832071818625j,8419.060103961529+459.79111492687775j,10057.635092920103-892.801248541499j,11211.809727200882-2887.051556606584j,11524.033624386953-5218.252840278617j,10930.147236837798-7383.979974074349j,9707.382275451622-8991.032203920244j,8247.841242681752-9937.092992191596j,6839.9999726376045-10335.417091118157j,5619.154876967527-10362.1849459242j,4615.962306561016-10168.093481435528j,3812.0724734522896-9856.730754434955j,3173.768049446997-9491.90854911934j,2667.1216752380687-9110.458962167775j,2263.200425268945-8732.590959649115j,1938.9550511446696-8368.755500735344j,1676.569511218937-8023.835294354216j,1462.4392362937397-7699.606067872392j,1286.2042088413448-7396.15601251476j
12573467.9,1805.7743380272786+823.6818806246906j,2674.157778788068+1094.5892417554178j,3769.2292748663+1311.8111822613046j,5116.494429503031+1377.9598296636304j,6706.350821578217+1144.5780174023557j,8439.61390215412+421.24095062112883j,10065.488655983934-954.2288001673722j,11190.411949366455-2966.380300171031j,11462.387250995765-5297.440012740628j,10832.996507273914-7440.9157904497315j,9591.922176544887-9013.395756991878j,8131.688210295445-9925.826038464793j,6734.008964301045-10298.633616577028j,5527.4849358541505-10308.890881464005j,4538.765378301793-10105.394912865275j,3747.7630540735654-9789.449705120322j,3120.2900560333305-9423.062862837538j,2622.5080200842494-9041.840921595289j,2225.7638393968396-8665.216288180272j,1907.3165546426849-8303.165077743775j,1649.626443359993-7960.28570033308j,1439.3174189426136-7638.186546364093j,1266.211604677611-7336.859338449431j
12669401.73,1810.9745063451962+824.3830542908895j,2682.4326928681094+1094.3435709599896j,3781.680051393248+1308.8426826808127j,5133.895243228035+1368.910867586549j,6727.779980588462+1123.9690133780946j,8459.853574449913+382.15282545428255j,10072.498567664941-1016.178119979995j,11167.604253808035-3045.7160136044195j,11399.260425334534-5375.673634272052j,10735.02757308687-7496.092955006765j,9476.612698365094-9033.835369044575j,8016.431912895541-9913.00679898007j,6629.272556577666-10260.853199160645j,5437.133642778632-10255.101256607268j,4462.796414679557-10042.571689565892j,3684.5325507751522-9722.291323575508j,3067.733905405842-9354.494308145819j,2578.6725530708136-8973.591262203678j,2188.981934767418-8598.260253715915j,1876.2295855537932-8238.017659246409j,1623.1498510748393-7897.18741641266j,1416.5922531353474-7577.216842755644j,1246.5583047632122-7278.0051494681775j
12766067.52,1816.192292207836+825.0749729642415j,2690.7397740769475+1094.0663521731376j,3794.17873168965+1305.7907439850408j,5151.338831783698+1359.6739448732396j,6749.16383790383+1103.0010986518555j,8479.766822251788+342.5254173010905j,10078.64627813388-1078.6373031071591j,11143.378267465017-3125.0255878981598j,11334.675957487114-5452.915098022551j,10636.288389340421-7549.497496914835j,9361.498664584375-9052.369825370435j,7902.096286574088-9898.67111678575j,6525.794346532173-10222.111894382859j,5348.092067224822-10200.844418541521j,4388.040954533333-9979.643243479668j,3622.3652134201225-9655.267646153137j,3016.0846308105906-9286.209540498267j,2535.6019006346633-8905.712966582687j,2152.8431105339014-8531.723418387108j,1845.6842182605549-8173.312248947868j,1597.1312860742196-7834.538463725343j,1394.256550972102-7516.694374904877j,1227.2381795030929-7219.590508345729j
12863470.87,1821.4277796891988+825.7574926550601j,2699.079157130884+1093.7571018856406j,3806.7252724542127+1302.6540868106604j,5168.823989093131+1350.2463573219359j,6770.497415045828+1081.6703297388658j,8499.341129071097+302.35765583416924j,10083.913329583089-1141.5937822751307j,11117.726608540177-3204.275384950998j,11268.658010893625-5529.126515736613j,10536.827146028942-7601.11713217664j,9246.623847872988-9069.019122929834j,7788.703926626173-9882.85500026403j,6423.576988361815-10182.445254548013j,5260.350831403814-10146.148024354812j,4314.484437018344-9916.628385382568j,3561.245380781435-9588.390233244681j,2965.327436642-9218.214879164952j,2493.282883975565-8838.208791449717j,2117.335955790294-8465.606198565243j,1815.6707002876685-8109.04776059743j,1571.5624527938517-7772.336811580075j,1372.3032571043202-7456.616534637629j,1208.2452134897962-7161.61246909225j
12961617.38,1826.6810533229407+826.4304673938436j,2707.450975812785+1093.4153294820453j,3819.3196189401015+1299.4314136940784j,5186.349457260345+1340.6253735055138j,6791.775587012135+1059.9727841942906j,8518.563763328173+261.64873346716433j,10088.281380546721-1205.0343205101472j,11090.642917115492-3283.431272098618j,11201.23207369566-5604.270776541668j,10436.692195472171-7650.941262376329j,9132.030936437994-9083.804413268232j,7676.276105454988-9865.594573397251j,6322.622228027514-10141.888310302704j,5173.900138182305-10091.03904422538j,4242.112218075325-9853.545316491973j,3501.157488026388-9521.670181669147j,2915.4477005572708-9150.516317665559j,2451.7025183435176-8771.081275563425j,2082.4492475215284-8399.908870475105j,1786.179449835287-8045.223021949372j,1546.4352059085977-7710.58038019854j,1350.7254464012776-7396.980689572776j,1189.5735034159677-7104.06807818819j
13060512.74,1831.9521981019693+827.0937492014596j,2715.8553629058847+1093.0405371357676j,3831.9617045479863+1296.1214088794457j,5203.913925123417+1330.8082350695597j,6812.993079750955+1037.9045642159986j,8537.421781585937+220.3981164589113j,10091.73223098751-1268.9450046907941j,11062.121884422155-3362.4586585360776j,11132.424927006497-5678.311604366771j,10335.931980392037-7698.960969773429j,9017.761503551481-9096.747944793535j,7564.832792296876-9846.926027881753j,6222.9309376236015-10100.475553861506j,5088.729798287831-10035.543765487577j,4170.90958608104-9790.411640157326j,3442.0860737357993-9455.118136944011j,2866.4309753061116-9083.119533956988j,2410.848012193669-8704.332747416775j,2048.171948609832-8334.631575816496j,1757.201053344416-7981.8367786578865j,1521.7415478823823-7649.267043385618j,1329.5163216718374-7337.78418494114j,1171.2172560274557-7046.954375788425j
13160162.66,1837.2412994778106+827.7471880588698j,2724.2924501253283+1092.632219702629j,3844.6514504080674+1292.7227381276239j,5221.516026781155+1320.7921570617966j,6834.144467677737+1015.4618003703044j,8555.902032234606+178.60555614851222j,10094.24784810307-1333.3112400902965j,11032.159280671229-3441.3225335333636j,11062.264610216143-5751.21361378147j,10234.594962738369-7745.169008863715j,8903.85598047575-9107.873004589976j,7454.392674303185-9826.885577044748j,6124.503149482729-10058.24092387772j,5004.8292565066895-9979.687797316958j,4100.861776819439-9727.24437371202j,3384.0157863875143-9388.7443053247j,2818.2629902557546-9016.02990032578j,2370.7067661836827-8637.965332651682j,2014.4932056814323-8269.774326988301j,1728.7262630226369-7918.887697949333j,1497.4736265141264-7588.394631038998j,1308.6692113968086-7279.024345280552j,1153.1707860917484-6990.268396827943j
13260572.89,1842.5484433595661+828.3906318765685j,2732.762368047137+1092.189864613604j,3857.3887649490857+1289.2340485283758j,5239.154340090709+1310.5743282988349j,6855.224171218622+992.640655505128j,8573.991159643527+136.2711003510946j,10095.810392849466-1398.1177458485693j,11000.751981305526-3519.987506416018j,10990.780383435198-5822.94236407115j,10132.729553753592-7789.559794400322j,8790.353632339105-9117.20385995473j,7344.973179191609-9805.509411671836j,6027.338090021375-10015.217791930529j,4922.18761723151-9923.496076240403j,4031.9539876844547-9664.059960366532j,3326.931390463487-9322.558465767117j,2770.9296527422794-8949.252493153563j,2331.2663721209346-8571.980961364792j,1981.402347039057-8205.337012371754j,1700.7459944330685-7856.374372293127j,1473.623732546625-7527.960931660786j,1288.1775675078782-7220.6984761047315j,1135.4285144209948-6934.007172142512j
13361749.24,1847.8737161129673+829.0239264633302j,2741.2652460353893+1091.7129517653816j,3870.173543456503+1285.6539683132298j,5256.82738513557+1300.1519117733428j,6876.226454405833+969.4373287975807j,8591.675608801468+93.39510482810482j,10096.402247116555-1463.3485515523753j,10967.897991596961-3598.417848180453j,10918.002687129983-5893.464411411676j,10030.384045152445-7832.129386078221j,8677.292537203699-9124.765699826716j,7236.590499140026-9782.833657717118j,5931.434213227583-9971.438950555481j,4840.793668988443-9866.992872149098j,3964.171391212988-9600.874281181777j,3270.8177720599397-9256.569981645727j,2724.4170491186587-8882.792102350877j,2292.5146117369804-8506.38137509062j,1948.888880456236-8141.319401244172j,1673.2513240275816-7794.295322813339j,1450.1842972662876-7467.963694698261j,1268.0349631886131-7162.803865484049j,1117.9849659034394-6878.167729474088j
13463697.56,1853.2172045591103+829.6469154945278j,2749.8012121660217+1091.2009534106014j,3883.005667617739+1281.9811066713717j,5274.533622666698+1289.522045098211j,6897.145422516361+945.8480599835158j,8608.941630458403+49.97824488440203j,10096.006041551356-1528.9869948493956j,10933.596469411537-3676.5775347597546j,10843.963099120061-5962.747358940362j,9927.606541865685-7872.87546991177j,8564.709568216374-9130.584576281282j,7129.259615868614-9758.894335923507j,5836.789233624045-9926.93660269344j,4760.635908284553-9810.201795013743j,3897.499147945121-9537.702667088437j,3215.6599440753166-9190.787812282912j,2678.7114456582713-8816.653240674881j,2254.4394554271826-8441.168133684434j,1916.942491033562-8077.72114870318j,1646.2334867322254-7732.649002676502j,1427.1478901362477-7408.400632815862j,1248.2350907140305-7105.337785582762j,1100.8347675944456-6822.747094511645j
