Frequency,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27
766789.2909,638.6606755847506+436.7706926090879j,920.5770823734861+627.7531555434931j,1254.7235841585514+852.901906335208j,1641.7980656199352+1111.8821359232911j,2082.7268495549206+1404.246598026663j,2578.6975329880597+1729.4117488368709j,3131.1927449618142+2086.6631072208565j,3742.0219135915077+2475.038065207646j,4413.354711715949+2893.3440726768013j,5147.754041812963+3340.1225698181343j,5948.207211197007+3813.57835402674j,6818.155314280519+4311.512387128007j,7761.519170768203+4831.240791451817j,8782.719798643859+5369.497479615779j,9886.690576612491+5922.317616516021j,11078.877159518306+6484.898941238208j,12365.219802624792+7051.437947399807j,13752.110952432733+7614.9381472759615j,15246.318713427347+8166.9882922172455j,16854.864071745174+8697.509720410937j,18584.83656103829+9194.474279419715j,20443.12949896822+9643.597966552117j,22436.072331885633+10028.02106909419j
772639.7879,640.5952953924598+437.6761925359257j,923.3744465524401+629.0448846656452j,1258.5529091759154+854.6424567709252j,1646.8374267169572+1114.129006606252j,2089.166075260541+1407.050369891062j,2586.741510161377+1732.8138305269044j,3141.0651440197366+2090.6932140950794j,3753.9692850923434+2479.71040158248j,4427.650966389407+2898.6531547531663j,5164.705276247234+3346.038143216305j,5968.15680114205+3820.038975489644j,6841.489176072639+4318.417500291083j,7788.671028591059+4838.440955230448j,8814.176215118307+5376.782346489507j,9922.99538854203+5929.401196710099j,11120.634805547837+6491.4016304485485j,12413.096820157494+7056.8647513533015j,13806.834637579394+7618.652526043754j,15308.671583370748+8168.181086354984j,16925.67230670816+8695.162761787204j,18664.950051804106+9187.318573373323j,20533.39047852088+9630.066844916944j,22537.268873739245+10006.199550260593j
778534.9234,642.5338899300766+438.5831487488589j,926.177677019914+630.3385767513878j,1262.3904888828984+856.3854648911622j,1651.8880371964424+1116.3787433320356j,2095.620296293916+1409.8572266524964j,2594.8051651014102+1736.2188866132876j,3150.9630699956433+2094.7256707599263j,3765.949477972371+2484.3837011428704j,4441.989112129682+2903.9607269259923j,5181.709629113406+3351.9482252613707j,5988.173328027229+3826.4880683163956j,6864.906862538819+4325.302284707468j,7815.927178836878+4845.608318242215j,8845.761492154355+5384.01710627528j,9959.458224344562+5936.411050970701j,11162.584646666946+6497.798795680549j,12461.205456773327+7062.143717387587j,13861.83457569812+7622.1633396551715j,15371.350041869566+8169.097629593644j,16996.858955890755+8692.445636295959j,18745.49602965017+9179.672513707792j,20624.135562446038+9615.893126521798j,22638.992978161932+9983.544743177432j
784475.0379,644.4764732707356+439.4915628618421j,928.9867957808748+631.6342325507105j,1266.2363565197793+858.1309290003502j,1656.9499461583735+1118.6313392992843j,2102.0895839829454+1412.6671522035426j,2602.888599951948+1739.6268853222148j,3160.8866671382943+2098.7604204545596j,3777.9626930828917+2489.057868730772j,4456.369424583166+2909.2666366641133j,5198.767473216302+3357.8525795199416j,6008.257288244467+3832.9252756433525j,6888.409024274479+4332.166213068263j,7843.288459642119+4852.742115243912j,8877.476690950389+5391.200664762295j,9996.080401326959+5943.345635416645j,11204.728281594493+6504.088284648427j,12509.547602519131+7067.271877661608j,13917.112926725677+7625.466539676848j,15434.3564489235+8169.732456858627j,17068.426429651743+8689.351046589629j,18826.476683427216+9171.526471022135j,20715.366276315155+9601.064263261147j,22741.24482060571+9960.040528514666j
790460.4747,646.4230595676859+440.40143645952736j,931.8018249763173+632.9318527519647j,1270.0905455481213+859.8788472843598j,1662.0232030630532+1120.8867874871785j,2108.5740102262284+1415.4801300495478j,2610.9919177112824+1743.0377942321973j,3170.8360809737487+2102.7974053534563j,3790.009133157048+2493.7328074723428j,4470.79218208912+2914.5707287372984j,5215.879184950443+3363.750965466994j,6028.409182956064+3839.3502344375656j,6911.9963178595735+4339.008748976139j,7870.7557171650515+4859.841567363733j,8909.322881970154+5398.33190818806j,10032.863247392133+5950.2033781051105j,11247.067320553273+6510.267905087036j,12558.125156927685+7072.246209017001j,13972.671856264096+7628.558001039565j,15497.693159523134+8170.07999981145j,17140.37711220618+8685.871559654093j,18907.894147561325+9162.870635753101j,20807.08403956631+9585.56747821892j,22844.024391138075+9935.67050488876j
796491.5795,648.3736630547227+441.31277109685647j,934.6227868846773+634.2314379806953j,1273.953089659772+861.6292178058903j,1667.107857733236+1123.1450806524367j,2115.0736474891264+1418.296143306119j,2619.115222264747+1746.4515802542696j,3180.8114583322244+2106.8365665432907j,3802.0890028036993+2498.408418760954j,4485.257665600676+2919.8728452176833j,5233.04514430306+3369.643138430996j,6048.629518181099+3845.76257537018j,6935.669406282832+4345.829346601646j,7898.329805371139+4866.905881985113j,8941.301145216215+5405.409702751952j,10069.808101181356+5956.982678418373j,11289.603384370344+6516.335424445885j,12606.940029336649+7077.0636315536085j,14028.513534234356+7631.433521058855j,15561.36252184508+8170.134585389849j,17212.71336461088+8681.999600730547j,18989.750498151538+9153.695015588606j,20899.290159877186+9569.389762493069j,22947.331483134505+9910.417988350688j
802568.7009,650.3282980455286+442.22556829897076j,937.4497039214817+635.5329887992043j,1277.8240227704096+863.3820385057783j,1672.2039603594906+1125.4062113251323j,2121.5885688095477+1421.1151746934968j,2627.258618360327+1749.868209635109j,3190.812947363167+2110.8778440054766j,3814.202508537231+2503.084602224749j,4499.766158783512+2925.1728254037434j,5250.265735028457+3375.528849460685j,6068.918804866239+3852.161922694518j,6959.428958984453+4352.627450518948j,7926.011586085528+4873.9342524955255j,8973.412570232995+5412.432894256683j,10106.916311746128+5963.681906695777j,11332.338104763567+6522.28856889098j,12655.994137567519+7081.721008168034j,14084.640134244059+7634.088817964732j,15625.366878574492+8169.890432123688j,17285.43752049657+8677.727452380948j,19072.047748410063+9143.98943330222j,20991.98582947728+9552.517870180274j,23051.165691289356+9884.266002997614j
808692.1898,652.286978934354+443.1398295606145j,940.282598639392+636.8365057058736j,1281.7033790253815+865.1373071995679j,1677.311561501423+1127.6701718059498j,2128.1188478124873+1423.9372065262442j,2635.422211653139+1753.2876479322845j,3200.8406975309845+2114.9211766057756j,3826.349858769204+2507.7612557103357j,4514.317947978443+2930.470505803013j,5267.541344492975+3381.4078453392976j,6089.277558907023+3858.547894144538j,6983.275651617645+4359.402495674663j,7953.80192926965+4880.925857913996j,9005.65825590288+5419.400307852472j,10144.189238721903+5970.299403577628j,11375.27312441931+6528.125022399431j,12705.289408748222+7086.215142757546j,14141.053833727312+7636.519528873452j,15689.708562370668+8169.341650410166j,17358.551882613978+8673.047252917266j,19154.78784777384+9133.743521537957j,21085.172115249985+9534.938318555502j,23155.526398912298+9857.197281281462j
814862.4002,654.2497201959973+444.0555563458612j,943.1214937287567+638.1419891343689j,1285.591192799335+866.8950215764764j,1682.4307120847598+1129.9369541653055j,2134.6645587001703+1426.7622207137706j,2643.60610866335+1756.7098600242907j,3210.894859615911+2118.966502082345j,3838.5312638675896+2512.438275236691j,4528.913322260533+2935.765720071585j,5284.8723638733045+3387.279868438004j,6109.706301210594+3864.920100813148j,7007.210166431971+4366.1539070539475j,7981.701712577406+4887.879862880191j,9038.039310526823+5426.310747625112j,10181.62825259209+5976.833479284697j,11418.410096169186+6533.842426358516j,12754.827777986366+7090.5427797061075j,14197.75681138046+7638.721209482988j,15754.389897246296+8168.482238652893j,17432.058722495745+8667.950992424843j,19237.97267422018+9122.946722885357j,21178.849957518152+9516.637380575065j,23260.412769412374+9829.194260270393j
821079.6883,656.2165363855061+444.9727500878703j,945.9664120187874+639.44943945247j,1289.4874986944099+868.6551791988666j,1687.561463412456+1132.2065502365704j,2141.2257762566005+1429.5901987543023j,2651.8104168372047+1760.1348100785708j,3220.975585763117+2123.013757012539j,3850.746936122985+2517.115554988688j,4543.552573442107+2941.0582989777376j,5302.259188099415+3393.144656682984j,6130.205557610107+3871.278147097497j,7031.233192013327+4372.881099653022j,8009.711821978084+4894.7954170944595j,9070.556852166677+5433.162996033574j,10219.234733934481+5983.282413446226j,11461.750683291006+6539.43837849371j,12804.611188299035+7094.700602570461j,14254.75124799052+7640.689331509922j,15819.413194993176+8167.306082760631j,17505.96027754208+8662.430510580827j,19321.604034316522+9111.588283624405j,21273.020158110114+9497.60108657712j,23365.823735022357+9800.239080382209j
827344.4136,658.1874421386541+445.8914121884122j,948.8173764759745+640.7588569621278j,1293.392331546229+870.41777749876j,1692.703867159984+1134.4789516158146j,2147.8025758678814+1432.4211217226195j,2660.0352445133885+1763.5624615582976j,3231.083029446859+2127.062876815904j,3862.9970897918315+2521.792987277732j,4558.2359961495185+2946.3480703319574j,5319.70221589317+3399.001943479416j,6150.775859136403+3877.6216304738787j,7055.345423497311+4379.583478220122j,8037.833151492881+4901.671655205282j,9103.212008216+5439.955813748355j,10257.0100738989+5989.6444542347335j,11505.296558808492+6544.910432358822j,12854.641590151461+7098.685232978396j,14312.039325925885+7642.419280932474j,15884.780755170648+8165.806953100246j,17580.258747364027+8656.477494966744j,19405.683656473168+9099.65725280911j,21367.683381837865+9477.81521395266j,23471.757990230257+9770.313579334139j
833656.9378,660.1624521715598+446.81154401766497j,951.6744102061463+642.0702418979859j,1297.3057264195286+872.1828137782155j,1697.8579753757706+1136.7541496593583j,2154.3950335018817+1435.254970274368j,2668.2807009450503+1766.992777205985j,3241.217345512361+2131.113795723737j,3875.28194113212+2526.4704625042805j,4572.963887710515+2951.634859001384j,5337.201849798223+3404.8514576372895j,6171.417741813005+3883.950141496233j,7079.54756264461+4386.260437058601j,8066.0666030981665+4908.507696604223j,9136.00591541472+5446.687939249034j,10294.955674015546+5995.917817855899j,11549.049406688137+6550.256095684053j,12904.92094172109+7102.493229027688j,14369.623226550662+7643.906357574126j,15950.494863392476+8163.9785025565125j,17654.956293064573+8650.083477033106j,19490.21318748431+9087.142478568472j,21462.840140667322+9457.265292057135j,23578.213978484775+9739.399292457401j
840017.6258,662.1415812813018+447.73314691367307j,954.5375364554404+643.383594426324j,1301.227718615109+873.9502852054333j,1703.0238404914317+1139.03213547736j,2161.0032257386724+1438.0917246292993j,2676.5468963061003+1770.4257190335534j,3251.3786902104403+2135.16644675144j,3887.6017083688776+2531.147869151034j,4587.736548390787+2956.9184867661434j,5354.758496193482+3410.6929233034407j,6192.131746865336+3890.2632635958225j,7103.840317839078+4392.911359864786j,8094.4130870693+4915.302644991158j,9168.939720470229+5453.358088081764j,10333.072946364504+6002.100687819797j,11593.010919859596+6555.472830578686j,12955.451207219141+7106.121084879542j,14427.505130701977+7645.145772606156j,16016.557789374263+8161.814264694342j,17730.055033139717+8643.23983054661j,19575.194188475987+9074.03260473716j,21558.49079412588+9435.936592422482j,23685.189884342406+9707.477447448506j
846426.8449,664.1248443453637+448.6562221822055j,957.4067786070023+644.6989146457313j,1305.1583436637643+875.7201888159091j,1708.201515316931+1141.312899933428j,2167.627229745092+1440.9313645777597j,2684.833941690864+1773.861248314956j,3261.56722110813+2139.2207617240583j,3899.956611752309+2535.8250937354755j,4602.554281153338+2962.1987723907596j,5372.372565405283+3416.5260598474483j,6212.918420493255+3896.5605730877874j,7128.224403826275+4399.5356196924895j,8122.873521590496+4922.055588311331j,9202.014579201725+5459.964952904545j,10371.363312846315+6008.191214707757j,11637.18280066883+6560.558052279113j,13006.234357296176+7109.565229002989j,14485.687218023952+7646.1326467397175j,16082.971785369813+8159.3076515781895j,17805.55704078552+8635.937768863649j,19660.62812882138+9060.316069059847j,21654.635537537386+9413.814129760682j,23792.68362020435+9674.528964338555j
852884.9654,666.1122563221544+449.5807710962564j,960.2821601862254+646.0162025843998j,1309.0976373342962+877.492521507935j,1713.3910530469238+1143.5964336397697j,2174.267123313023+1443.7738694604118j,2693.1419491493302+1777.2993255639049j,3271.783097245585+2143.2766711955214j,3912.3468735676324+2540.502020782536j,4617.417391965242+2967.4755314464082j,5390.044471703933+3422.3505817982586j,6233.778314500664+3902.8416387627444j,7152.700542457189+4406.13257841261j,8151.448833479511+4928.765598107588j,9235.231657420885+5466.507202581995j,10409.828206104863+6014.187514985765j,11681.56676199827+6565.50912745415j,13057.272368578437+7112.822022929799j,14544.17166441088+7646.862009662256j,16149.739085522217+8156.4519508327885j,17881.464342634084+8628.168340961085j,19746.516384852657+9045.981097190463j,21751.27439862999+9390.882655132988j,23900.692818075404+9640.534450177016j
859392.3606,668.1038322508109+450.5067948957386j,963.16370485776+647.3354582005622j,1313.0456356282502+879.267280043457j,1718.5925072555701+1145.8827269569629j,2180.922984827732+1446.6192181772708j,2701.4710316463015+1780.7399105433456j,3282.0264790201636+2147.334104484995j,3924.772718126422+2545.1785328052983j,4632.3261895906435+2972.7485763660757j,5407.774633221892+3428.1661988177416j,6254.711985515573+3909.1060221559246j,7177.269461882169+4412.701586941383j,8180.139957286741+4935.43172971332j,9268.592129787208+5472.983482374859j,10448.469068119615+6020.087671131214j,11726.164524650156+6570.323374739391j,13108.567222992311+7115.8877601048225j,14602.96064331486+7647.3287967833585j,16216.861901085458+8153.240325660048j,17957.778913249043+8619.922430688755j,19832.860231166378+9031.01570281537j,21848.407223532307+9367.1266588195j,24009.214813704923+9605.474201317022j
865949.4062,670.09958725141+451.43429478712426j,966.0514364261724+648.6566813816582j,1317.0023747875198+881.0444610437227j,1723.8059319128715+1148.1717699846724j,2187.5948933001864+1449.4673891697275j,2709.8213031082605+1784.182962237979j,3292.297528265298+2151.3929896295836j,3937.2343718339976+2549.854510252024j,4647.280985770745+2978.017716322572j,5425.563472185485+3433.972615525776j,6275.719995752627+3915.3532770687093j,7201.9318973627+4419.241984657149j,8208.947836278774+4942.053021454101j,9302.097181161942+5479.392412752736j,10487.287351621473+6025.889730126574j,11770.97781889289+6574.998062740877j,13160.120906561437+7118.758665046991j,14662.056322644345+7647.527848935089j,16284.342422755995+8149.665809546635j,18034.502673871884+8611.190752572393j,19919.6608360457+9015.407684200594j,21946.0336779373+9342.530358776814j,24118.246641406247+9569.328194487858j
872556.4813,672.0995365248327+452.36327194310496j,968.945378838102+649.979871942717j,1320.967891287502+882.824060990757j,1729.0313813711132+1150.4635525651383j,2194.2829283589726+1452.3183604197188j,2718.192878417565+1787.6284388487466j,3302.5964082500113+2155.4532533702695j,3949.732063150271+2554.5298314990055j,4662.282095091695+2983.2827572484566j,5443.411414757836+3439.7695315054116j,6296.802912597241+3921.582949659333j,7226.688590720352+4425.753099495j,8237.873421713899+4948.6284947377835j,9335.748005435196+5485.732589579706j,10526.284519142893+6031.591703289941j,11816.00838307229+6579.530409787219j,13211.935410265716+7121.430891134144j,14721.460864571916+7647.453910032183j,16352.182815804392+8145.721306189038j,18111.63748791974+8601.963850070424j,20006.91925986066+8999.144617916198j,22044.153230334778+9317.077705799213j,24227.785014023328+9532.076093103558j
879213.9674,674.1036953530778+453.29372750217044j,971.845556181074+651.3050296261572j,1324.9422218461739+884.6060762223677j,1734.26891037956+1152.7580642742998j,2200.987170251964+1455.172109444307j,2726.585873417579+1791.07629778254j,3312.923283690586+2159.5148211330165j,3962.2660226581324+2559.2043727964497j,4677.3298352051825+2988.5435016932815j,5461.318891199171+3445.5566411588497j,6317.961308835502+3927.794578215806j,7251.54029072443+4432.234247566834j,8266.917673243895+4955.15715354806j,9369.545806288186+5492.002583227266j,10565.462042592873+6037.1915657994405j,11861.25796499297+6583.9175819566135j,13264.012728037293+7123.900520205788j,14781.176424749132+7647.101625064325j,16420.385218328804+8141.39958704891j,18189.18515850616+8592.232092103743j,20094.63644506405+8982.213859747224j,22142.76514912068+9290.75237537986j,24337.82631620164+9493.697239521964j
885922.2492,676.1120790991445+454.2256625682712j,974.7519926845213+652.632154100748j,1328.925403419732+886.3905029325615j,1739.5185740750148+1155.0552944235556j,2207.7076998597986+1458.0286132856852j,2735.0004049190848+1794.5264956415062j,3323.2783207379757+2163.5776170196687j,3974.836483040532+2563.878008253129j,4692.42452671343+2993.7997488345572j,5479.286335883939+3451.3336336276334j,6339.195762670349+3933.98769303217j,7276.487752925122+4438.684733056325j,8296.081558973328+4961.637984107642j,9403.491796823908+5498.2009382978995j,10604.821403812819+6042.687255621682j,11906.728319539794+6588.156693396468j,13316.354857230734+7126.163560511931j,14841.205150462387+7646.465538774483j,16488.951740966593+8136.693287702368j,18267.147425809468+8581.985669552529j,20182.813213385838+8964.602539171206j,22241.86849073458+9263.537767936854j,24448.366589682253+9454.170655433096j
892681.7143,678.1247032069421+455.15907821055595j,977.6647127194431+653.9612449609933j,1332.9174732049678+888.1773371692807j,1744.7804279990507+1157.355232049828j,2214.444598695466+1460.887848506642j,2743.4365907226065+1797.9789882050754j,3333.6616870260955+2167.641563772569j,3987.443679111265+2568.5506097980474j,4707.566493185286+2999.051294427012j,5497.314187149135+3457.1001927937127j,6360.506857721166+3940.1618162888476j,7301.531739842514+4445.103847928719j,8325.366054986735+4968.069954821931j,9437.587199307492+5504.326173282712j,10644.364094413006+6048.076672842495j,11952.421209553784+6592.244804608219j,13368.963797133569+7128.215945906535j,14901.549179628324+7645.540093691074j,16557.88446270545+8131.594907049987j,18345.525959767394+8571.214595500856j,20271.450257822267+8946.297558275986j,22341.46209118618+9235.417005653177j,24559.40151728513+9413.475043639559j
899492.7531,680.1415832020232+456.0939754626846j,980.5837407998603+655.2923017258574j,1336.9184686412434+889.966574832189j,1750.0545280833576+1159.657865919358j,2221.197948908179+1463.7497911842709j,2751.8945496021634+1801.4337304285991j,3344.0735516720997+2171.706582759354j,4000.0878478468635+2573.2220471400387j,4722.756061278677+3004.297930702316j,5515.402887693259+3462.855997014978j,6381.895183142996+3946.316461872821j,7326.67302091075+4451.4908717619j,8354.772146235648+4974.452015485976j,9471.833245885136+5510.376779654973j,10684.091615301506+6053.357679159246j,11998.338405216255+6596.178921625949j,13421.841548566914+7130.053534285189j,14962.210639927913+7644.319627990841j,16627.185429831257+8126.096804061018j,18424.322362031242+8559.908697706447j,20360.54813974938+8927.2855859099j,22441.544559933704+9206.3729267059j,24670.9264148664+9371.58878089317j
906355.7593,682.1627346906753+457.03035532287373j,983.5091015820748+656.625323838339j,1340.9284274109496+891.7582116711691j,1755.3409306698923+1161.9631845164695j,2227.9678332829117+1466.6144169054478j,2760.374401326936+1804.8906764255103j,3354.514085285521+2175.772593953794j,4012.7692284141035+2577.8921877290113j,4737.993560712768+3009.5394463371013j,5533.552884258568+3468.600719202057j,6403.361333468017+3952.4511353316566j,7351.912372599463+4457.845071481261j,8384.300825768847+4980.783097372751j,9506.231177483522+5516.351221977431j,10724.005476678385+6058.528097085169j,12044.481684091306+6599.9559947486j,13474.990113434695+7131.672106004621j,15023.19164735327+7642.7983737102j,16696.856653236457+8120.191195672059j,18503.538156200564+8548.057620660366j,20450.107280286815+8907.553056851895j,22542.114264711516+9176.38808836538j,24782.9362113587+9328.489923683679j
913271.1292,684.1881733608366+457.9682187531614j,986.4408198667247+657.9603106639809j,1344.9473874417458+893.5522432839755j,1760.6396924945307+1164.271176048035j,2234.7543352602406+1469.4817007536462j,2768.876266676808+1808.3497794518253j,3364.983459950966+2179.839515928436j,4025.4880621236935+2582.560896750624j,4753.279324250625+3014.775626415876j,5551.764627831926+3474.334026645507j,6424.905908873124+3958.565333614566j,7377.250578290845+4464.1657012165815j,8413.95309507226+4987.062112718912j,9540.782245136597+5522.247936622965j,10764.107197867437+6063.585709226079j,12090.852830267377+6603.572917817595j,13528.411494400294+7133.06736216344j,15084.49430405503+7640.970455408367j,16766.900105594596+8113.870154709495j,18583.174787669686+8535.650819528739j,20540.12795327447+8887.086169415734j,22643.16932743033+9145.444758802103j,24895.425438728336+9284.156202870476j
920239.2625,686.2179149814792+458.90756667932106j,989.3789205966913+659.2972614909083j,1348.975386904611+895.3486651156297j,1765.9508707066364+1166.5818284325196j,2241.55753892538+1472.35161730872j,2777.4002674286367+1811.8109919034582j,3375.4818493143102+2183.9072658005925j,4038.244592533471+2587.228037051967j,4768.613687808985+3020.006252332858j,5570.038573642206+3480.0555809391053j,6446.529515142989+3964.658544959534j,7402.6884284112075+4470.45200202291j,8443.72996403661+4993.28795440295j,9575.487708469518+5528.0653321007885j,10804.398307426793+6068.528257372439j,12137.45363433169+6607.026526930167j,13582.107692425241+7134.2349242988175j,15146.120697410022+7638.829887883519j,16837.317719991566+8107.125606563042j,18663.233618396633+8522.677558186544j,20630.610280584602+8865.870880712606j,22744.70760993411+9113.524918936475j,25008.38821486591+9238.565026045515j
927260.5617,688.251975403454+459.84839999011825j,992.3234288601656+660.6361755279563j,1353.0124642193155+897.1474724547903j,1771.274522860678+1168.8951293008113j,2248.3775290184667+1475.2241406374865j,2785.9465263843344+1815.274265295052j,3386.0094285159103+2187.9757592460546j,4051.0390653942377+2591.8934691390295j,4783.996990446586+3025.2311017498696j,5588.375181213758+3485.765037873656j,6468.232763611539+3970.730248791871j,7428.226720570151+4476.703201591685j,8473.632451082703+4999.459495527191j,9610.348836763776+5533.801787895036j,10844.880342532162+6073.353442007267j,12184.2858924674+6610.313599690628j,13636.080707968336+7135.170331542064j,15208.07289906785+7636.370573820453j,16908.111386339566+8099.949327508792j,18743.715922331015+8509.126906580608j,20721.554223957748+8843.892904960549j,22846.72670339624+9080.610260513844j,25121.81822738771+9191.69347883339j
934335.4324,690.2903705585877+460.790719537374j,995.274369889425+661.9770519043326j,1357.0586580517486+898.9486604333745j,1776.6107069231666+1171.2110659906389j,2255.2143909409833+1478.0992442861243j,2794.515167376645+1818.7395502481684j,3396.566374249782+2192.044910456958j,4063.871728747693+2596.557051102992j,4799.429574349046+3030.4499485560586j,5606.774914415497+3491.4620473316627j,6490.016271315871+3976.779915510814j,7453.8662594543+4482.918514084515j,8503.66158288282+5005.575589217018j,9645.366908375592+5539.455654234876j,10885.554848935204+6078.058921450409j,12231.351406867729+6613.430853573906j,13690.332538701012+7135.8690401024305j,15270.3529634064+7633.586301791422j,16979.282948607768+8092.332942293892j,18824.62288070476+8494.987738094656j,20812.959579952+8821.137708671726j,22949.22392235078+9046.682179037656j,25235.70872063639+9143.51832229865j
941464.2834,692.3331164606477+461.7345261351728j,998.2317690614353+663.3198896687361j,1361.1140073163292+900.7522240241719j,1781.959481273054+1173.529625543702j,2262.068210757371+1480.9769012742586j,2803.106315256163+1822.2067964880682j,3407.152864772399+2196.1146321210927j,4076.742832852239+2601.218638626401j,4814.911784910202+3035.662562779533j,5625.238241338464+3497.146253264601j,6511.880660938277+3982.807006381147j,7479.607856636687+4489.097140009701j,8533.818394653204+5011.635068095323j,9680.543210826516+5545.025251463648j,10926.423381159457+6082.642310830959j,12278.651984035092+6616.374945631517j,13744.865179572593+7136.326421092303j,15332.96292413327+7630.470745580439j,17050.834202394206+8084.267921350413j,18905.95557823708+8480.24872596697j,20904.82596788361+8797.59051239651j,23052.19628601359+9011.721779926564j,25350.052477012803+9094.015996832291j
948647.5266,694.3802292049571+462.6798205596691j,1001.1956518986077+664.6646877881915j,1365.1785511798498+902.5581580377043j,1787.3209047051885+1175.8507947013086j,2268.9390752089057+1483.8570840839259j,2811.7200959203064+1825.67595282146j,3417.7690799003813+2200.1848354063577j,4089.6526302908196+2605.8780849039576j,4830.443970779698+3040.8687105144472j,5643.765634549863+3502.817293483492j,6533.826560958193+3988.8109733148435j,7505.4523313372365+4495.238265587232j,8564.103930092673+5017.6367439426385j,9715.879040802134+5550.50886944631j,10967.487501687361+6087.1011816582295j,12326.189436069693+6619.1424702140375j,13799.680621316154+7136.537759373936j,15395.904794983056+7627.017460382735j,17122.76689306549+8075.74557741519j,18987.71499708513+8464.898341548378j,20997.152828311355+8773.236282168844j,23155.640514534047+8975.709868670343j,25464.841801988514+9043.162621627134j
955885.5769,696.4317249684648+463.6266035486729j,1004.1660440691127+666.0114451472459j,1369.2523290560728+904.3664571230906j,1792.6950364351046+1178.1745598996308j,2275.827071696321+1486.7397646618342j,2820.3566363220107+1829.1469671231507j,3428.415201023779+2204.255429937873j,4102.601375880975+2610.535240654399j,4846.026483748179+3046.0681539256775j,5662.357571013702+3508.4747996107653j,6555.854605553775+3994.7912587768587j,7531.400509404573+4501.341063054684j,8594.519241195816+5023.579407421735j,9751.375703817474+5555.904767161184j,11008.748781044995+6091.433060820633j,12373.965578317835+6621.729959041439j,13854.780849523537+7136.498251967581j,15459.180565746252+7623.2198824182315j,17195.082709336995+8066.757065788637j,19069.90201341205+8448.924850107427j,21089.93940899387+8748.059732885746j,23259.5530100435+8938.626957083557j,25580.068505408344+8990.933998497556j
963178.8526,698.4876200098045+464.5748758012959j,1007.1429713872903+667.3601605470067j,1373.3353806151658+906.1771157625242j,1798.0819360955763+1180.5009072682844j,2282.7322883098705+1489.6249144010415j,2829.016064469796+1832.6197863264294j,3439.0914111393067+2208.3263237656297j,4115.589326849547+2615.18995400926j,4861.659678961751+3051.2606510927103j,5681.014532078545+3514.1183969984945j,6577.965434678679+4000.7472955994026j,7557.453224393636+4507.404689850962j,8625.065388316561+5029.461827652212j,9787.034514199568+5561.211172088344j,11050.208797827396+6095.635429593434j,12421.98222998036+6624.133879298997j,13910.167843674226+7136.203006437729j,15522.792202997689+7619.071324915873j,17267.78328441923+8057.293378284763j,19152.517390455563+8432.316309605007j,21183.184762904835+8722.045319745168j,23363.92985014285+8900.45325595486j,25695.723887714452+8937.3056095604j
970527.7749,700.5479306696636+465.52463797738653j,1010.1264598144971+668.7108327040443j,1377.427745780255+907.99012827128j,1803.4816637476183+1182.8298226228058j,2289.654813829069+1492.5125041356678j,2837.698509438142+1836.094356408637j,3449.7978948374102+2212.3974233528998j,4128.616742707458+2619.8420705401845j,4877.3439148581265+3056.4459559881507j,5699.737003656615+3519.7477045497635j,6600.159694178353+4006.6785067714563j,7583.611316715647+4513.428288824159j,8655.743440680493+5035.2827515220015j,9822.856795560463+5566.4262792944055j,11091.869137849406+6099.7057231699755j,12470.241214167001+6626.350632043663j,13965.843576668369+7135.647038859209j,15586.741646038468+7614.564977654982j,17340.87018994899+8047.345342982444j,19235.561774795387+8415.060566466804j,21276.887734536554+8695.177241052617j,23468.766772016483+8861.168677724196j,25811.79871783442+8882.252625119576j
977932.7685,702.6126733704975+466.4758906973013j,1013.1165354582315+670.0634602499347j,1381.5294647262253+909.8054887966084j,1808.894279875628+1185.1612914637026j,2296.5947377088214+1495.4025041414764j,2846.40410137227+1839.5706223789687j,3460.5348383471915+2216.4686335377874j,4141.683885332552+2624.4914331888626j,4893.079553144886+3061.6238184332815j,5718.525476072324+3525.3623347008147j,6622.438035784369+4012.5843052871905j,7609.875634335671+4519.410987603905j,8686.554475279625+5041.040903902887j,9858.843879927983+5571.54825129573j,11133.73139477723+6103.641329241953j,12518.744355027095+6628.37655254286j,14021.810013306625+7134.8252724765j,15651.030805478742+7609.693904431876j,17414.344934096524+8036.9036204253125j,19319.035689695243+8397.14525383969j,21371.04695502209+8667.439432087565j,23574.059160561555+8820.752834632927j,25928.28321539319+8825.749906316472j
985394.2612,704.6818646168989+467.4286345413557j,1016.1132245747995+671.4180417294156j,1385.6405778882568+911.6231913126798j,1814.319845394626+1187.4952989705205j,2303.5521501066078+1498.294884118519j,2855.132971507029+1843.0485282601362j,3471.302429519858+2220.539857522638j,4154.7910190174225+2629.1378822127153j,4908.866958919131+3066.7939839853007j,5737.380444214294+3530.961893252404j,6644.801117070718+4018.464094012508j,7636.247032332539+4525.351898581181j,8717.49957813325+5046.7349865185515j,9894.997107952096+5576.575217270061j,11175.797168698406+6107.439587852343j,12567.49348014983+6630.207907032736j,14078.069108448752+7133.732536553151j,15715.661562079393+7604.451040209412j,17488.208956171125+8025.958702645417j,19402.939531288634+8378.557787079806j,21465.6608306554+8638.815565447083j,23679.802035524437+8779.185037776148j,26045.167036535397+8767.772002918147j
