Frequency,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27
478643.5149,352.519+260.82j,514.214+378.598j,709.295+518.448j,931.225+678.068j,1183.61+857.411j,1465.46+1055.84j,1779.5+1278.03j,2122.18+1514.04j,2490.54+1766.72j,2893.77+2047.51j,3338.4+2344.62j,3786.94+2643.65j,4280.35+2967.28j,4830.46+3312.24j,5542.47+3779.05j,5987.85+4044.56j,6612.93+4441.35j,7335.08+4817.84j,8029.28+5218.32j,8794.5+5642.74j,9587.16+6032.02j,10399.5+6491.44j,11233.6+6964.75j
482295.4992,353.649+261.342j,515.87+379.356j,711.596+519.485j,934.259+679.421j,1187.49+859.108j,1470.3+1057.9j,1785.4+1280.51j,2129.28+1516.93j,2498.95+1770.03j,2903.57+2051.32j,3349.82+2348.89j,3800.01+2648.35j,4295.26+2972.42j,4847.52+3317.76j,5562.22+3785.2j,6009.42+4050.86j,6636.93+4448.08j,7362.35+4824.36j,8059.47+5224.94j,8828.02+5649.3j,9624.38+6038.02j,10440.1+6497.43j,11277.8+6970.74j
485975.3476,354.782+261.864j,517.529+380.116j,713.902+520.524j,937.299+680.775j,1191.38+860.808j,1475.15+1059.97j,1791.32+1283.0j,2136.4+1519.83j,2507.37+1773.35j,2913.4+2055.13j,3361.27+2353.16j,3813.11+2653.06j,4310.22+2977.56j,4864.64+3323.26j,5582.03+3791.33j,6031.07+4057.14j,6661.02+4454.78j,7389.72+4830.84j,8089.78+5231.51j,8861.67+5655.78j,9661.76+6043.91j,10481.0+6503.31j,11322.2+6976.61j
489683.2728,355.917+262.387j,519.192+380.877j,716.213+521.564j,940.346+682.131j,1195.28+862.509j,1480.02+1062.04j,1797.25+1285.49j,2143.54+1522.72j,2515.82+1776.66j,2923.26+2058.94j,3372.76+2357.42j,3826.25+2657.75j,4325.22+2982.69j,4881.8+3328.76j,5601.9+3797.44j,6052.8+4063.4j,6685.19+4461.46j,7417.2+4837.27j,8120.21+5238.01j,8895.46+5662.19j,9699.29+6049.71j,10522.0+6509.07j,11366.8+6982.35j
493419.4889,357.054+262.911j,520.859+381.639j,718.529+522.606j,943.4+683.488j,1199.19+864.213j,1484.89+1064.11j,1803.19+1287.98j,2150.7+1525.62j,2524.3+1779.98j,2933.14+2062.74j,3384.27+2361.68j,3839.43+2662.45j,4340.26+2987.81j,4899.02+3334.24j,5621.84+3803.53j,6074.59+4069.63j,6709.44+4468.11j,7444.77+4843.65j,8150.75+5244.46j,8929.38+5668.53j,9736.98+6055.41j,10563.2+6514.71j,11411.6+6987.95j
497184.2118,358.194+263.436j,522.529+382.402j,720.85+523.649j,946.46+684.847j,1203.1+865.918j,1489.78+1066.18j,1809.15+1290.47j,2157.87+1528.52j,2532.79+1783.29j,2943.05+2066.55j,3395.82+2365.94j,3852.65+2667.14j,4355.35+2992.93j,4916.29+3339.72j,5641.85+3809.61j,6096.46+4075.84j,6733.78+4474.72j,7472.45+4849.99j,8181.4+5250.84j,8963.43+5674.79j,9774.82+6061.0j,10604.6+6520.24j,11456.6+6993.41j
500977.6591,359.337+263.962j,524.203+383.166j,723.176+524.694j,949.527+686.208j,1207.03+867.625j,1494.68+1068.25j,1815.12+1292.96j,2165.06+1531.42j,2541.31+1786.61j,2952.98+2070.36j,3407.4+2370.2j,3865.91+2671.82j,4370.48+2998.04j,4933.62+3345.17j,5661.92+3815.67j,6118.4+4082.03j,6758.2+4481.31j,7500.23+4856.28j,8212.18+5257.17j,8997.62+5680.97j,9812.82+6066.49j,10646.1+6525.64j,11501.7+6998.73j
504800.0498,360.482+264.488j,525.88+383.931j,725.507+525.74j,952.601+687.571j,1210.96+869.333j,1499.59+1070.33j,1821.11+1295.46j,2172.27+1534.32j,2549.85+1789.92j,2962.94+2074.16j,3419.02+2374.45j,3879.2+2676.51j,4385.66+3003.14j,4951.01+3350.62j,5682.05+3821.71j,6140.42+4088.19j,6782.7+4487.87j,7528.12+4862.52j,8243.08+5263.43j,9031.95+5687.07j,9850.98+6071.88j,10687.8+6530.92j,11547.1+7003.91j
508651.6048,361.629+265.016j,527.562+384.698j,727.844+526.787j,955.682+688.935j,1214.9+871.044j,1504.51+1072.41j,1827.11+1297.95j,2179.5+1537.22j,2558.41+1793.24j,2972.93+2077.97j,3430.66+2378.7j,3892.53+2681.18j,4400.89+3008.23j,4968.44+3356.05j,5702.25+3827.73j,6162.52+4094.32j,6807.29+4494.39j,7556.11+4868.7j,8274.09+5269.63j,9066.41+5693.08j,9889.29+6077.15j,10729.7+6536.07j,11592.6+7008.94j
512532.5467,362.779+265.544j,529.246+385.465j,730.185+527.835j,958.769+690.3j,1218.86+872.756j,1509.44+1074.48j,1833.12+1300.45j,2186.75+1540.13j,2566.99+1796.56j,2982.95+2081.77j,3442.34+2382.95j,3905.9+2685.85j,4416.16+3013.31j,4985.94+3361.47j,5722.52+3833.73j,6184.69+4100.43j,6831.97+4500.88j,7584.21+4874.84j,8305.23+5275.76j,9101.01+5699.02j,9927.77+6082.31j,10771.8+6541.09j,11638.4+7013.83j
516443.0997,363.932+266.073j,530.935+386.234j,732.532+528.885j,961.864+691.668j,1222.82+874.47j,1514.38+1076.56j,1839.15+1302.95j,2194.01+1543.03j,2575.6+1799.87j,2992.99+2085.58j,3454.05+2387.2j,3919.31+2690.52j,4431.48+3018.39j,5003.49+3366.87j,5742.86+3839.71j,6206.93+4106.51j,6856.74+4507.33j,7612.41+4880.92j,8336.48+5281.83j,9135.75+5704.87j,9966.41+6087.36j,10814.0+6545.98j,11684.3+7018.57j
520383.4896,365.087+266.603j,532.627+387.004j,734.884+529.937j,964.965+693.037j,1226.79+876.185j,1519.34+1078.65j,1845.2+1305.45j,2201.3+1545.94j,2584.23+1803.19j,3003.06+2089.38j,3465.8+2391.44j,3932.76+2695.18j,4446.85+3023.45j,5021.09+3372.26j,5763.26+3845.67j,6229.25+4112.56j,6881.59+4513.75j,7640.72+4886.95j,8367.86+5287.83j,9170.63+5710.63j,10005.2+6092.3j,10856.5+6550.73j,11730.5+7023.15j
524353.9441,366.245+267.133j,534.323+387.775j,737.241+530.99j,968.073+694.408j,1230.76+877.903j,1524.31+1080.73j,1851.26+1307.96j,2208.6+1548.84j,2592.88+1806.5j,3013.15+2093.18j,3477.57+2395.68j,3946.25+2699.83j,4462.26+3028.51j,5038.76+3377.63j,5783.73+3851.61j,6251.65+4118.59j,6906.53+4520.14j,7669.14+4892.92j,8399.37+5293.75j,9205.66+5716.3j,10044.2+6097.12j,10899.1+6555.35j,11776.8+7027.57j
528354.6927,367.404+267.665j,536.022+388.548j,739.602+532.044j,971.189+695.78j,1234.75+879.622j,1529.29+1082.81j,1857.33+1310.46j,2215.92+1551.75j,2601.55+1809.81j,3023.27+2096.98j,3489.38+2399.91j,3959.78+2704.48j,4477.72+3033.56j,5056.47+3382.98j,5804.26+3857.53j,6274.13+4124.59j,6931.56+4526.49j,7697.67+4898.84j,8430.99+5299.61j,9240.82+5721.89j,10083.3+6101.81j,10941.9+6559.83j,11823.3+7031.84j
532385.9664,368.567+268.197j,537.726+389.321j,741.969+533.099j,974.311+697.154j,1238.75+881.343j,1534.28+1084.9j,1863.42+1312.97j,2223.26+1554.65j,2610.25+1813.13j,3033.43+2100.78j,3501.23+2404.15j,3973.35+2709.12j,4493.22+3038.59j,5074.25+3388.32j,5824.87+3863.43j,6296.69+4130.55j,6956.68+4532.81j,7726.3+4904.7j,8462.74+5305.4j,9276.13+5727.38j,10122.6+6106.39j,10984.8+6564.16j,11870.1+7035.94j
536447.9982,369.732+268.73j,539.432+390.095j,744.341+534.156j,977.44+698.53j,1242.75+883.065j,1539.28+1086.99j,1869.52+1315.48j,2230.61+1557.56j,2618.97+1816.44j,3043.6+2104.58j,3513.11+2408.38j,3986.96+2713.76j,4508.78+3043.62j,5092.09+3393.65j,5845.55+3869.31j,6319.32+4136.49j,6981.89+4539.09j,7755.05+4910.5j,8494.62+5311.11j,9311.58+5732.78j,10162.1+6110.84j,11028.0+6568.35j,11917.0+7039.88j
540541.0228,370.899+269.264j,541.143+390.871j,746.719+535.214j,980.576+699.907j,1246.77+884.789j,1544.29+1089.08j,1875.64+1317.99j,2237.99+1560.47j,2627.72+1819.75j,3053.81+2108.37j,3525.02+2412.6j,4000.6+2718.39j,4524.38+3048.63j,5109.98+3398.96j,5866.29+3875.16j,6342.03+4142.4j,7007.19+4545.33j,7783.9+4916.25j,8526.62+5316.75j,9347.18+5738.08j,10201.7+6115.17j,11071.4+6572.4j,11964.2+7043.65j
544665.2765,372.069+269.799j,542.857+391.647j,749.101+536.273j,983.719+701.285j,1250.79+886.515j,1549.32+1091.17j,1881.77+1320.5j,2245.38+1563.38j,2636.49+1823.06j,3064.04+2112.17j,3536.96+2416.82j,4014.29+2723.01j,4540.03+3053.64j,5127.93+3404.25j,5887.11+3880.99j,6364.83+4148.28j,7032.58+4551.53j,7812.87+4921.93j,8558.75+5322.31j,9382.92+5743.29j,10241.5+6119.37j,11114.9+6576.29j,12011.5+7047.24j
548820.9978,373.242+270.334j,544.574+392.425j,751.489+537.334j,986.869+702.666j,1254.83+888.242j,1554.36+1093.26j,1887.92+1323.01j,2252.8+1566.28j,2645.28+1826.37j,3074.31+2115.96j,3548.94+2421.04j,4028.03+2727.62j,4555.74+3058.63j,5145.94+3409.52j,5908.0+3886.79j,6387.7+4154.12j,7058.06+4557.69j,7841.95+4927.55j,8591.01+5327.8j,9418.82+5748.4j,10281.4+6123.44j,11158.6+6580.04j,12059.1+7050.66j
553008.4266,374.417+270.871j,546.296+393.204j,753.882+538.396j,990.026+704.048j,1258.87+889.971j,1559.41+1095.35j,1894.08+1325.52j,2260.23+1569.19j,2654.1+1829.68j,3084.6+2119.75j,3560.96+2425.25j,4041.8+2732.23j,4571.48+3063.62j,5164.01+3414.77j,5928.95+3892.57j,6410.66+4159.93j,7083.64+4563.81j,7871.14+4933.11j,8623.4+5333.2j,9454.86+5753.4j,10321.6+6127.37j,11202.5+6583.62j,12106.8+7053.91j
557227.8049,375.595+271.408j,548.021+393.984j,756.281+539.459j,993.19+705.431j,1262.92+891.701j,1564.48+1097.45j,1900.26+1328.04j,2267.68+1572.1j,2662.94+1832.99j,3094.91+2123.54j,3573.01+2429.46j,4055.61+2736.83j,4587.28+3068.59j,5182.14+3420.01j,5949.98+3898.33j,6433.7+4165.71j,7109.31+4569.89j,7900.45+4938.6j,8655.92+5338.53j,9491.04+5758.31j,10361.9+6131.17j,11246.6+6587.05j,12154.8+7056.97j
561479.3766,376.775+271.946j,549.75+394.765j,758.684+540.524j,996.361+706.816j,1266.98+893.433j,1569.55+1099.54j,1906.45+1330.55j,2275.16+1575.01j,2671.8+1836.3j,3105.26+2127.33j,3585.09+2433.66j,4069.46+2741.43j,4603.13+3073.55j,5200.33+3425.23j,5971.09+3904.06j,6456.82+4171.45j,7135.07+4575.93j,7929.87+4944.03j,8688.57+5343.77j,9527.38+5763.11j,10402.4+6134.82j,11290.9+6590.32j,12203.0+7059.85j
565763.3871,377.958+272.485j,551.483+395.547j,761.093+541.59j,999.54+708.203j,1271.05+895.167j,1574.64+1101.64j,1912.66+1333.07j,2282.65+1577.92j,2680.69+1839.61j,3115.64+2131.11j,3597.21+2437.86j,4083.36+2746.01j,4619.03+3078.5j,5218.58+3430.42j,5992.26+3909.76j,6480.02+4177.16j,7160.93+4581.93j,7959.41+4949.39j,8721.35+5348.93j,9563.87+5767.8j,10443.0+6138.34j,11335.4+6593.42j,12251.4+7062.54j
570080.084,379.144+273.024j,553.22+396.331j,763.508+542.658j,1002.73+709.591j,1275.13+896.902j,1579.74+1103.74j,1918.89+1335.59j,2290.16+1580.83j,2689.6+1842.91j,3126.04+2134.9j,3609.36+2442.06j,4097.3+2750.59j,4634.98+3083.43j,5236.89+3435.6j,6013.51+3915.44j,6503.31+4182.84j,7186.88+4587.88j,7989.07+4954.68j,8754.26+5354.0j,9600.52+5772.38j,10483.9+6141.72j,11380.1+6596.35j,12300.0+7065.03j
574429.7167,380.332+273.565j,554.96+397.115j,765.927+543.727j,1005.92+710.981j,1279.22+898.639j,1584.85+1105.84j,1925.12+1338.11j,2297.69+1583.74j,2698.53+1846.22j,3136.48+2138.68j,3621.55+2446.25j,4111.28+2755.16j,4650.98+3088.35j,5255.26+3440.76j,6034.83+3921.09j,6526.68+4188.48j,7212.93+4593.79j,8018.84+4959.91j,8787.31+5358.99j,9637.31+5776.86j,10524.9+6144.94j,11425.0+6599.12j,12348.8+7067.34j
578812.5366,381.523+274.106j,556.704+397.901j,768.352+544.797j,1009.12+712.372j,1283.32+900.377j,1589.98+1107.94j,1931.38+1340.63j,2305.24+1586.65j,2707.49+1849.52j,3146.94+2142.46j,3633.78+2450.43j,4125.3+2759.71j,4667.03+3093.26j,5273.69+3445.9j,6056.23+3926.71j,6550.14+4194.08j,7239.08+4599.65j,8048.73+4965.06j,8820.49+5363.89j,9674.26+5781.22j,10566.1+6148.02j,11470.0+6601.71j,12397.9+7069.44j
583228.7967,382.716+274.649j,558.453+398.688j,770.783+545.868j,1012.32+713.765j,1287.43+902.117j,1595.11+1110.04j,1937.65+1343.15j,2312.81+1589.56j,2716.48+1852.82j,3157.43+2146.23j,3646.04+2454.6j,4139.37+2764.26j,4683.13+3098.16j,5292.19+3451.02j,6077.7+3932.31j,6573.68+4199.64j,7265.32+4605.46j,8078.73+4970.14j,8853.81+5368.69j,9711.37+5785.46j,10607.4+6150.95j,11515.3+6604.12j,12447.1+7071.34j
587678.7524,383.912+275.192j,560.204+399.476j,773.219+546.941j,1015.54+715.16j,1291.55+903.858j,1600.26+1112.14j,1943.94+1345.67j,2320.39+1592.47j,2725.49+1856.12j,3167.95+2150.0j,3658.34+2458.78j,4153.48+2768.81j,4699.28+3103.04j,5310.75+3456.11j,6099.24+3937.87j,6597.31+4205.17j,7291.67+4611.23j,8108.86+4975.15j,8887.26+5373.41j,9748.63+5789.59j,10649.0+6153.72j,11560.8+6606.35j,12496.6+7073.04j
592162.6605,385.111+275.736j,561.96+400.265j,775.66+548.015j,1018.76+716.555j,1295.67+905.601j,1605.43+1114.25j,1950.24+1348.19j,2328.0+1595.38j,2734.52+1859.41j,3178.5+2153.77j,3670.67+2462.94j,4167.63+2773.34j,4715.49+3107.91j,5329.37+3461.18j,6120.87+3943.41j,6621.02+4210.65j,7318.11+4616.95j,8139.11+4980.09j,8920.86+5378.03j,9786.05+5793.6j,10690.7+6156.33j,11606.5+6608.4j,12546.3+7074.52j
596680.7803,386.312+276.28j,563.72+401.055j,778.106+549.091j,1021.99+717.953j,1299.81+907.345j,1610.6+1116.36j,1956.55+1350.72j,2335.63+1598.29j,2743.58+1862.71j,3189.08+2157.54j,3683.04+2467.1j,4181.83+2777.86j,4731.74+3112.76j,5348.06+3466.23j,6142.56+3948.91j,6644.82+4216.1j,7344.65+4622.62j,8169.48+4984.94j,8954.59+5382.55j,9823.63+5797.49j,10732.6+6158.79j,11652.3+6610.27j,12596.2+7075.79j
601233.3727,387.516+276.826j,565.483+401.846j,780.559+550.167j,1025.23+719.352j,1303.96+909.091j,1615.79+1118.46j,1962.89+1353.24j,2343.28+1601.2j,2752.67+1866.0j,3199.7+2161.3j,3695.44+2471.25j,4196.07+2782.37j,4748.05+3117.59j,5366.8+3471.26j,6164.34+3954.39j,6668.71+4221.51j,7371.28+4628.24j,8199.97+4989.72j,8988.45+5386.98j,9861.37+5801.26j,10774.7+6161.08j,11698.4+6611.94j,12646.4+7076.85j
605820.7007,388.722+277.372j,567.25+402.639j,783.016+551.245j,1028.47+720.752j,1308.11+910.838j,1620.99+1120.57j,1969.24+1355.77j,2350.95+1604.11j,2761.78+1869.29j,3210.34+2165.06j,3707.89+2475.4j,4210.35+2786.87j,4764.42+3122.42j,5385.62+3476.27j,6186.19+3959.83j,6692.68+4226.87j,7398.02+4633.81j,8230.58+4994.42j,9022.46+5391.31j,9899.26+5804.9j,10817.0+6163.2j,11744.7+6613.42j,12696.7+7077.68j
610443.0295,389.931+277.919j,569.022+403.432j,785.479+552.325j,1031.72+722.154j,1312.28+912.587j,1626.2+1122.68j,1975.6+1358.29j,2358.64+1607.01j,2770.92+1872.58j,3221.01+2168.82j,3720.37+2479.54j,4224.68+2791.37j,4780.83+3127.22j,5404.5+3481.25j,6208.12+3965.24j,6716.75+4232.19j,7424.87+4639.33j,8261.32+4999.04j,9056.61+5395.54j,9937.32+5808.41j,10859.4+6165.16j,11791.2+6614.7j,12747.3+7078.29j
615100.6259,391.143+278.467j,570.797+404.227j,787.948+553.405j,1034.98+723.557j,1316.46+914.337j,1631.43+1124.79j,1981.98+1360.82j,2366.35+1609.92j,2780.08+1875.87j,3231.71+2172.57j,3732.89+2483.67j,4239.05+2795.85j,4797.3+3132.01j,5423.44+3486.2j,6230.13+3970.62j,6740.9+4237.47j,7451.81+4644.79j,8292.18+5003.58j,9090.9+5399.67j,9975.54+5811.79j,10902.1+6166.94j,11837.8+6615.78j,12798.1+7078.67j
619793.7592,392.358+279.016j,572.576+405.022j,790.422+554.487j,1038.24+724.962j,1320.64+916.088j,1636.67+1126.9j,1988.38+1363.35j,2374.08+1612.83j,2789.26+1879.15j,3242.44+2176.32j,3745.44+2487.8j,4253.47+2800.32j,4813.83+3136.79j,5442.45+3491.13j,6252.21+3975.96j,6765.15+4242.71j,7478.86+4650.2j,8323.17+5008.03j,9125.34+5403.69j,10013.9+5815.03j,10944.9+6168.55j,11884.7+6616.66j,12849.2+7078.81j
624522.7005,393.575+279.566j,574.358+405.819j,792.901+555.57j,1041.52+726.368j,1324.84+917.841j,1641.92+1129.01j,1994.79+1365.88j,2381.83+1615.73j,2798.48+1882.43j,3253.21+2180.06j,3758.04+2491.92j,4267.94+2804.78j,4830.4+3141.55j,5461.52+3496.04j,6274.38+3981.27j,6789.48+4247.9j,7506.01+4655.55j,8354.28+5012.4j,9159.92+5407.6j,10052.5+5818.15j,10987.9+6169.98j,11931.8+6617.33j,12900.4+7078.72j
629287.7229,394.795+280.116j,576.145+406.617j,795.387+556.655j,1044.8+727.775j,1329.04+919.595j,1647.19+1131.12j,2001.22+1368.41j,2389.61+1618.64j,2807.72+1885.71j,3264.0+2183.81j,3770.67+2496.03j,4282.45+2809.22j,4847.04+3146.29j,5480.66+3500.92j,6296.63+3986.55j,6813.91+4253.04j,7533.26+4660.85j,8385.52+5016.68j,9194.64+5411.41j,10091.2+5821.12j,11031.2+6171.23j,11979.2+6617.78j,12951.9+7078.38j
634089.1018,396.017+280.667j,577.936+407.416j,797.877+557.74j,1048.08+729.184j,1333.26+921.35j,1652.47+1133.24j,2007.67+1370.94j,2397.4+1621.54j,2816.98+1888.99j,3274.83+2187.54j,3783.34+2500.13j,4297.01+2813.66j,4863.72+3151.01j,5499.87+3505.77j,6318.95+3991.79j,6838.42+4258.13j,7560.62+4666.09j,8416.89+5020.88j,9229.51+5415.1j,10130.1+5823.95j,11074.6+6172.29j,12026.7+6618.03j,13003.6+7077.8j
638927.1145,397.242+281.219j,579.73+408.216j,800.374+558.827j,1051.38+730.595j,1337.49+923.107j,1657.76+1135.35j,2014.13+1373.47j,2405.21+1624.45j,2826.27+1892.26j,3285.68+2191.27j,3796.05+2504.23j,4311.61+2818.08j,4880.47+3155.72j,5519.15+3510.59j,6341.36+3996.99j,6863.04+4263.18j,7588.09+4671.27j,8448.39+5024.98j,9264.53+5418.68j,10169.1+5826.64j,11118.2+6173.16j,12074.4+6618.05j,13055.6+7076.96j
643802.0407,398.469+281.772j,581.529+409.018j,802.876+559.916j,1054.68+732.006j,1341.72+924.865j,1663.06+1137.47j,2020.61+1376.0j,2413.05+1627.35j,2835.59+1895.53j,3296.57+2195.0j,3808.8+2508.31j,4326.26+2822.49j,4897.27+3160.4j,5538.49+3515.39j,6363.85+4002.15j,6887.74+4268.18j,7615.66+4676.39j,8480.02+5028.99j,9299.69+5422.15j,10208.3+5829.19j,11161.9+6173.84j,12122.3+6617.85j,13107.8+7075.87j
648714.1618,399.7+282.326j,583.332+409.82j,805.383+561.005j,1057.99+733.419j,1345.97+926.624j,1668.38+1139.58j,2027.1+1378.53j,2420.9+1630.25j,2844.93+1898.79j,3307.49+2198.72j,3821.58+2512.39j,4340.95+2826.89j,4914.12+3165.07j,5557.9+3520.16j,6386.42+4007.28j,6912.54+4273.13j,7643.34+4681.45j,8511.77+5032.91j,9335.0+5425.5j,10247.7+5831.58j,11205.9+6174.33j,12170.5+6617.42j,13160.2+7074.52j
653663.7618,400.933+282.88j,585.138+410.623j,807.896+562.096j,1061.31+734.834j,1350.22+928.385j,1673.71+1141.7j,2033.61+1381.06j,2428.78+1633.15j,2854.3+1902.06j,3318.45+2202.44j,3834.41+2516.46j,4355.7+2831.27j,4931.04+3169.72j,5577.38+3524.9j,6409.08+4012.37j,6937.43+4278.03j,7671.12+4686.44j,8543.66+5036.73j,9370.47+5428.73j,10287.3+5833.83j,11250.1+6174.62j,12218.9+6616.76j,13212.9+7072.91j
658651.1265,402.168+283.435j,586.949+411.428j,810.415+563.188j,1064.64+736.25j,1354.49+930.147j,1679.06+1143.82j,2040.14+1383.59j,2436.68+1636.05j,2863.7+1905.32j,3329.43+2206.15j,3847.27+2520.52j,4370.49+2835.64j,4948.0+3174.35j,5596.93+3529.61j,6431.81+4017.42j,6962.42+4282.88j,7699.02+4691.38j,8575.68+5040.46j,9406.08+5431.84j,10327.0+5835.92j,11294.5+6174.7j,12267.5+6615.86j,13265.7+7071.02j
663676.5441,403.407+283.991j,588.763+412.233j,812.94+564.281j,1067.97+737.667j,1358.77+931.91j,1684.41+1145.93j,2046.69+1386.12j,2444.6+1638.94j,2873.12+1908.57j,3340.45+2209.86j,3860.18+2524.57j,4385.33+2840.0j,4965.03+3178.96j,5616.55+3534.29j,6454.64+4022.43j,6987.5+4287.68j,7727.02+4696.25j,8607.84+5044.08j,9441.84+5434.82j,10366.9+5837.85j,11339.0+6174.58j,12316.3+6614.72j,13318.9+7068.86j
668740.305,404.648+284.548j,590.582+413.04j,815.47+565.375j,1071.31+739.085j,1363.05+933.674j,1689.79+1148.05j,2053.25+1388.65j,2452.54+1641.84j,2882.58+1911.82j,3351.49+2213.56j,3873.13+2528.62j,4400.21+2844.35j,4982.12+3183.55j,5636.24+3538.94j,6477.54+4027.4j,7012.68+4292.42j,7755.14+4701.05j,8640.13+5047.61j,9477.76+5437.68j,10407.0+5839.63j,11383.8+6174.25j,12365.3+6613.34j,13372.2+7066.42j
673842.7016,405.892+285.106j,592.404+413.848j,818.006+566.471j,1074.66+740.505j,1367.35+935.439j,1695.17+1150.17j,2059.83+1391.18j,2460.5+1644.73j,2892.06+1915.07j,3362.58+2217.26j,3886.11+2532.65j,4415.15+2848.68j,4999.26+3188.12j,5656.0+3543.55j,6500.53+4032.32j,7037.96+4297.1j,7783.36+4705.79j,8672.55+5051.03j,9513.83+5440.41j,10447.2+5841.24j,11428.8+6173.7j,12414.5+6611.71j,13425.8+7063.7j
678984.0289,407.138+285.664j,594.23+414.656j,820.548+567.567j,1078.02+741.927j,1371.66+937.206j,1700.57+1152.29j,2066.43+1393.72j,2468.49+1647.63j,2901.56+1918.32j,3373.69+2220.95j,3899.14+2536.67j,4430.13+2852.99j,5016.46+3192.66j,5675.83+3548.14j,6523.61+4037.21j,7063.33+4301.74j,7811.7+4710.45j,8705.11+5054.35j,9550.05+5443.01j,10487.7+5842.69j,11473.9+6172.94j,12464.0+6609.83j,13479.7+7060.69j
684164.5838,408.388+286.223j,596.06+415.466j,823.095+568.665j,1081.38+743.349j,1375.97+938.974j,1705.98+1154.41j,2073.04+1396.25j,2476.5+1650.52j,2911.1+1921.56j,3384.84+2224.64j,3912.21+2540.68j,4445.16+2857.29j,5033.72+3197.19j,5695.73+3552.69j,6546.77+4042.04j,7088.8+4306.31j,7840.15+4715.05j,8737.8+5057.56j,9586.43+5445.48j,10528.3+5843.97j,11519.3+6171.95j,12513.7+6607.69j,13533.7+7057.38j
689384.6656,409.64+286.783j,597.895+416.277j,825.649+569.765j,1084.75+744.773j,1380.3+940.742j,1711.41+1156.53j,2079.67+1398.78j,2484.53+1653.4j,2920.66+1924.79j,3396.02+2228.31j,3925.31+2544.69j,4460.25+2861.57j,5051.04+3201.69j,5715.71+3557.21j,6570.02+4046.84j,7114.38+4310.83j,7868.71+4719.58j,8770.64+5060.67j,9622.96+5447.81j,10569.1+5845.08j,11564.9+6170.74j,12563.6+6605.29j,13588.1+7053.78j
694644.5759,410.895+287.344j,599.733+417.089j,828.208+570.865j,1088.13+746.198j,1384.64+942.512j,1716.85+1158.65j,2086.32+1401.31j,2492.58+1656.29j,2930.25+1928.02j,3407.24+2231.99j,3938.46+2548.68j,4475.38+2865.84j,5068.42+3206.17j,5735.76+3561.7j,6593.36+4051.59j,7140.05+4315.28j,7897.39+4724.03j,8803.61+5063.66j,9659.66+5450.01j,10610.0+5846.01j,11610.6+6169.3j,12613.7+6602.62j,13642.6+7049.87j
699944.6186,412.153+287.906j,601.576+417.902j,830.772+571.966j,1091.52+747.625j,1388.99+944.283j,1722.3+1160.77j,2092.99+1403.84j,2500.65+1659.17j,2939.87+1931.25j,3418.48+2235.65j,3951.66+2552.66j,4490.56+2870.09j,5085.86+3210.63j,5755.88+3566.15j,6616.79+4056.29j,7165.82+4319.68j,7926.18+4728.41j,8836.72+5066.54j,9696.51+5452.06j,10651.2+5846.77j,11656.6+6167.63j,12664.0+6599.68j,13697.4+7045.64j
705285.0999,413.413+288.469j,603.422+418.716j,833.343+573.069j,1094.91+749.052j,1393.35+946.055j,1727.77+1162.9j,2099.67+1406.37j,2508.75+1662.06j,2949.52+1934.47j,3429.77+2239.31j,3964.89+2556.63j,4505.79+2874.33j,5103.36+3215.06j,5776.07+3570.56j,6640.3+4060.95j,7191.69+4324.02j,7955.09+4732.71j,8869.97+5069.31j,9733.52+5453.97j,10692.5+5847.34j,11702.8+6165.72j,12714.6+6596.46j,13752.5+7041.11j
710666.3283,414.676+289.032j,605.273+419.531j,835.919+574.172j,1098.32+750.481j,1397.72+947.828j,1733.26+1165.02j,2106.37+1408.91j,2516.87+1664.94j,2959.19+1937.69j,3441.08+2242.97j,3978.16+2560.59j,4521.08+2878.55j,5120.92+3219.47j,5796.34+3574.94j,6663.9+4065.56j,7217.67+4328.29j,7984.11+4736.94j,8903.36+5071.96j,9770.69+5455.74j,10734.0+5847.73j,11749.1+6163.57j,12765.4+6592.96j,13807.7+7036.25j
716088.6148,415.943+289.596j,607.128+420.347j,838.501+575.277j,1101.73+751.911j,1402.1+949.602j,1738.75+1167.14j,2113.09+1411.44j,2525.01+1667.82j,2968.9+1940.9j,3452.43+2246.61j,3991.48+2564.53j,4536.41+2882.75j,5138.54+3223.85j,5816.68+3579.28j,6687.6+4070.12j,7243.75+4332.5j,8013.25+4741.09j,8936.89+5074.49j,9808.02+5457.36j,10775.7+5847.94j,11795.7+6161.17j,12816.4+6589.18j,13863.3+7031.06j
721552.2726,417.211+290.161j,608.987+421.164j,841.089+576.383j,1105.15+753.343j,1406.49+951.377j,1744.26+1169.26j,2119.82+1413.97j,2533.18+1670.69j,2978.63+1944.11j,3463.82+2250.25j,4004.84+2568.47j,4551.8+2886.93j,5156.22+3228.21j,5837.1+3583.58j,6711.38+4074.63j,7269.93+4336.64j,8042.51+4745.16j,8970.57+5076.9j,9845.51+5458.82j,10817.5+5847.95j,11842.5+6158.52j,12867.6+6585.1j,13919.0+7025.54j
