Frequency,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27
100000,169.202+171.009j,244.22+246.785j,332.244+335.63j,433.612+437.93j,547.515+552.77j,674.787+680.935j,816.467+823.713j,968.684+976.71j,1133.91+1142.62j,1316.0+1325.75j,1509.9+1520.12j,1708.2+1718.71j,1924.87+1935.34j,2157.25+2166.92j,2467.96+2478.32j,2655.93+2664.5j,2925.82+2933.81j,3209.4+3211.42j,3498.3+3497.01j,3812.0+3806.25j,4124.97+4111.1j,4460.82+4442.81j,4806.24+4784.06j
100762.9863,169.858+171.361j,245.197+247.308j,333.625+336.368j,435.442+438.908j,549.862+554.021j,677.702+682.487j,820.023+825.604j,972.939+978.968j,1138.89+1145.26j,1321.79+1328.81j,1516.6+1523.65j,1715.79+1722.7j,1933.42+1939.83j,2166.92+2171.98j,2479.04+2484.1j,2667.87+2670.7j,2938.98+2940.63j,3223.99+3218.92j,3514.22+3505.15j,3829.39+3815.09j,4143.84+4120.62j,4481.24+4453.08j,4828.27+4795.11j
101531.794,170.516+171.713j,246.176+247.832j,335.01+337.108j,437.277+439.887j,552.215+555.275j,680.627+684.042j,823.59+827.499j,977.207+981.229j,1143.89+1147.9j,1327.59+1331.88j,1523.32+1527.19j,1723.39+1726.69j,1942.0+1944.32j,2176.62+2177.03j,2490.15+2489.88j,2679.84+2676.9j,2952.18+2947.46j,3238.63+3226.42j,3530.2+3513.31j,3846.83+3823.95j,4162.76+4130.15j,4501.73+4463.37j,4850.37+4806.18j
102306.4677,171.177+172.067j,247.16+248.357j,336.399+337.849j,439.118+440.868j,554.577+556.532j,683.561+685.6j,827.168+829.397j,981.488+983.494j,1148.91+1150.55j,1333.41+1334.94j,1530.05+1530.73j,1731.02+1730.69j,1950.61+1948.82j,2186.36+2182.1j,2501.29+2495.67j,2691.86+2683.12j,2965.43+2954.29j,3253.31+3233.93j,3546.23+3521.47j,3864.33+3832.82j,4181.75+4139.7j,4522.28+4473.67j,4872.53+4817.26j
103087.0519,171.841+172.421j,248.147+248.884j,337.793+338.592j,440.966+441.852j,556.945+557.791j,686.504+687.161j,830.757+831.298j,985.782+985.763j,1153.94+1153.2j,1339.26+1338.02j,1536.81+1534.28j,1738.68+1734.7j,1959.24+1953.32j,2196.12+2187.17j,2512.47+2501.47j,2703.9+2689.34j,2978.71+2961.14j,3268.04+3241.45j,3562.31+3529.65j,3881.88+3841.7j,4200.8+4149.25j,4542.9+4483.99j,4894.77+4828.35j
103873.592,172.507+172.776j,249.137+249.412j,339.191+339.336j,442.819+442.837j,559.321+559.052j,689.457+688.725j,834.357+833.203j,990.088+988.036j,1158.99+1155.86j,1345.11+1341.1j,1543.59+1537.83j,1746.35+1738.71j,1967.9+1957.83j,2205.91+2192.26j,2523.69+2507.28j,2715.99+2695.58j,2992.04+2968.0j,3282.81+3248.98j,3578.44+3537.83j,3899.49+3850.59j,4219.9+4158.82j,4563.59+4494.31j,4917.09+4839.46j
104666.1332,173.174+173.132j,250.13+249.941j,340.595+340.082j,444.678+443.824j,561.705+560.316j,692.418+690.291j,837.968+835.111j,994.408+990.313j,1164.05+1158.52j,1350.99+1344.18j,1550.39+1541.39j,1754.05+1742.73j,1976.59+1962.35j,2215.73+2197.34j,2534.94+2513.1j,2728.11+2701.82j,3005.4+2974.86j,3297.63+3256.53j,3594.62+3546.03j,3917.16+3859.49j,4239.07+4168.4j,4584.35+4504.65j,4939.47+4850.58j
105464.7215,173.844+173.489j,251.126+250.47j,342.002+340.83j,446.542+444.813j,564.095+561.582j,695.388+691.861j,841.59+837.023j,998.741+992.593j,1169.12+1161.18j,1356.88+1347.27j,1557.21+1544.96j,1761.77+1746.76j,1985.3+1966.88j,2225.59+2202.44j,2546.22+2518.92j,2740.27+2708.07j,3018.81+2981.74j,3312.49+3264.08j,3610.85+3554.23j,3934.88+3868.4j,4258.31+4177.99j,4605.17+4515.0j,4961.93+4861.71j
106269.4028,174.517+173.846j,252.126+251.001j,343.413+341.578j,448.413+445.804j,566.494+562.85j,698.367+693.433j,845.222+838.937j,1003.09+994.878j,1174.21+1163.85j,1362.79+1350.37j,1564.05+1548.53j,1769.52+1750.79j,1994.04+1971.41j,2235.47+2207.54j,2557.54+2524.76j,2752.47+2714.33j,3032.26+2988.62j,3327.41+3271.64j,3627.13+3562.45j,3952.65+3877.32j,4277.6+4187.59j,4626.06+4525.36j,4984.46+4872.85j
107080.2237,175.192+174.205j,253.129+251.533j,344.829+342.328j,450.288+446.797j,568.899+564.121j,701.355+695.008j,848.866+840.856j,1007.44+997.166j,1179.32+1166.52j,1368.72+1353.47j,1570.91+1552.1j,1777.29+1754.83j,2002.8+1975.95j,2245.38+2212.65j,2568.89+2530.6j,2764.7+2720.6j,3045.75+2995.52j,3342.36+3279.21j,3643.46+3570.68j,3970.49+3886.25j,4296.95+4197.2j,4647.01+4535.73j,5007.06+4884.0j
107897.2311,175.869+174.564j,254.135+252.067j,346.249+343.079j,452.169+447.791j,571.31+565.393j,704.352+696.585j,852.52+842.777j,1011.82+999.458j,1184.44+1169.2j,1374.67+1356.57j,1577.79+1555.68j,1785.08+1758.87j,2011.59+1980.5j,2255.32+2217.77j,2580.27+2536.45j,2776.97+2726.87j,3059.28+3002.42j,3357.36+3286.79j,3659.84+3578.91j,3988.37+3895.2j,4316.37+4206.82j,4668.04+4546.11j,5029.74+4895.17j
108720.4722,176.548+174.924j,255.145+252.602j,347.674+343.832j,454.056+448.787j,573.729+566.667j,707.357+698.165j,856.184+844.701j,1016.2+1001.75j,1189.58+1171.88j,1380.63+1359.68j,1584.69+1559.27j,1792.9+1762.92j,2020.41+1985.05j,2265.29+2222.9j,2591.69+2542.31j,2789.28+2733.16j,3072.85+3009.34j,3372.41+3294.38j,3676.27+3587.16j,4006.32+3904.15j,4335.84+4216.45j,4689.13+4556.5j,5052.48+4906.34j
109549.9945,177.229+175.285j,256.158+253.138j,349.103+344.587j,455.949+449.785j,576.155+567.944j,710.37+699.747j,859.858+846.627j,1020.6+1004.05j,1194.73+1174.57j,1386.61+1362.8j,1591.61+1562.86j,1800.73+1766.98j,2029.25+1989.61j,2275.29+2228.03j,2603.14+2548.17j,2801.62+2739.45j,3086.47+3016.26j,3387.51+3301.98j,3692.75+3595.42j,4024.32+3913.12j,4355.38+4226.09j,4710.28+4566.91j,5075.3+4917.53j
110385.8459,177.913+175.646j,257.174+253.674j,350.537+345.343j,457.848+450.785j,578.588+569.223j,713.393+701.332j,863.543+848.557j,1025.0+1006.35j,1199.89+1177.26j,1392.61+1365.92j,1598.55+1566.46j,1808.59+1771.04j,2038.11+1994.18j,2285.32+2233.17j,2614.63+2554.05j,2814.0+2745.76j,3100.12+3023.19j,3402.65+3309.58j,3709.29+3603.68j,4042.37+3922.09j,4374.98+4235.74j,4731.51+4577.32j,5098.2+4928.73j
111228.0747,178.599+176.009j,258.193+254.212j,351.975+346.101j,459.752+451.787j,581.028+570.504j,716.425+702.92j,867.239+850.491j,1029.42+1008.66j,1205.07+1179.95j,1398.63+1369.04j,1605.51+1570.06j,1816.47+1775.1j,2047.01+1998.75j,2295.37+2238.31j,2626.15+2559.93j,2826.42+2752.06j,3113.81+3030.13j,3417.83+3317.2j,3725.87+3611.96j,4060.48+3931.07j,4394.64+4245.4j,4752.8+4587.75j,5121.16+4939.94j
112076.7296,179.288+176.373j,259.215+254.751j,353.418+346.86j,461.663+452.791j,583.476+571.788j,719.465+704.511j,870.946+852.427j,1033.86+1010.97j,1210.27+1182.65j,1404.66+1372.17j,1612.49+1573.67j,1824.38+1779.18j,2055.92+2003.33j,2305.45+2243.47j,2637.7+2565.82j,2838.87+2758.38j,3127.54+3037.08j,3433.06+3324.82j,3742.5+3620.24j,4078.64+3940.06j,4414.36+4255.07j,4774.15+4598.18j,5144.19+4951.16j
112931.8597,179.979+176.737j,260.241+255.291j,354.864+347.62j,463.579+453.797j,585.931+573.074j,722.515+706.104j,874.663+854.367j,1038.3+1013.28j,1215.48+1185.35j,1410.71+1375.3j,1619.49+1577.28j,1832.3+1783.26j,2064.87+2007.91j,2315.57+2248.63j,2649.28+2571.71j,2851.36+2764.71j,3141.31+3044.04j,3448.33+3332.46j,3759.18+3628.53j,4096.86+3949.06j,4434.14+4264.75j,4795.57+4608.62j,5167.3+4962.39j
113793.5143,180.671+177.102j,261.27+255.833j,356.315+348.382j,465.5+454.804j,588.394+574.363j,725.574+707.7j,878.392+856.311j,1042.76+1015.6j,1220.71+1188.06j,1416.78+1378.44j,1626.51+1580.9j,1840.25+1787.34j,2073.84+2012.51j,2325.71+2253.79j,2660.9+2577.62j,2863.89+2771.04j,3155.13+3051.0j,3463.65+3340.1j,3775.91+3636.83j,4115.13+3958.07j,4453.98+4274.44j,4817.06+4619.07j,5190.48+4973.63j
114661.7432,181.366+177.468j,262.303+256.376j,357.77+349.145j,467.427+455.813j,590.864+575.654j,728.641+709.3j,882.131+858.257j,1047.24+1017.92j,1225.95+1190.77j,1422.86+1381.58j,1633.55+1584.52j,1848.23+1791.43j,2082.84+2017.11j,2335.89+2258.97j,2672.56+2583.53j,2876.45+2777.38j,3168.98+3057.98j,3479.02+3347.75j,3792.69+3645.14j,4133.46+3967.09j,4473.88+4284.14j,4838.61+4629.54j,5213.73+4984.88j
115536.5965,182.064+177.834j,263.338+256.919j,359.23+349.909j,469.359+456.824j,593.34+576.946j,731.718+710.901j,885.881+860.207j,1051.72+1020.24j,1231.2+1193.49j,1428.96+1384.73j,1640.61+1588.15j,1856.22+1795.53j,2091.86+2021.71j,2346.09+2264.15j,2684.25+2589.45j,2889.05+2783.73j,3182.88+3064.96j,3494.43+3355.41j,3809.52+3653.46j,4151.85+3976.12j,4493.85+4293.84j,4860.23+4640.01j,5237.06+4996.14j
116418.1249,182.764+178.202j,264.377+257.464j,360.694+350.676j,471.297+457.837j,595.823+578.241j,734.803+712.506j,889.642+862.16j,1056.22+1022.57j,1236.47+1196.21j,1435.08+1387.88j,1647.69+1591.79j,1864.24+1799.63j,2100.91+2026.32j,2356.32+2269.33j,2695.97+2595.38j,2901.69+2790.09j,3196.82+3071.96j,3509.89+3363.07j,3826.4+3661.79j,4170.29+3985.16j,4513.88+4303.56j,4881.92+4650.49j,5260.46+5007.41j
117306.3792,183.466+178.57j,265.419+258.01j,362.163+351.444j,473.241+458.851j,598.313+579.538j,737.896+714.112j,893.414+864.117j,1060.73+1024.9j,1241.76+1198.93j,1441.22+1391.04j,1654.79+1595.43j,1872.29+1803.74j,2109.99+2030.94j,2366.59+2274.53j,2707.73+2601.32j,2914.36+2796.46j,3210.8+3078.96j,3525.39+3370.75j,3843.34+3670.13j,4188.79+3994.21j,4533.97+4313.29j,4903.68+4660.99j,5283.93+5018.69j
118201.4107,184.17+178.939j,266.464+258.557j,363.636+352.213j,475.191+459.868j,600.811+580.837j,740.998+715.721j,897.195+866.075j,1065.25+1027.24j,1247.06+1201.66j,1447.38+1394.21j,1661.91+1599.07j,1880.35+1807.86j,2119.09+2035.57j,2376.88+2279.73j,2719.52+2607.26j,2927.08+2802.84j,3224.82+3085.97j,3540.94+3378.44j,3860.32+3678.48j,4207.35+4003.27j,4554.12+4323.03j,4925.51+4671.49j,5307.48+5029.99j
119103.2713,184.877+179.309j,267.513+259.106j,365.114+352.984j,477.147+460.887j,603.316+582.139j,744.109+717.333j,900.987+868.037j,1069.79+1029.58j,1252.38+1204.39j,1453.55+1397.37j,1669.05+1602.72j,1888.44+1811.98j,2128.22+2040.2j,2387.2+2284.94j,2731.34+2613.22j,2939.83+2809.22j,3238.88+3092.99j,3556.54+3386.13j,3877.36+3686.84j,4225.96+4012.34j,4574.34+4332.77j,4947.41+4682.0j,5331.1+5041.29j
120012.0129,185.585+179.68j,268.565+259.655j,366.595+353.755j,479.109+461.907j,605.828+583.442j,747.229+718.948j,904.789+870.002j,1074.34+1031.92j,1257.71+1207.13j,1459.74+1400.55j,1676.21+1606.38j,1896.56+1816.11j,2137.37+2044.84j,2397.55+2290.16j,2743.2+2619.18j,2952.61+2815.61j,3252.99+3100.02j,3572.18+3393.84j,3894.45+3695.2j,4244.63+4021.42j,4594.62+4342.53j,4969.37+4692.53j,5354.8+5052.6j
120927.688,186.297+180.052j,269.621+260.206j,368.081+354.529j,481.076+462.93j,608.347+584.749j,750.358+720.566j,908.603+871.97j,1078.9+1034.27j,1263.05+1209.87j,1465.95+1403.72j,1683.39+1610.04j,1904.69+1820.24j,2146.55+2049.49j,2407.93+2295.38j,2755.1+2625.15j,2965.44+2822.02j,3267.13+3107.06j,3587.87+3401.55j,3911.59+3703.58j,4263.35+4030.51j,4614.96+4352.29j,4991.4+4703.06j,5378.57+5063.93j
121850.3497,187.01+180.424j,270.679+260.757j,369.571+355.304j,483.049+463.953j,610.874+586.057j,753.496+722.186j,912.427+873.942j,1083.47+1036.62j,1268.41+1212.61j,1472.17+1406.9j,1690.59+1613.71j,1912.85+1824.38j,2155.76+2054.14j,2418.35+2300.61j,2767.03+2631.13j,2978.3+2828.43j,3281.32+3114.11j,3603.61+3409.27j,3928.78+3711.96j,4282.14+4039.6j,4635.36+4362.07j,5013.51+4713.6j,5402.42+5075.26j
122780.0511,187.726+180.798j,271.741+261.31j,371.066+356.08j,485.026+464.979j,613.408+587.368j,756.643+723.809j,916.262+875.917j,1088.06+1038.97j,1273.79+1215.36j,1478.41+1410.09j,1697.81+1617.38j,1921.03+1828.52j,2164.99+2058.79j,2428.79+2305.85j,2778.99+2637.11j,2991.2+2834.84j,3295.55+3121.16j,3619.39+3417.0j,3946.02+3720.36j,4300.98+4048.71j,4655.83+4371.85j,5035.68+4724.15j,5426.34+5086.6j
123716.8461,188.444+181.172j,272.805+261.864j,372.565+356.858j,487.01+466.006j,615.949+588.681j,759.799+725.435j,920.108+877.895j,1092.66+1041.33j,1279.18+1218.11j,1484.67+1413.28j,1705.05+1621.05j,1929.23+1832.67j,2174.24+2063.46j,2439.25+2311.09j,2790.98+2643.1j,3004.13+2841.26j,3309.81+3128.22j,3635.22+3424.74j,3963.31+3728.76j,4319.87+4057.83j,4676.36+4381.64j,5057.92+4734.72j,5450.33+5097.96j
124660.7886,189.164+181.546j,273.874+262.419j,374.069+357.637j,488.999+467.036j,618.498+589.996j,762.964+727.063j,923.964+879.876j,1097.27+1043.69j,1284.58+1220.87j,1490.95+1416.48j,1712.31+1624.74j,1937.45+1836.83j,2183.53+2068.13j,2449.75+2316.34j,2803.01+2649.1j,3017.1+2847.7j,3324.12+3135.3j,3651.1+3432.49j,3980.66+3737.17j,4338.83+4066.95j,4696.96+4391.45j,5080.23+4745.29j,5474.41+5109.32j
125611.9333,189.887+181.922j,274.945+262.976j,375.577+358.418j,490.995+468.067j,621.052+591.313j,766.138+728.695j,927.832+881.861j,1101.89+1046.05j,1290.0+1223.63j,1497.24+1419.68j,1719.59+1628.42j,1945.7+1840.99j,2192.84+2072.81j,2460.28+2321.6j,2815.07+2655.1j,3030.11+2854.13j,3338.47+3142.37j,3667.02+3440.24j,3998.05+3745.59j,4357.83+4076.08j,4717.61+4401.25j,5102.6+4755.86j,5498.54+5120.68j
126570.3351,190.612+182.299j,276.02+263.533j,377.09+359.201j,492.996+469.1j,623.614+592.633j,769.32+730.328j,931.71+883.849j,1106.53+1048.42j,1295.44+1226.39j,1503.56+1422.89j,1726.9+1632.12j,1953.97+1845.16j,2202.17+2077.49j,2470.84+2326.86j,2827.17+2661.12j,3043.16+2860.58j,3352.86+3149.46j,3682.99+3448.0j,4015.5+3754.01j,4376.9+4085.22j,4738.32+4411.06j,5125.04+4766.44j,5522.76+5132.06j
127536.0494,191.339+182.676j,277.099+264.092j,378.607+359.984j,495.002+470.135j,626.183+593.954j,772.51+731.964j,935.599+885.84j,1111.18+1050.79j,1300.89+1229.16j,1509.89+1426.1j,1734.22+1635.82j,1962.27+1849.33j,2211.54+2082.18j,2481.42+2332.13j,2839.3+2667.14j,3056.24+2867.04j,3367.3+3156.56j,3699.0+3455.77j,4032.99+3762.45j,4396.02+4094.37j,4759.1+4420.89j,5147.55+4777.04j,5547.05+5143.44j
128509.1319,192.069+183.055j,278.179+264.651j,380.127+360.769j,497.015+471.172j,628.759+595.278j,775.709+733.603j,939.499+887.834j,1115.85+1053.17j,1306.36+1231.94j,1516.24+1429.31j,1741.56+1639.52j,1970.59+1853.51j,2220.93+2086.88j,2492.04+2337.4j,2851.47+2673.17j,3069.36+2873.5j,3381.77+3163.67j,3715.06+3463.54j,4050.54+3770.89j,4415.2+4103.52j,4779.95+4430.72j,5170.13+4787.64j,5571.42+5154.84j
129489.6389,192.8+183.434j,279.264+265.212j,381.653+361.555j,499.033+472.211j,631.342+596.604j,778.917+735.244j,943.407+889.831j,1120.52+1055.54j,1311.84+1234.72j,1522.6+1432.53j,1748.92+1643.23j,1978.93+1857.7j,2230.34+2091.58j,2502.69+2342.69j,2863.67+2679.2j,3082.52+2879.97j,3396.29+3170.78j,3731.16+3471.33j,4068.14+3779.34j,4434.43+4112.69j,4800.85+4440.56j,5192.78+4798.25j,5595.86+5166.24j
130477.6271,193.534+183.813j,280.351+265.774j,383.182+362.343j,501.058+473.252j,633.933+597.933j,782.134+736.888j,947.327+891.83j,1125.21+1057.93j,1317.33+1237.5j,1528.98+1435.76j,1756.3+1646.94j,1987.29+1861.89j,2239.78+2096.29j,2513.36+2347.98j,2875.9+2685.25j,3095.72+2886.45j,3410.85+3177.9j,3747.32+3479.12j,4085.79+3787.8j,4453.73+4121.86j,4821.82+4450.4j,5215.5+4808.86j,5620.38+5177.65j
131473.1535,194.27+184.194j,281.442+266.337j,384.717+363.133j,503.086+474.294j,636.531+599.263j,785.36+738.535j,951.257+893.833j,1129.91+1060.31j,1322.85+1240.28j,1535.38+1438.99j,1763.71+1650.66j,1995.68+1866.09j,2249.25+2101.0j,2524.07+2353.28j,2888.17+2691.3j,3108.95+2892.94j,3425.45+3185.03j,3763.52+3486.92j,4103.49+3796.27j,4473.08+4131.04j,4842.86+4460.26j,5238.29+4819.49j,5644.97+5189.07j
132476.2756,195.009+184.575j,282.537+266.901j,386.255+363.924j,505.121+475.338j,639.136+600.596j,788.595+740.185j,955.198+895.84j,1134.62+1062.7j,1328.37+1243.07j,1541.8+1442.22j,1771.13+1654.39j,2004.09+1870.29j,2258.75+2105.73j,2534.81+2358.58j,2900.48+2697.36j,3122.22+2899.43j,3440.09+3192.17j,3779.77+3494.73j,4121.25+3804.74j,4492.49+4140.23j,4863.96+4470.12j,5261.15+4830.12j,5669.64+5200.5j
133487.0513,195.749+184.958j,283.635+267.467j,387.798+364.716j,507.161+476.383j,641.749+601.932j,791.838+741.837j,959.15+897.849j,1139.35+1065.1j,1333.91+1245.87j,1548.23+1445.46j,1778.58+1658.12j,2012.53+1874.5j,2268.27+2110.46j,2545.57+2363.89j,2912.81+2703.43j,3135.53+2905.93j,3454.77+3199.32j,3796.06+3502.55j,4139.06+3813.23j,4511.95+4149.43j,4885.12+4479.99j,5284.09+4840.77j,5694.39+5211.93j
134505.5392,196.493+185.341j,284.736+268.034j,389.346+365.51j,509.207+477.431j,644.369+603.27j,795.091+743.492j,963.113+899.862j,1144.09+1067.49j,1339.46+1248.67j,1554.68+1448.71j,1786.04+1661.85j,2020.99+1878.71j,2277.82+2115.19j,2556.37+2369.21j,2925.19+2709.5j,3148.88+2912.44j,3469.5+3206.48j,3812.4+3510.38j,4156.92+3821.72j,4531.48+4158.63j,4906.35+4489.87j,5307.09+4851.42j,5719.21+5223.38j
135531.798,197.238+185.725j,285.839+268.601j,390.898+366.306j,511.259+478.481j,646.995+604.609j,798.353+745.15j,967.087+901.878j,1148.84+1069.89j,1345.03+1251.47j,1561.15+1451.95j,1793.52+1665.59j,2029.46+1882.93j,2287.39+2119.93j,2567.2+2374.53j,2937.6+2715.59j,3162.27+2918.96j,3484.27+3213.64j,3828.79+3518.21j,4174.83+3830.22j,4551.07+4167.85j,4927.65+4499.76j,5330.16+4862.07j,5744.12+5234.83j
136565.887,197.986+186.11j,286.946+269.17j,392.454+367.102j,513.317+479.532j,649.628+605.951j,801.623+746.811j,971.071+903.897j,1153.6+1072.3j,1350.62+1254.27j,1567.64+1455.21j,1801.02+1669.34j,2037.97+1887.16j,2296.99+2124.68j,2578.05+2379.86j,2950.04+2721.68j,3175.69+2925.49j,3499.08+3220.81j,3845.23+3526.05j,4192.8+3838.73j,4570.71+4177.07j,4949.0+4509.65j,5353.31+4872.74j,5769.09+5246.29j
137607.866,198.735+186.495j,288.057+269.739j,394.014+367.9j,515.38+480.586j,652.268+607.294j,804.903+748.474j,975.066+905.919j,1158.38+1074.7j,1356.22+1257.09j,1574.14+1458.47j,1808.54+1673.09j,2046.49+1891.39j,2306.61+2129.43j,2588.94+2385.2j,2962.52+2727.77j,3189.15+2932.02j,3513.94+3228.0j,3861.72+3533.9j,4210.82+3847.24j,4590.41+4186.3j,4970.43+4519.56j,5376.52+4883.41j,5794.15+5257.76j
138657.7951,199.487+186.882j,289.171+270.31j,395.578+368.7j,517.45+481.641j,654.915+608.64j,808.191+750.14j,979.072+907.945j,1163.17+1077.11j,1361.84+1259.9j,1580.67+1461.73j,1816.09+1676.84j,2055.04+1895.63j,2316.26+2134.19j,2599.86+2390.54j,2975.03+2733.88j,3202.65+2938.56j,3528.83+3235.18j,3878.25+3541.76j,4228.89+3855.77j,4610.17+4195.54j,4991.92+4529.46j,5399.81+4894.09j,5819.28+5269.23j
139715.735,200.242+187.269j,290.288+270.883j,397.147+369.501j,519.525+482.698j,657.57+609.989j,811.486+751.808j,983.088+909.974j,1167.97+1079.53j,1367.47+1262.72j,1587.21+1465.0j,1823.65+1680.6j,2063.61+1899.87j,2325.94+2138.95j,2610.8+2395.89j,2987.57+2739.98j,3216.18+2945.11j,3543.76+3242.38j,3894.83+3549.62j,4247.02+3864.3j,4629.99+4204.78j,5013.47+4539.38j,5423.17+4904.78j,5844.5+5280.71j
140781.7469,200.999+187.657j,291.408+271.456j,398.72+370.303j,521.605+483.757j,660.232+611.339j,814.791+753.478j,987.116+912.006j,1172.79+1081.95j,1373.11+1265.54j,1593.76+1468.27j,1831.23+1684.37j,2072.2+1904.12j,2335.64+2143.72j,2621.77+2401.25j,3000.15+2746.1j,3229.76+2951.66j,3558.74+3249.58j,3911.46+3557.49j,4265.19+3872.84j,4649.87+4214.04j,5035.09+4549.3j,5446.6+4915.47j,5869.79+5292.2j
141855.8923,201.758+188.046j,292.532+272.031j,400.298+371.107j,523.691+484.818j,662.901+612.692j,818.105+755.152j,991.154+914.041j,1177.61+1084.37j,1378.77+1268.37j,1600.34+1471.55j,1838.84+1688.14j,2080.82+1908.37j,2345.38+2148.5j,2632.78+2406.61j,3012.76+2752.23j,3243.37+2958.22j,3573.76+3256.79j,3928.14+3565.37j,4283.43+3881.39j,4669.8+4223.3j,5056.78+4559.23j,5470.1+4926.17j,5895.15+5303.7j
142938.2332,202.519+188.436j,293.659+272.606j,401.88+371.913j,525.782+485.88j,665.577+614.048j,821.427+756.828j,995.201+916.078j,1182.46+1086.79j,1384.45+1271.2j,1606.93+1474.83j,1846.46+1691.91j,2089.46+1912.63j,2355.13+2153.29j,2643.81+2411.98j,3025.41+2758.36j,3257.02+2964.79j,3588.82+3264.01j,3944.86+3573.26j,4301.71+3889.94j,4689.8+4232.56j,5078.52+4569.17j,5493.67+4936.88j,5920.59+5315.19j
144028.8323,203.283+188.826j,294.789+273.183j,403.467+372.72j,527.879+486.944j,668.26+615.405j,824.759+758.506j,999.259+918.119j,1187.31+1089.22j,1390.14+1274.04j,1613.54+1478.12j,1854.11+1695.7j,2098.13+1916.9j,2364.92+2158.08j,2654.88+2417.35j,3038.1+2764.5j,3270.7+2971.36j,3603.92+3271.23j,3961.63+3581.15j,4320.04+3898.5j,4709.84+4241.84j,5100.34+4579.1j,5517.3+4947.59j,5946.11+5326.7j
145127.7525,204.048+189.217j,295.922+273.761j,405.058+373.528j,529.981+488.01j,670.951+616.765j,828.099+760.188j,1003.33+920.163j,1192.18+1091.66j,1395.85+1276.88j,1620.17+1481.41j,1861.77+1699.48j,2106.82+1921.17j,2374.73+2162.87j,2665.97+2422.73j,3050.82+2770.64j,3284.43+2977.95j,3619.07+3278.47j,3978.44+3589.05j,4338.43+3907.06j,4729.95+4251.11j,5122.21+4589.05j,5541.02+4958.3j,5971.71+5338.21j
146235.0574,204.816+189.61j,297.058+274.34j,406.654+374.338j,532.09+489.078j,673.649+618.127j,831.449+761.872j,1007.41+922.21j,1197.05+1094.09j,1401.57+1279.72j,1626.82+1484.7j,1869.46+1703.27j,2115.53+1925.44j,2384.57+2167.68j,2677.1+2428.12j,3063.57+2776.8j,3298.19+2984.54j,3634.26+3285.71j,3995.31+3596.95j,4356.86+3915.63j,4750.12+4260.4j,5144.16+4599.0j,5564.8+4969.03j,5997.38+5349.72j
147350.8108,205.587+190.003j,298.198+274.92j,408.253+375.149j,534.204+490.148j,676.354+619.491j,834.807+763.559j,1011.5+924.26j,1201.95+1096.53j,1407.3+1282.57j,1633.48+1488.0j,1877.17+1707.07j,2124.26+1929.73j,2394.43+2172.49j,2688.25+2433.51j,3076.36+2782.96j,3311.99+2991.14j,3649.49+3292.96j,4012.22+3604.86j,4375.36+3924.21j,4770.35+4269.69j,5166.17+4608.96j,5588.66+4979.75j,6023.14+5361.25j
148475.0772,206.36+190.396j,299.341+275.501j,409.856+375.961j,536.324+491.219j,679.066+620.858j,838.174+765.249j,1015.6+926.313j,1206.85+1098.98j,1413.05+1285.42j,1640.16+1491.31j,1884.89+1710.87j,2133.02+1934.02j,2404.32+2177.3j,2699.44+2438.92j,3089.18+2789.12j,3325.83+2997.74j,3664.77+3300.22j,4029.18+3612.78j,4393.9+3932.8j,4790.64+4278.99j,5188.25+4618.92j,5612.59+4990.49j,6048.97+5372.77j
149607.9216,207.135+190.791j,300.487+276.083j,411.464+376.775j,538.449+492.293j,681.784+622.226j,841.55+766.941j,1019.71+928.37j,1211.76+1101.42j,1418.82+1288.27j,1646.85+1494.62j,1892.64+1714.68j,2141.8+1938.31j,2414.24+2182.12j,2710.65+2444.32j,3102.04+2795.3j,3339.71+3004.35j,3680.08+3307.48j,4046.19+3620.71j,4412.5+3941.39j,4810.99+4288.3j,5210.39+4628.89j,5636.59+5001.23j,6074.89+5384.31j
150749.4095,207.912+191.187j,301.637+276.667j,413.077+377.591j,540.581+493.368j,684.51+623.596j,844.935+768.636j,1023.83+930.43j,1216.69+1103.87j,1424.6+1291.13j,1653.57+1497.93j,1900.41+1718.49j,2150.61+1942.61j,2424.19+2186.95j,2721.9+2449.74j,3114.94+2801.48j,3353.63+3010.97j,3695.45+3314.75j,4063.25+3628.64j,4431.16+3950.0j,4831.4+4297.61j,5232.6+4638.86j,5660.67+5011.97j,6100.88+5395.85j
151899.6068,208.691+191.583j,302.79+277.252j,414.694+378.408j,542.718+494.446j,687.242+624.969j,848.329+770.334j,1027.97+932.493j,1221.63+1106.33j,1430.4+1294.0j,1660.3+1501.25j,1908.2+1722.31j,2159.44+1946.91j,2434.15+2191.78j,2733.18+2455.16j,3127.87+2807.67j,3367.59+3017.6j,3710.85+3322.03j,4080.36+3636.58j,4449.87+3958.6j,4851.86+4306.93j,5254.88+4648.84j,5684.82+5022.72j,6126.96+5407.39j
